name,country,min_dP,median_dP,max_dP,dP,dP_lo,dP_hi,population,tws_cm_yr,direction,sign_consistent_across_grid,material_fraction_across_grid
Bhayandar,IN,0.0023114371663947586,0.009055379140811393,0.02438419847718576,0.0117697302764608,0.0038161602561318,0.0205713226468663,809378,1.4173,increase,True,0.43333333333333335
Delhi,IN,-0.03539931756409209,-0.00864840158549772,-0.0020728592128270162,-0.0113766608006131,-0.0215404015330639,-0.0021241040234326,11034555,-2.3689,decrease,True,0.43333333333333335
Lahore,PK,-0.041941687702013716,-0.010684585159808677,-0.0025642350069302877,-0.0140276495434888,-0.0226527665302359,-0.0058761489671956,13004135,-4.3053,decrease,True,0.5266666666666666
Ludhiana,IN,-0.041980843434632424,-0.011878739593251336,-0.002889252326853879,-0.0153533212038833,-0.0237705878345954,-0.0066860327121801,1618879,-7.7419,decrease,True,0.6
Mumbai,IN,0.0020318307882221665,0.0082032042546413,0.014856203722424133,0.0108165938122896,0.0035724974761384,0.0143549539997001,12691836,1.4173,increase,True,0.43333333333333335
Yokohama,JP,0.002612773282771763,0.01017200429774795,0.021961660249166015,0.0131823600667306,0.0052217653273863,0.0218943302879452,3777491,1.5877,increase,True,0.5
