block_type,block_id,n_cities,city_names,p_simes_zero_aware,population_weighted_delta_p,median_delta_p,n_material_hotspots_zero_aware,material_point_names_zero_aware,n_fdr_sig_cities_zero_aware,block_fdr_bh_zero_aware,block_fdr_by_zero_aware,block_q_bh_zero_aware,block_q_by_zero_aware
csr_grid_cell,iy298_ix113,1,Lusaka,0.0045,-1.2905227307220935e-06,-1.2905227307220935e-06,0,,1,True,True,0.008592857142857142,0.056475895846323836
csr_grid_cell,iy304_ix135,1,Lilongwe,0.0104999999999999,5.190635555856613e-17,5.190635555856613e-17,0,,1,True,False,0.01879687499999982,0.12354102216383223
csr_grid_cell,iy311_ix1131,2,Lima; Callao,0.0245,-0.000596214426884526,-0.0010059826291484999,0,,2,True,False,0.038832015810276684,0.25522045158483636
csr_grid_cell,iy327_ix1123,1,Trujillo,0.0475,-0.0002982185846655,-0.0002982185846655,0,,1,True,False,0.0708085501858736,0.46538377618098337
csr_grid_cell,iy332_ix157,1,Dar es Salaam,0.000249937515621,0.0099400650158641,0.0099400650158641,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy333_ix442,1,Jepara,0.014,0.00024401756337889997,0.0002440175633789,0,,1,True,False,0.02409442060085837,0.15835873513418416
csr_grid_cell,iy335_ix142,1,Dodoma,0.000249937515621,5.6511767885969806e-08,5.6511767885969806e-08,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy336_ix1299,1,Natal,0.000249937515621,0.0003325867328523,0.0003325867328523,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy339_ix477,1,Makassar,0.000249937515621,0.005239330970689,0.005239330970689,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy343_ix158,1,Mombasa,0.000249937515621,0.0028114281985759,0.0028114281985759,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy352_ix120,1,Kigali,0.000249937515621,8.584281793849532e-12,8.584281793849532e-12,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy354_ix147,1,Nairobi,0.000249937515621,1.6194035317150484e-10,1.6194035317150484e-10,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy359_ix1125,1,Quito,0.0635,-9.063210276745263e-11,-9.063210276745264e-11,0,,1,True,False,0.09259454545454546,0.60857056251372
csr_grid_cell,iy361_ix139,1,Kakamega,0.000249937515621,7.087400801883261e-17,7.087400801883261e-17,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy362_ix405,1,Pekanbaru,0.0009999999999998,2.248057758831729e-11,2.248057758831729e-11,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy372_ix406,3,Kuala Lumpur; Kampung Baru Subang; Petaling Jaya,0.000249937515621,1.3896382499323072e-05,7.280506355712159e-06,0,,3,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy374_ix394,1,Medan,0.000249937515621,0.0001521960233025,0.0001521960233025,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy382_ix1439,1,Accra,0.000249937515621,0.0036759540436972,0.0036759540436972,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy384_ix1137,1,Medellín,0.0095,8.566869730858729e-07,8.566869730858729e-07,0,,1,True,False,0.01731590909090909,0.11380748708425865
csr_grid_cell,iy387_ix488,1,Zamboanga,0.000249937515621,3.885780586188048e-16,3.885780586188048e-16,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy388_ix497,2,Budta; Malingao,0.0055,0.0029249833175390588,0.00292729657648625,0,,2,True,True,0.010354460093896713,0.06805389640323843
csr_grid_cell,iy391_ix1149,1,Cúcuta,0.000249937515621,1.734723475976807e-18,1.734723475976807e-18,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy393_ix1189,1,Ciudad Guayana,0.000249937515621,0.004915952855939,0.004915952855939,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy396_ix154,1,Addis Ababa,0.000249937515621,2.8194569339276605e-06,2.8194569339276605e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy399_ix312,1,Madurai,0.018,2.736282228411879e-11,2.7362822284118792e-11,0,,1,True,False,0.029950207468879664,0.19684544610336938
csr_grid_cell,iy400_ix1162,1,Barquisimeto,0.000249937515621,0.0005986854645656,0.0005986854645656,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy400_ix1167,1,Valencia,0.000249937515621,2.46839178901176e-05,2.46839178901176e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy400_ix1181,1,Barcelona,0.0215,0.0055937627238466,0.0055937627238466,0,,1,True,False,0.034624497991967866,0.22756686278103716
csr_grid_cell,iy400_ix309,1,Teni,0.018,1.8471710406842525e-13,1.8471710406842525e-13,0,,1,True,False,0.029950207468879664,0.19684544610336938
csr_grid_cell,iy401_ix1138,1,Cartagena,0.0204999999999999,0.0026785270490979,0.0026785270490979,0,,1,True,False,0.03328137651821862,0.21873929970168612
csr_grid_cell,iy401_ix1172,1,Caracas,0.004,2.042034761258471e-05,2.042034761258471e-05,0,,1,True,True,0.007786407766990292,0.051175569051685035
csr_grid_cell,iy401_ix495,1,Cebu City,0.000249937515621,0.002276329626615,0.002276329626615,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy402_ix1153,1,Maracaibo,0.000249937515621,0.0029827278373295,0.0029827278373295,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy403_ix1140,1,Barranquilla,0.0184999999999999,0.0024053116310744,0.0024053116310744,0,,1,True,False,0.030403688524590165,0.19982591563111854
csr_grid_cell,iy404_ix307,1,Coimbatore,0.000249937515621,1.4726694366623784e-10,1.4726694366623784e-10,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy404_ix309,1,Tiruppur,0.000249937515621,3.315665642735338e-07,3.315665642735338e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy406_ix312,1,Salem,0.000249937515621,4.997142860270237e-07,4.997142860270237e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy406_ix315,1,Kallakurichi,0.000249937515621,2.428137778359885e-05,2.428137778359885e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy409_ix306,1,Mysuru,0.000249937515621,0.0005723038697131,0.0005723038697131,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy411_ix180,1,Aden,0.000249937515621,1.249000902703301e-16,1.249000902703301e-16,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy411_ix310,1,Bengaluru,0.000249937515621,0.0002141837252329,0.0002141837252329,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy412_ix321,1,Chennai,0.000249937515621,0.0026832935777019,0.0026832935777019,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy414_ix176,1,Taiz,0.0135,4.753116036940412e-12,4.753116036940412e-12,0,,1,True,False,0.02333405172413793,0.15336126889303459
csr_grid_cell,iy415_ix176,1,Ibb,0.0124999999999999,3.2042659010053763e-14,3.2042659010053763e-14,0,,1,True,False,0.021984649122806843,0.14449242358342976
csr_grid_cell,iy418_ix483,2,Caloocan; Manila,0.0115,0.0020782992588448735,0.0021248318030418502,0,,2,True,False,0.020404867256637167,0.13410942818964805
csr_grid_cell,iy418_ix484,4,Quezon City; Taguig; Antipolo; Pasig City,0.0464999999999999,0.0007002009292250314,0.00063698865810795,0,,4,True,False,0.06957649253731343,0.45728617159150275
csr_grid_cell,iy421_ix300,1,Hubballi,0.000249937515621,1.7955698116368267e-09,1.7955698116368267e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy426_ix322,1,Vijayawada,0.000249937515621,0.0045902708923863,0.0045902708923863,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy429_ix313,1,Hyderabad,0.000249937515621,1.0289186043373681e-13,1.028918604337368e-13,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy430_ix303,1,Sholapur,0.000249937515621,5.45804768456626e-05,5.45804768456626e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy431_ix1132,1,Kingston,0.000249937515621,0.0001636288480058,0.0001636288480058,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy433_ix1160,1,Santo Domingo,0.002,0.0024767920648013,0.0024767920648013,0,,1,True,True,0.004071065989847716,0.026756769605703345
csr_grid_cell,iy434_ix1150,1,Port-au-Prince,0.0055,0.0013811960865968,0.0013811960865968,0,,1,True,True,0.010354460093896713,0.06805389640323843
csr_grid_cell,iy434_ix295,4,Pune; Pimpri-Chinchwad; Pimpri; Shivaji Nagar,0.000249937515621,0.00022221429609131828,0.0001907913756566197,0,,4,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy436_ix1047,1,Puebla,0.000249937515621,-0.006715498408346,-0.006715498408346,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy436_ix292,3,Navi Mumbai; Kalyān; Dombivali,0.0004999999999999,0.003362685265553236,0.0053812979642205,0,,3,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy437_ix1043,5,Mexico City; Iztapalapa; Gustavo Adolfo Madero; Ciudad Nezahualcoyotl; Naucalpan de Juárez,0.000249937515621,-8.187825863007377e-06,-3.7128006164988185e-06,0,,5,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy437_ix1157,1,Santiago de los Caballeros,0.016,0.0014016720464758,0.0014016720464758,0,,1,True,False,0.026957983193277312,0.17717928108650619
csr_grid_cell,iy437_ix292,1,Bhiwandi,0.000249937515621,0.0086312201636333,0.0086312201636333,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy438_ix1043,1,Ecatepec de Morelos,0.000249937515621,-1.288065626981514e-06,-1.288065626981514e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy439_ix295,1,Nashik,0.000249937515621,0.009150408807873,0.009150408807873,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy439_ix301,1,Aurangabad,0.000249937515621,8.714882584437593e-06,8.714882584437593e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy440_ix441,1,Haikou,0.008,0.0048257107875001,0.0048257107875001,0,,1,True,True,0.014783410138248848,0.0971628315635679
csr_grid_cell,iy441_ix343,1,Bhubaneswar,0.016,0.0003474043925275,0.0003474043925275,0,,1,True,False,0.026957983193277312,0.17717928108650619
csr_grid_cell,iy442_ix1026,2,Zapopan; Guadalajara,0.000249937515621,-0.0026240680615032008,-0.00266000997487915,0,,2,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy442_ix1038,1,Santiago de Querétaro,0.000249937515621,-2.7608675705370773e-07,-2.7608675705370773e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy444_ix1033,1,León de los Aldama,0.000249937515621,-8.334039205856399e-09,-8.334039205856399e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy444_ix291,1,Surat,0.0009999999999998,0.0096221809737705,0.0096221809737705,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy449_ix283,1,Rājkot,0.0029999999999998,8.910568479958237e-09,8.910568479958237e-09,0,,1,True,True,0.005985074626865273,0.039336444868083645
csr_grid_cell,iy449_ix292,1,Vadodara,0.002,0.0007753986476834,0.0007753986476834,0,,1,True,True,0.004071065989847716,0.026756769605703345
csr_grid_cell,iy450_ix303,1,Indore,0.000249937515621,1.4940004805608672e-05,1.4940004805608672e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy451_ix344,1,Jamshedpur,0.0235,0.003275903248584,0.003275903248584,0,,1,True,False,0.03739484126984127,0.24577473192381674
csr_grid_cell,iy451_ix480,1,Tainan,0.012,0.001610778367505,0.001610778367505,0,,1,True,False,0.021198237885462556,0.1393237959204465
csr_grid_cell,iy452_ix1110,1,Havana,0.0629999999999999,0.0005034226792101,0.0005034226792101,0,,1,True,False,0.09220072992700716,0.60598224010289
csr_grid_cell,iy452_ix290,1,Ahmedabad,0.0055,2.659089633979322e-09,2.659089633979322e-09,0,,1,True,True,0.010354460093896713,0.06805389640323843
csr_grid_cell,iy452_ix319,1,Jabalpur,0.0004999999999999,0.0035819517574923,0.0035819517574923,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy453_ix309,1,Bhopal,0.0015,1.1102230246251563e-16,1.1102230246251563e-16,0,,1,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy453_ix341,1,Ranchi,0.0324999999999999,0.004955914891752,0.004955914891752,0,,1,True,False,0.050124999999999836,0.3294427257702214
csr_grid_cell,iy459_ix1010,1,Culiacán,0.0015,-2.0974711869263264e-06,-2.0974711869263264e-06,0,,1,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy459_ix268,1,Karachi,0.0004999999999999,0.0018106153343679,0.0018106153343679,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy461_ix273,1,Hyderabad,0.0015,0.0013306612472312,0.0013306612472312,0,,1,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy461_ix327,1,Prayagraj,0.002,0.005399910094125,0.005399910094125,0,,1,True,True,0.004071065989847716,0.026756769605703345
csr_grid_cell,iy461_ix332,1,Varanasi,0.0004999999999999,0.0064547441040125,0.0064547441040125,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy462_ix340,1,Patna,0.0304999999999999,0.006098119810889201,0.0060981198108892,0,,1,True,False,0.04758949416342397,0.31277830773515175
csr_grid_cell,iy464_ix312,1,Gwalior,0.0084999999999999,4.8166977239862135e-08,4.8166977239862135e-08,0,,1,True,False,0.015635321100917247,0.10276195115768286
csr_grid_cell,iy465_ix292,1,Jodhpur,0.000249937515621,-3.204903241899323e-17,-3.204903241899323e-17,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy465_ix321,1,Kanpur,0.0264999999999999,0.005955810106998499,0.0059558101069985,0,,1,True,False,0.04167254901960768,0.27388963867955646
csr_grid_cell,iy467_ix303,1,Jaipur,0.000249937515621,-2.020510392213274e-09,-2.020510392213274e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy467_ix323,1,Lucknow,0.0289999999999999,9.315278130211076e-08,9.315278130211076e-08,0,,1,True,False,0.045425781249999846,0.29855747022926304
csr_grid_cell,iy471_ix482,2,Wenzhou; Rui’an,0.0375,0.0002448985936255415,0.00016530114444539428,0,,2,True,False,0.056960227272727273,0.3743667338297982
csr_grid_cell,iy473_ix308,1,Gurugram,0.013,-0.0001415826789553,-0.0001415826789553,0,,1,True,False,0.022665217391304348,0.148965406435231
csr_grid_cell,iy473_ix309,1,Faridabad,0.0205,-0.0096483135253369,-0.0096483135253369,0,,1,True,False,0.03328137651821862,0.21873929970168612
csr_grid_cell,iy474_ix307,1,Najafgarh,0.000249937515621,-0.0007532157173897001,-0.0007532157173897,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy474_ix309,1,Ghāziābād,0.019,-0.0015027174288339,-0.0015027174288339,0,,1,True,False,0.031097959183673467,0.20438895639621962
csr_grid_cell,iy475_ix308,1,Narela,0.016,-0.0030309944519241,-0.0030309944519241,0,,1,True,False,0.026957983193277312,0.17717928108650619
csr_grid_cell,iy475_ix310,1,Meerut,0.0215,-2.9525356371625216e-05,-2.9525356371625216e-05,0,,1,True,False,0.034624497991967866,0.22756686278103716
csr_grid_cell,iy475_ix418,1,Yibin,0.0015,0.0005162069294723,0.0005162069294723,0,,1,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy475_ix421,1,Luzhou,0.0169999999999999,0.0050042128246746,0.0050042128246746,0,,1,True,False,0.028523012552301087,0.18746531675627612
csr_grid_cell,iy476_ix996,1,Hermosillo,0.0005,-1.3432238777995402e-11,-1.3432238777995403e-11,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy477_ix302,1,Gorakhpur,0.000249937515621,-4.405112279938319e-14,-4.405112279938319e-14,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy477_ix419,1,Zigong,0.0004999999999999,0.00024214625137559996,0.0002421462513756,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy478_ix210,1,Shiraz,0.000249937515621,-2.263038642283979e-17,-2.263038642283979e-17,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy478_ix420,1,Neijiang,0.000249937515621,0.0014456937895842,0.0014456937895842,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy478_ix426,1,Chongqing,0.0329999999999999,0.0009810779997386,0.0009810779997386,0,,1,True,False,0.0507011494252872,0.3332294237675803
csr_grid_cell,iy478_ix464,1,Jiujiang,0.062,-0.0022378165702468,-0.0022378165702468,0,,1,True,False,0.09106959706959707,0.598547955978133
csr_grid_cell,iy480_ix124,2,Cairo; Giza,0.0349999999999999,0.00022050956390302865,0.0003527840334451249,0,,2,True,False,0.05356870229007618,0.352076195479626
csr_grid_cell,iy480_ix125,1,Shubrā al Khaymah,0.0404999999999999,3.885780586188048e-16,3.885780586188048e-16,0,,1,True,False,0.061054511278195334,0.4012761020659842
csr_grid_cell,iy480_ix268,1,Quetta,0.0605,-4.1859273867864965e-29,-4.1859273867864965e-29,0,,1,True,False,0.08919301470588235,0.5862142620323076
csr_grid_cell,iy480_ix415,1,Meishan,0.0004999999999999,2.3526340848704938e-07,2.3526340848704938e-07,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy480_ix418,1,Ziyang,0.0004999999999999,0.0025591202315672994,0.0025591202315673,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy482_ix307,1,Chandigarh,0.000249937515621,-3.082547473202998e-05,-3.082547473202998e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy482_ix416,1,Chengdu,0.0044999999999999,3.854409003034229e-05,3.854409003034229e-05,0,,1,True,True,0.008592857142857142,0.056475895846323836
csr_grid_cell,iy483_ix424,1,Nanchong,0.0009999999999998,0.0033759501018316,0.0033759501018316,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy483_ix433,2,Wanzhou; Wanxian,0.0089999999999998,8.026525591479385e-17,6.245004513516506e-17,0,,1,True,False,0.016479452054794154,0.10830993723952276
csr_grid_cell,iy484_ix119,1,Alexandria,0.0015,0.0019576794418436,0.0019576794418436,0,,1,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy484_ix485,3,Shanghai; Xuhui; Jing’an,0.0009999999999998,0.0019303471320816074,0.0030998488024287,0,,3,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy484_ix486,1,Pudong,0.0004999999999999,4.440892098500626e-16,4.440892098500626e-16,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy485_ix292,1,Faisalabad,0.000249937515621,-1.6148091151211018e-05,-1.6148091151211018e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy485_ix302,1,Jalandhar,0.000249937515621,-0.0001559091938008,-0.0001559091938008,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy485_ix418,1,Mianyang,0.0075,4.477183212607225e-09,4.477183212607225e-09,0,,1,True,True,0.01392361111111111,0.09151186826950622
csr_grid_cell,iy485_ix485,3,Baoshan; Putuo; Zhabei,0.002,0.003277309440051303,0.003967574017243,0,,3,True,True,0.004071065989847716,0.026756769605703345
csr_grid_cell,iy485_ix486,1,Yangpu,0.0009999999999998,3.885780586188048e-16,3.885780586188048e-16,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy486_ix1408,1,Marrakesh,0.000249937515621,-9.574982613199164e-12,-9.574982613199164e-12,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy486_ix299,1,Amritsar,0.000249937515621,-5.011482914793282e-05,-5.011482914793282e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy487_ix140,1,Jerusalem,0.0135,1.707265361990725e-06,1.707265361990725e-06,0,,1,True,False,0.02333405172413793,0.15336126889303459
csr_grid_cell,iy487_ix143,1,Amman,0.0129999999999999,6.400844697075083e-07,6.400844697075083e-07,0,,1,True,False,0.022665217391304348,0.148965406435231
csr_grid_cell,iy487_ix283,1,Dera Ismail Khan,0.000249937515621,-0.0025807271329828,-0.0025807271329828,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy488_ix144,1,Zarqa,0.0109999999999998,1.5409152664978725e-08,1.5409152664978725e-08,0,,1,True,False,0.019604444444444088,0.12884871052346242
csr_grid_cell,iy488_ix290,1,Sargodha,0.000249937515621,-1.3383785385165867e-05,-1.3383785385165867e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy488_ix296,1,Gujranwala,0.000249937515621,-3.533074269846222e-05,-3.533074269846222e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy488_ix80,1,Benghazi,0.000249937515621,0.0036816993522626996,0.0036816993522627,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy489_ix298,1,Sialkot,0.000249937515621,-0.0007796467880671,-0.0007796467880671,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy490_ix176,1,Karbala,0.0065,-0.0001279146362438,-0.0001279146362438,0,,1,True,True,0.012123255813953489,0.07967917088396077
csr_grid_cell,iy490_ix436,1,Ankang,0.0004999999999999,0.0006825083072400999,0.0006825083072401,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy490_ix443,1,Shiyan,0.004,1.3877787807814457e-17,1.3877787807814457e-17,0,,1,True,True,0.007786407766990292,0.051175569051685035
csr_grid_cell,iy491_ix282,1,Bannu,0.000249937515621,-1.385564428971799e-09,-1.385564428971799e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy491_ix52,1,Tripoli,0.01,0.0005650613683371,0.0005650613683371,0,,1,True,False,0.017982062780269058,0.11818573121801701
csr_grid_cell,iy492_ix428,1,Hanzhong,0.0009999999999998,0.003910982978689,0.003910982978689,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy493_ix176,1,Abū Ghurayb,0.004,-0.0001523367858627,-0.0001523367858627,0,,1,True,True,0.007786407766990292,0.051175569051685035
csr_grid_cell,iy493_ix177,2,Baghdad; Sadr City,0.0015,-0.0020956582560699355,-0.00173108133036665,0,,2,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy494_ix292,1,Rawalpindi,0.000249937515621,-2.02388264592984e-06,-2.02388264592984e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy494_ix521,1,Fukuoka,0.0035,0.0011292210388418,0.0011292210388418,0,,1,True,True,0.006913793103448276,0.045440375968306544
csr_grid_cell,iy495_ix523,1,Kitakyushu,0.0024999999999999,0.0015969601989614,0.0015969601989614,0,,1,True,True,0.005037688442211055,0.033109821685449486
csr_grid_cell,iy496_ix1412,2,Rabat; Salé,0.000249937515621,-0.0017329059822941571,-0.0018614169035571998,0,,2,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy496_ix1419,1,Fes,0.000249937515621,-0.0011678201209472,-0.0011678201209472,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy496_ix286,1,Peshawar,0.000249937515621,-9.310823135779052e-07,-9.310823135779052e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy496_ix299,1,Srinagar,0.000249937515621,-0.0086285932427188,-0.0086285932427188,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy496_ix455,1,Xuchang,0.0004999999999999,3.616357162117631e-06,3.616357162117631e-06,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy497_ix428,1,Baoji,0.000249937515621,8.616546833398013e-05,8.616546833398013e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy497_ix434,1,Xianyang,0.000249937515621,0.0018758121915692,0.0018758121915692,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy497_ix435,1,Xi’an,0.0004999999999999,0.0002515117993584,0.0002515117993584,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy497_ix462,1,Shangqiu,0.016,1.0846740032236544e-11,1.0846740032236544e-11,0,,1,True,False,0.026957983193277312,0.17717928108650619
csr_grid_cell,iy497_ix529,1,Hiroshima,0.032,0.0015640616549372,0.0015640616549372,0,,1,True,False,0.049544401544401546,0.32562678686168706
