block_type,block_id,n_cities,city_names,p_simes_zero_aware,population_weighted_delta_p,median_delta_p,n_material_hotspots_zero_aware,material_point_names_zero_aware,n_fdr_sig_cities_zero_aware,block_fdr_bh_zero_aware,block_fdr_by_zero_aware,block_q_bh_zero_aware,block_q_by_zero_aware
csr_grid_cell,iy498_ix146,1,Homs,0.0315,-3.827970111359048e-09,-3.827970111359048e-09,0,,1,True,False,0.0489593023255814,0.32178126703138005
csr_grid_cell,iy498_ix203,1,Qom,0.001,-1.1101468390129985e-19,-1.1101468390129985e-19,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy498_ix276,1,Kabul,0.000249937515621,-2.780218440792265e-08,-2.780218440792265e-08,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy498_ix422,1,Tianshui,0.000249937515621,0.000896197666793,0.000896197666793,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy498_ix438,1,Weinan,0.0004999999999999,0.002007256314618,0.002007256314618,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy498_ix449,1,Luoyang,0.0004999999999999,9.478375575265922e-05,9.478375575265922e-05,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy498_ix541,1,Sakai,0.0009999999999998,4.440892098500626e-16,4.440892098500626e-16,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy498_ix542,1,Osaka,0.000249937515621,3.05311331771918e-16,3.05311331771918e-16,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy498_ix550,1,Hamamatsu,0.0044999999999999,0.0018496808038376,0.0018496808038376,0,,1,True,True,0.008592857142857142,0.056475895846323836
csr_grid_cell,iy499_ix454,1,Zhengzhou,0.000249937515621,0.0012674802393856,0.0012674802393856,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy499_ix457,1,Kaifeng,0.000249937515621,0.0043969392064603,0.0043969392064603,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy499_ix470,1,Zaozhuang,0.0669999999999999,6.208339533298919e-11,6.208339533298919e-11,0,,1,True,False,0.09734420289855059,0.6397873225102861
csr_grid_cell,iy500_ix452,1,Jiaozuo,0.000249937515621,0.0004495476012168,0.0004495476012168,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy500_ix455,1,Xinxiang,0.000249937515621,5.675551645155852e-05,5.675551645155852e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy500_ix461,1,Heze,0.0235,2.251571264893885e-05,2.251571264893885e-05,0,,1,True,False,0.03739484126984127,0.24577473192381674
csr_grid_cell,iy500_ix473,1,Linyi,0.0009999999999998,0.0003796795217104,0.0003796795217104,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy500_ix507,1,Gwangju,0.0009999999999998,6.674624721634217e-07,6.674624721634217e-07,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy500_ix514,1,Changwon,0.0224999999999999,0.0008700584934065,0.0008700584934065,0,,1,True,False,0.03608999999999984,0.2371987625545591
csr_grid_cell,iy500_ix543,1,Kyoto,0.000249937515621,8.994660704178546e-07,8.994660704178545e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy500_ix547,1,Nagoya,0.000249937515621,0.0041915709353172,0.0041915709353172,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy501_ix177,1,Kirkuk,0.0015,-1.42369293986186e-10,-1.42369293986186e-10,0,,1,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy502_ix1437,1,Oran,0.000249937515621,-0.0011892114031741,-0.0011892114031741,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy502_ix181,1,Sulaymaniyah,0.002,-1.243862992681345e-13,-1.243862992681345e-13,0,,1,True,True,0.004071065989847716,0.026756769605703345
csr_grid_cell,iy502_ix205,1,Tehran,0.000249937515621,-8.918518202711793e-12,-8.918518202711793e-12,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy502_ix558,3,Tokyo; Kawasaki; Setagaya,0.000249937515621,0.0066282154770394295,0.0001375596194314,0,,3,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy502_ix560,1,Chiba,0.000249937515621,0.0006153195528436,0.0006153195528436,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy503_ix1416,1,Tangier,0.000249937515621,-0.0023111798347327,-0.0023111798347327,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy503_ix203,1,Karaj,0.000249937515621,-1.5877973888164904e-11,-1.5877973888164904e-11,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy503_ix558,1,Saitama,0.000249937515621,4.163336342344337e-17,4.163336342344337e-17,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy504_ix148,1,Aleppo,0.000249937515621,-3.5505559854338794e-10,-3.5505559854338794e-10,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy504_ix176,1,Erbil,0.0025,-3.4498440596081335e-08,-3.4498440596081335e-08,0,,1,True,True,0.005037688442211055,0.033109821685449486
csr_grid_cell,iy504_ix415,1,Lanzhou,0.000249937515621,0.0015712382400322,0.0015712382400322,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy504_ix446,1,Linfen,0.0249999999999999,0.0033597281576323,0.0033597281576323,0,,1,True,False,0.039468503937007716,0.25940372107891424
csr_grid_cell,iy504_ix452,1,Changzhi,0.000249937515621,3.543453867513183e-05,3.543453867513183e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy504_ix457,1,Anyang,0.000249937515621,0.0012147377205101,0.0012147377205101,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy505_ix172,2,Al Mawşil al Jadīdah; Mosul,0.002,-0.00269448865676475,-0.0027990502545165,0,,2,True,True,0.004071065989847716,0.026756769605703345
csr_grid_cell,iy505_ix464,1,Liaocheng,0.000249937515621,2.521880481458296e-05,2.521880481458296e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy505_ix509,1,Daejeon,0.0044999999999999,6.005393629582567e-08,6.005393629582567e-08,0,,1,True,True,0.008592857142857142,0.056475895846323836
csr_grid_cell,iy506_ix12,1,Algiers,0.000249937515621,-0.0003050398441828,-0.0003050398441828,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy506_ix407,1,Xining,0.0004999999999999,6.044792135420331e-08,6.044792135420331e-08,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy506_ix457,1,Handan,0.000249937515621,1.4961671246194909e-05,1.4961671246194909e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy506_ix476,1,Weifang,0.000249937515621,1.348122234628772e-07,1.348122234628772e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy506_ix509,1,Cheongju-si,0.0029999999999998,7.623296525288703e-21,7.623296525288703e-21,0,,1,True,True,0.005985074626865273,0.039336444868083645
csr_grid_cell,iy507_ix122,1,Antalya,0.0465,-0.0021886002904899,-0.0021886002904899,0,,1,True,False,0.06957649253731343,0.45728617159150275
csr_grid_cell,iy507_ix141,1,Adana,0.000249937515621,-0.0005665372238081,-0.0005665372238081,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy508_ix149,1,Gaziantep,0.000249937515621,-2.0395743919534905e-06,-2.0395743919534905e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy508_ix457,1,Xingtai,0.000249937515621,8.13152979229807e-10,8.13152979229807e-10,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy509_ix473,1,Dongying,0.000249937515621,0.0007503506881893,0.0007503506881893,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy509_ix506,1,Incheon,0.000249937515621,0.0007501877106964,0.0007501877106964,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy509_ix507,1,Bucheon-si,0.000249937515621,0.000571231348487,0.000571231348487,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy509_ix508,2,Suwon; Seongnam-si,0.000499875031242,0.00036525780169152243,0.00031795791310945,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy509_ix952,1,San Jose,0.052,0.000496426350033,0.000496426350033,0,,1,True,False,0.07694464944649447,0.5057128188945111
csr_grid_cell,iy510_ix420,1,Zhongwei,0.000249937515621,-0.0030726814569047,-0.0030726814569047,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy510_ix444,1,Lüliang,0.000249937515621,-1.640366162603918e-05,-1.640366162603918e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy510_ix451,1,Jinzhong,0.01,5.542377266519764e-05,5.542377266519764e-05,0,,1,True,False,0.017982062780269058,0.11818573121801701
csr_grid_cell,iy510_ix507,2,Seoul; Goyang-si,0.000249937515621,0.0020723953654192633,0.0015464734124539501,0,,2,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy511_ix129,1,Konya,0.000249937515621,-1.6664712018146582e-15,-1.666471201814658e-15,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy511_ix160,1,Diyarbakır,0.000249937515621,-0.0055730278091667,-0.0055730278091667,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy511_ix233,1,Ashgabat,0.000249937515621,6.8795958355776e-09,6.8795958355776e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy511_ix424,1,Wuzhong,0.000249937515621,-0.0029932514957789,-0.0029932514957789,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy511_ix450,1,Taiyuan,0.0155,0.0007481143005881,0.0007481143005881,0,,1,True,False,0.02656196581196581,0.1745764871602888
csr_grid_cell,iy511_ix556,1,Niigata,0.001,-0.0034359910290833,-0.0034359910290833,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy512_ix457,1,Shijiazhuang,0.000249937515621,3.5278765281167854e-17,3.5278765281167854e-17,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy513_ix108,1,İzmir,0.000249937515621,-0.0002703422480119,-0.0002703422480119,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy513_ix153,1,Malatya,0.000249937515621,-0.0003126091903371,-0.0003126091903371,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy513_ix425,1,Yinchuan,0.000249937515621,-0.0006979767837894,-0.0006979767837894,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy514_ix141,1,Kayseri,0.000249937515621,-0.0003388840098605,-0.0003388840098605,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy515_ix461,1,Baoding,0.000249937515621,2.487502840140006e-11,2.4875028401400063e-11,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy515_ix486,1,Dalian,0.000249937515621,0.002896224481439,0.002896224481439,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy516_ix468,1,Tianjin,0.000249937515621,0.0073736357294239,0.0073736357294239,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy516_ix503,1,Pyongyang,0.000249937515621,1.532334130254123e-06,1.532334130254123e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy517_ix1438,1,Valencia,0.000249937515621,-0.0017649770510182,-0.0017649770510182,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy518_ix439,1,Ordos,0.000249937515621,-3.3855016304000286e-11,-3.3855016304000286e-11,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy518_ix466,1,Langfang,0.000249937515621,0.0007721279813353,0.0007721279813353,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy518_ix472,1,Tangshan,0.000249937515621,1.5904333389553664e-07,1.5904333389553664e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy519_ix122,1,Eskişehir,0.000249937515621,-2.6101603665541622e-09,-2.6101603665541622e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy519_ix131,2,Ankara; Çankaya,0.000249937515621,-5.662690681025525e-07,-6.354637203275517e-07,0,,2,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy519_ix165,1,Erzurum,0.049,-0.0008920058235072,-0.0008920058235072,0,,1,True,False,0.07277407407407407,0.4783020314886192
csr_grid_cell,iy519_ix465,1,Beijing,0.000249937515621,0.0002529408037319,0.0002529408037319,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy519_ix468,1,Sanhe,0.000249937515621,1.2834426076257588e-08,1.2834426076257588e-08,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy519_ix478,1,Qinhuangdao,0.000249937515621,0.0042830898810408,0.0042830898810408,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy520_ix116,1,Bursa,0.000249937515621,-0.0002096325866145,-0.0002096325866145,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy520_ix453,1,Datong,0.000249937515621,-3.378351124176497e-05,-3.378351124176497e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy522_ix429,1,Bayan Nur,0.000249937515621,-0.0042411337674424,-0.0042411337674424,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy522_ix439,1,Baotou,0.000249937515621,-0.0007702065404044,-0.0007702065404044,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy523_ix446,1,Hohhot,0.000249937515621,-2.173099577262619e-09,-2.173099577262619e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy523_ix483,1,Huludao,0.000249937515621,1.8041124150158799e-16,1.8041124150158799e-16,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy523_ix57,1,Naples,0.04,-0.0017659817446177,-0.0017659817446177,0,,1,True,False,0.06052830188679245,0.3978176311187592
csr_grid_cell,iy524_ix488,1,Panjin,0.000249937515621,0.0003149296385248,0.0003149296385248,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy524_ix491,1,Anshan,0.000249937515621,2.976771155298167e-06,2.976771155298167e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy525_ix276,1,Tashkent,0.000249937515621,-1.6091052581911517e-07,-1.6091052581911517e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy526_ix179,1,Tbilisi,0.0375,-0.000482262754851,-0.000482262754851,0,,1,True,False,0.056960227272727273,0.3743667338297982
csr_grid_cell,iy527_ix493,1,Shenyang,0.000249937515621,7.412707708519327e-06,7.412707708519327e-06,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy527_ix495,1,Fushun,0.000249937515621,2.6350394759514496e-07,2.6350394759514496e-07,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy527_ix50,1,Rome,0.0185,-0.0013312110117336,-0.0013312110117336,0,,1,True,False,0.030403688524590165,0.19982591563111854
csr_grid_cell,iy529_ix278,1,Shymkent,0.0005,-2.218793898742697e-12,-2.218793898742697e-12,0,,1,True,True,0.001172514619883041,0.007706262591116314
csr_grid_cell,iy530_ix93,1,Sofia,0.000249937515621,-0.0003294000406889,-0.0003294000406889,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy531_ix298,1,Bishkek,0.000249937515621,-8.409079320156898e-16,-8.409079320156898e-16,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy532_ix565,1,Sapporo,0.01,0.001933859674291,0.001933859674291,0,,1,True,False,0.017982062780269058,0.11818573121801701
csr_grid_cell,iy533_ix307,1,Almaty,0.000249937515621,-3.1209875317509502e-09,-3.1209875317509502e-09,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy535_ix350,1,Ürümqi,0.000249937515621,-1.3439003471778378e-21,-1.3439003471778378e-21,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy535_ix501,1,Changchun,0.000249937515621,3.708277976184314e-12,3.708277976184314e-12,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy537_ix104,1,Bucharest,0.000249937515621,-3.198525018772758e-05,-3.198525018772758e-05,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy539_ix81,1,Belgrade,0.000249937515621,-0.0015988441037686,-0.0015988441037686,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy540_ix30,1,Turin,0.000249937515621,-0.0058121023331525,-0.0058121023331525,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy541_ix36,1,Milan,0.000249937515621,-0.0001163008848194,-0.0001163008848194,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy549_ix76,2,Budapest; Pest,0.0015,-0.0018059109837085749,-0.00224760796384825,0,,2,True,True,0.003149214659685864,0.02069797229969984
csr_grid_cell,iy550_ix950,1,Seattle,0.0035,-0.0067245943704312,-0.0067245943704312,0,,1,True,True,0.006913793103448276,0.045440375968306544
csr_grid_cell,iy551_ix427,1,Ulan Bator,0.000249937515621,1.2792988126430438e-13,1.2792988126430438e-13,0,,1,True,True,0.0006508113231429934,0.004277407606151677
csr_grid_cell,iy552_ix65,1,Vienna,0.001,-0.0009995313420966,-0.0009995313420966,0,,1,True,True,0.002191256830601093,0.014401867793233767
csr_grid_cell,iy293_ix1167,1,La Paz,1.0,0.0,0.0,0,,0,False,False,1.0,1.0
csr_grid_cell,iy294_ix1153,1,Arequipa,0.5285,-1.160156761248708e-09,-1.160156761248708e-09,0,,0,False,False,0.6037849002849003,1.0
csr_grid_cell,iy296_ix140,1,Blantyre,0.69,6.680133844755168e-06,6.680133844755168e-06,0,,0,False,False,0.7580547945205479,1.0
csr_grid_cell,iy299_ix157,1,Nampula,0.5075000000000001,7.784971441841527e-12,7.784971441841527e-12,0,,0,False,False,0.5847916666666667,1.0
csr_grid_cell,iy313_ix109,1,Lubumbashi,0.4225000000000001,2.839621737117903e-06,2.839621737117903e-06,0,,0,False,False,0.504233630952381,1.0
csr_grid_cell,iy317_ix101,1,Kolwezi,0.258,1.3818388655759344e-05,1.3818388655759344e-05,0,,0,False,False,0.3243197492163009,1.0
csr_grid_cell,iy328_ix450,1,Malang,0.3165,8.776195985724528e-07,8.776195985724528e-07,0,,0,False,False,0.3917175925925926,1.0
csr_grid_cell,iy331_ix451,1,Surabaya,0.3149999999999999,0.0022082061862322,0.0022082061862322,0,,0,False,False,0.3910681114551082,1.0
csr_grid_cell,iy332_ix430,1,Bandung,0.0889999999999999,7.836513003651931e-09,7.836513003651931e-09,0,,0,False,False,0.12700711743772228,0.8347445578234808
csr_grid_cell,iy332_ix441,1,Semarang,0.2875000000000001,3.6082248300317592e-16,3.6082248300317592e-16,0,,0,False,False,0.3591510903426792,1.0
csr_grid_cell,iy333_ix427,1,Bogor,0.119,1.0164395367051604e-19,1.0164395367051604e-19,0,,0,False,False,0.16511764705882354,1.0
csr_grid_cell,iy334_ix426,1,South Tangerang,0.123,0.0001452925843284,0.0001452925843284,0,,0,False,False,0.16891438356164384,1.0
csr_grid_cell,iy334_ix427,1,Depok,0.1265,1.387779415677878e-05,1.387779415677878e-05,0,,0,False,False,0.1725391156462585,1.0
csr_grid_cell,iy335_ix426,1,Tangerang,0.1109999999999999,0.0005862220146996,0.0005862220146996,0,,0,False,False,0.15509059233449463,1.0
csr_grid_cell,iy335_ix427,2,Jakarta; Bekasi,0.1225,0.0008240470263283058,0.0006650430238834999,0,,0,False,False,0.16880584192439863,1.0
csr_grid_cell,iy338_ix421,1,Bandar Lampung,0.294,0.0010293927583578,0.0010293927583578,0,,0,False,False,0.36613043478260865,1.0
csr_grid_cell,iy348_ix418,1,Palembang,0.8955,9.042149292762258e-05,9.042149292762258e-05,0,,0,False,False,0.9425078740157479,1.0
csr_grid_cell,iy350_ix115,1,Bukavu,1.0,0.0,0.0,0,,0,False,False,1.0,1.0
csr_grid_cell,iy351_ix1120,1,Guayaquil,0.104,-0.0006497006440756,-0.0006497006440756,0,,0,False,False,0.14581818181818182,0.9583788386042834
csr_grid_cell,iy356_ix401,1,Padang,0.1999999999999999,3.3306690738754696e-16,3.3306690738754696e-16,0,,0,False,False,0.2593564516129031,1.0
csr_grid_cell,iy373_ix1133,1,Cali,0.3594999999999999,0.0006105155087874,0.0006105155087874,0,,0,False,False,0.43684696969696957,1.0
csr_grid_cell,iy378_ix1143,2,Bogotá; Kennedy,0.0969999999999999,0.00011455380824912634,9.49632340592524e-05,0,,0,False,False,0.13793262411347504,0.906551614176214
csr_grid_cell,iy388_ix502,1,Davao,0.1525,0.0015205006009754,0.0015205006009754,0,,0,False,False,0.2024917218543046,1.0
csr_grid_cell,iy408_ix1094,1,Managua,0.1454999999999999,0.0002791380982256,0.0002791380982256,0,,0,False,False,0.19579026845637573,1.0
csr_grid_cell,iy416_ix1091,1,Tegucigalpa,0.3429999999999999,2.117582368135752e-22,2.117582368135752e-22,0,,0,False,False,0.418063829787234,1.0
csr_grid_cell,iy418_ix1077,1,Guatemala City,0.458,-1.2242415083635633e-05,-1.2242415083635633e-05,0,,0,False,False,0.5338895348837209,1.0
csr_grid_cell,iy421_ix176,1,Sanaa,0.2745,-1.4707008899986972e-16,-1.4707008899986972e-16,0,,0,False,False,0.34398281250000007,1.0
csr_grid_cell,iy422_ix1087,1,San Pedro Sula,0.6065,-9.045056744078246e-06,-9.045056744078246e-06,0,,0,False,False,0.681250700280112,1.0
csr_grid_cell,iy427_ix384,1,Yangon,0.0705,0.0078525840287735,0.0078525840287735,0,,0,False,False,0.10169244604316546,0.6683658177496599
csr_grid_cell,iy438_ix384,1,Nay Pyi Taw,0.4479999999999999,0.0013303005997146,0.0013303005997146,0,,0,False,False,0.5237551020408162,1.0
csr_grid_cell,iy443_ix426,1,Haiphong,0.1169999999999999,0.0008755768894566,0.0008755768894566,0,,0,False,False,0.16290624999999986,1.0
csr_grid_cell,iy444_ix423,1,Hanoi,0.7110000000000001,0.0007661094018628,0.0007661094018628,0,,0,False,False,0.7753029891304348,1.0
csr_grid_cell,iy446_ix443,1,Maoming,0.9515,-6.469737210338181e-06,-6.469737210338181e-06,0,,0,False,False,0.9833801546391754,1.0
csr_grid_cell,iy447_ix384,1,Mandalay,0.5660000000000001,0.0025833231311815,0.0025833231311815,0,,0,False,False,0.6429631728045326,1.0
csr_grid_cell,iy447_ix447,1,Yangjiang,0.5185,0.0009961720420938,0.0009961720420938,0,,0,False,False,0.5957550143266476,1.0
csr_grid_cell,iy449_ix367,1,Chattogram,0.2004999999999999,0.0063066447842901,0.0063066447842901,0,,0,False,False,0.2593564516129031,1.0
csr_grid_cell,iy450_ix353,2,Kolkata; Howrah,0.2290000000000001,0.005093130186782715,0.00509376233824,0,,0,False,False,0.291520634920635,1.0
csr_grid_cell,iy450_ix481,1,Kaohsiung,0.4155,0.0007876052972501,0.0007876052972501,0,,0,False,False,0.49735970149253733,1.0
csr_grid_cell,iy451_ix358,1,Khulna,0.3640000000000001,6.173769196178179e-05,6.173769196178179e-05,0,,0,False,False,0.4409788519637463,1.0
csr_grid_cell,iy452_ix457,1,Huizhou,0.8125,-0.0003771200649233,-0.0003771200649233,0,,0,False,False,0.8642241379310345,1.0
csr_grid_cell,iy453_ix364,1,Comilla,0.439,2.6682216159197027e-06,2.6682216159197027e-06,0,,0,False,False,0.5164926900584795,1.0
csr_grid_cell,iy453_ix464,1,Puning,0.7789999999999999,6.155005010132267e-07,6.155005010132267e-07,0,,0,False,False,0.8374772117962466,1.0
csr_grid_cell,iy454_ix361,1,Dhaka,0.947,0.000501866092094,0.000501866092094,0,,0,False,False,0.9812583979328164,1.0
csr_grid_cell,iy454_ix465,1,Jieyang,0.7849999999999999,1.7347234759768068e-17,1.7347234759768068e-17,0,,0,False,False,0.8416711229946523,1.0
csr_grid_cell,iy454_ix466,1,Chaozhou,0.9235,-2.0551410850402907e-06,-2.0551410850402907e-06,0,,0,False,False,0.9643841145833333,1.0
csr_grid_cell,iy455_ix345,1,Dhanbad,0.2524999999999999,2.6695712131150403e-09,2.6695712131150403e-09,0,,0,False,False,0.31840408805031434,1.0
csr_grid_cell,iy455_ix361,1,Gazipur,0.9465,2.933684224548129e-05,2.933684224548129e-05,0,,0,False,False,0.9812583979328164,1.0
csr_grid_cell,iy456_ix482,1,Taichung,0.6395,1.254850314375e-05,1.254850314375e-05,0,,0,False,False,0.7123319444444445,1.0
csr_grid_cell,iy457_ix354,1,Rajshahi,0.4295,-0.0021503134704165,-0.0021503134704165,0,,0,False,False,0.5095547337278107,1.0
csr_grid_cell,iy457_ix464,1,Meizhou,0.1965,-6.1828303432702285e-09,-6.1828303432702285e-09,0,,0,False,False,0.25583279220779226,1.0
csr_grid_cell,iy457_ix472,1,Xiamen,1.0,0.0,0.0,0,,0,False,False,1.0,1.0
csr_grid_cell,iy459_ix474,2,Quanzhou; Jinjiang,0.4365,-0.00042542469452502575,-0.0004217524139695,0,,0,False,False,0.5163318584070796,1.0
csr_grid_cell,iy460_ix303,1,Kota,0.1859999999999999,0.000491096082124,0.000491096082124,0,,0,False,False,0.24374509803921554,1.0
csr_grid_cell,iy460_ix396,1,Baoshan,0.2455,1.8027984983073723e-05,1.8027984983073723e-05,0,,0,False,False,0.31055362776025236,1.0
csr_grid_cell,iy460_ix410,1,Kunming,0.7264999999999999,3.356685715909279e-07,3.356685715909279e-07,0,,0,False,False,0.7873689189189188,1.0
csr_grid_cell,iy460_ix468,1,Longyan,1.0,0.0,0.0,0,,0,False,False,1.0,1.0
csr_grid_cell,iy460_ix485,1,New Taipei City,0.687,0.0004106270631025,0.0004106270631025,0,,0,False,False,0.7568324175824176,1.0
csr_grid_cell,iy460_ix486,1,Taipei,0.6665000000000001,0.0004195205423698,0.0004195205423698,0,,0,False,False,0.7383052486187847,1.0
csr_grid_cell,iy461_ix415,1,Qujing,0.6225,-7.425047756744359e-05,-7.425047756744359e-05,0,,0,False,False,0.6953272980501394,1.0
csr_grid_cell,iy461_ix476,1,Putian,0.4285,-0.0001160814337147,-0.0001160814337147,0,,0,False,False,0.5095547337278107,1.0
csr_grid_cell,iy462_ix357,1,Rangpur,0.1485,-0.0051411198019189,-0.0051411198019189,0,,0,False,False,0.19915886287625417,1.0
csr_grid_cell,iy464_ix366,1,Guwahati,0.9105,0.0005028785885829,0.0005028785885829,0,,0,False,False,0.9532911227154047,1.0
csr_grid_cell,iy464_ix423,1,Anshun,0.3335,-3.289734126340777e-05,-3.289734126340777e-05,0,,0,False,False,0.4077240853658537,1.0
csr_grid_cell,iy464_ix477,1,Fuzhou,0.2345,-0.0019431239035406,-0.0019431239035406,0,,0,False,False,0.2975775316455696,1.0
csr_grid_cell,iy466_ix406,1,Panzhihua,0.1220000000000001,0.0011250293667992,0.0011250293667992,0,,0,False,False,0.16869655172413806,1.0
csr_grid_cell,iy466_ix419,1,Liupanshui,0.7675000000000001,5.177748474642641e-05,5.1777484746426405e-05,0,,0,False,False,0.8273319892473119,1.0
