name,country,lat,lon,population,P0,pga_475_g,wtd,recent_trend_cm_yr,dP,dP_lo,dP_hi,fdr_sig,is_material_hotspot,direction,recent_cumulative_dTWS_cm,recent_cumulative_water_table_rise_m_sy010,annualized_dP_per_year,liquefaction_sensitivity_per_m_rise,water_table_rise_trigger_m_for_plus0p01,trigger_reachable_before_surface,years_to_trigger_at_recent_rise_sy010,linearized_dP_sy010,distance_to_coast_km,metro_cluster_50km,grace_scale_cluster_300km
Giza,EG,30.00944,31.20861,4367343,0.18996409512632562,0.2299891999999745,17.608911268787722,0.1375,0.00070556806689,0.0001094598125627,0.0013921614717881,True,False,sub-material increase,1.375,0.13749999999999998,7.0556806689e-05,0.0051241286650490925,1.9136549764400579,True,139.17490737745877,0.0007045676914442502,117.00910956090338,81,20
Rangpur,BD,25.74664,89.25166,1031388,0.1849507700859311,0.2707102941607577,2.4719615472648684,-1.0354,-0.0051411198019189,-0.0112239080686437,0.0005236888568471,False,False,sub-material decrease,-10.354000000000001,-1.0354,-0.0005141119801918899,0.005019774624927387,1.9520260981437991,True,,-0.005197474646649817,270.54707284113647,344,2
Nantong,CN,32.03028,120.87472,2273326,0.1827601729327332,0.0583333852838798,3.006027313649213,0.3838,0.0019166321843848,0.0001011155867964,0.0040727350437453,True,False,sub-material increase,3.8379999999999996,0.3838,0.00019166321843848002,0.004973651107673611,1.9694839686523578,True,51.31537177312032,0.001908887295125132,5.051191452121848,50,5
Delhi,IN,28.65195,77.23149,11034555,0.18051434043503517,0.2294909887507435,15.228503852903032,-2.3689,-0.0113766608006131,-0.0215404015330639,-0.0021241040234326,True,True,material decrease,-23.689,-2.3688999999999996,-0.00113766608006131,0.004926032813966903,1.9878404756047463,True,,-0.011669279133006194,830.6819162416839,283,2
Osaka,JP,34.69379,135.50107,2753862,0.172397564419732,0.3697804212391887,5.684341886080804e-14,0.3534,3.05311331771918e-16,3.05311331771918e-16,3.05311331771918e-16,True,False,sub-material increase,3.534,0.35339999999999994,3.05311331771918e-17,0.004751132251922484,2.058323855320856,False,58.243459403533,0.0016790501378294055,8.060177663586122,148,1
Xuhui,CN,31.19594,121.44709,1109800,0.16914971483376806,0.0507968402419307,3.31120775158314,0.6576,0.0030998488024287,0.000877337799885,0.0053684863250866,True,False,sub-material increase,6.576,0.6576,0.00030998488024287,0.004679918357220586,2.088484169791376,True,31.759187496827497,0.0030775143117082572,21.138516773749032,20,5
Ra’s Bayrūt,LB,33.9,35.48333,1251739,0.16698412218334738,0.4060524820209177,5.684341886080804e-14,0.1491,2.7755575615628914e-16,-0.0001004742140573,2.7755575615628914e-16,False,False,sub-material increase,1.491,0.1491,2.7755575615628914e-17,0.004632044156562743,2.1092643276658163,False,141.46642036658727,0.000690637783743505,1.1125840621137226,88,28
Patna,IN,25.59408,85.13563,1684297,0.16584980274415223,0.0921172673310556,4.257267109178315,1.3047,0.0060981198108892,0.000864302642856,0.0121689895101161,True,False,sub-material increase,13.047,1.3047,0.00060981198108892,0.004606843400940139,2.1203708233359846,True,16.251788329393616,0.006010548585206599,450.97540562966645,10,2
Zhenjiang,CN,32.21086,119.45508,950516,0.16358610088461223,0.05357852,9.048599984741031,0.1582,0.0007220839788225,-0.0003598339920611,0.0018659706994761,False,False,sub-material increase,1.582,0.1582,7.220839788225e-05,0.004556295426449992,2.143006637137382,True,135.46186075457535,0.0007208059364643887,14.288676948335562,80,5
Kalyān,IN,19.2437,73.13554,1262255,0.16197243727464822,0.1256955999999282,1.1749446860456487,1.4173,0.0053812979642205,0.0020564889245797,0.0053812979642205,True,False,sub-material increase,14.173,1.4172999999999998,0.00053812979642205,0.004520054315704014,2.159537056061847,False,15.236979157989467,0.006406272981647298,9.468827724119528,2,2
Setagaya,JP,35.64188,139.64715,940071,0.16134579775607094,0.6109242,0.0305180437934495,1.5877,0.0001375596194314,0.0001375596194314,0.0001375596194314,True,False,sub-material increase,15.876999999999999,1.5877,1.3755961943139999e-05,0.004505933932374182,2.1660472945989233,False,13.642673644888353,0.007154071304430489,10.097668151213993,1,1
Quanzhou,CN,24.91389,118.58583,1469157,0.1603104550502151,0.0701559140831337,5.935759517814915,-0.1389,-0.0006216479062742,-0.0018348755505674,0.000487004650798,False,False,sub-material decrease,-1.389,-0.1389,-6.216479062742e-05,0.004482546734625208,2.1769172392148515,True,,-0.0006226257414394414,3.4805807584817794,300,8
Havana,CU,23.13302,-82.38304,2163824,0.15815498068066472,0.0697232325262081,4.592965590905635,0.1134,0.0005034226792101,4.3504630703865296e-05,0.001020372433894,True,False,sub-material increase,1.134,0.11339999999999999,5.034226792101e-05,0.004433628026126558,2.200012062416661,True,194.00459104203358,0.0005027734181627516,2.7575855890063075,90,29
Bengbu,CN,32.94083,117.36083,972784,0.1577664663164499,0.0847586799999958,6.927595941100208,-0.0756,-0.0003342250636843,-0.0013091394337331,0.0005748197452756,False,False,sub-material decrease,-0.756,-0.0756,-3.342250636843e-05,0.004424777740468264,2.204243042393976,True,,-0.0003345131971794008,220.6940121983459,301,5
Weinan,CN,34.50355,109.50891,1199290,0.15768643389098527,0.1088599,1.1139085984588633,0.4515,0.002007256314618,0.000599620429505,0.0036432630126096,True,False,sub-material increase,4.515000000000001,0.4515,0.0002007256314618,0.004422953367842383,2.205117238187468,False,48.839805939921774,0.0019969634455808357,850.6161481238713,47,5
Al Başrah al Qadīmah,IQ,30.50316,47.81507,2015483,0.1572685462359222,0.0807779799930052,0.106813153276903,0.0194,8.563931653143841e-05,-0.0006747978514863,0.0004719862410388,False,False,sub-material increase,0.194,0.0194,8.563931653143842e-06,0.004413420515005369,2.209696509412818,False,1139.0188192849578,8.562035799110415e-05,45.51758219650021,118,36
Cairo,EG,30.06263,31.24967,9606916,0.15608090830367738,0.2230294118225173,5.684341886080804e-14,0.1375,2.498001805406602e-16,2.498001805406602e-16,2.498001805406602e-16,True,False,sub-material increase,1.375,0.13749999999999998,2.4980018054066023e-17,0.004386264623613656,2.2228466980862964,False,161.66157804263975,0.0006031113857468777,115.2200572729352,81,20
Virār,IN,19.45591,72.81136,1222390,0.15397201004333153,0.1198278828077522,0.5951018539711868,1.4173,0.0025991780956606,0.0019959944961017,0.0025991780956606,True,False,sub-material increase,14.173,1.4172999999999998,0.00025991780956606,0.00433781218454604,2.2467045237871925,False,15.852003977895947,0.006147981209157102,5.855155470481908,2,2
Ranchi,IN,23.34316,85.3094,1120374,0.15183674228264088,0.1272203,3.2806897077897474,1.1405,0.004955914891752,0.0007176902001159,0.0095665109793553,True,False,sub-material increase,11.405000000000001,1.1405,0.0004955914891752,0.004288452120988672,2.2715442066901446,True,19.917090808330947,0.0048909796439875804,275.0819977502876,17,2
Palembang,ID,-2.91673,104.7458,1668848,0.15078868139571713,0.0647146814960711,0.3967345693141624,0.0212,9.042149292762258e-05,-0.0009522385945874,0.0010529707629897,False,False,sub-material increase,0.212,0.021199999999999997,9.042149292762258e-06,0.0042641134501233136,2.2839964913700013,False,1077.3568355518873,9.039920514261423e-05,28.14153616014119,116,24
Cartagena,CO,10.39817,-75.49328,914552,0.14909125977718016,0.0708730299999999,10.849164568551204,0.6294,0.0026785270490979,0.0004797008400966,0.0053139105911917,True,False,sub-material increase,6.294,0.6294,0.00026785270490979,0.004224539765973277,2.3045388022682536,True,36.61485227626715,0.0026589253287035803,3.3758426691046455,39,15
Faridabad,IN,28.41124,77.31316,1414050,0.1475423603360455,0.2051115996711991,0.686655985351365,-2.3689,-0.0096483135253369,-0.01813399919476,-0.0018341115807303,True,False,sub-material decrease,-23.689,-2.3688999999999996,-0.0009648313525336899,0.004188261287675717,2.3236994023407247,False,,-0.009921572164375005,812.6623595288831,283,2
Xianyang,CN,34.33778,108.70261,1034081,0.14529362538624271,0.0907892488942864,3.0365453574426056,0.4512,0.0018758121915692,0.0006174797351954,0.0033192355079055,True,False,sub-material increase,4.512,0.45119999999999993,0.00018758121915692002,0.004135306814018551,2.352249003949318,True,52.13317827901857,0.0018658504344851701,922.2147508686434,52,5
Karachi,PK,24.8608,67.0104,11624219,0.1435331805189991,0.2104098999919154,11.779964904249653,0.44,0.0018106153343679,0.0004986582433334,0.0032892303975454,True,False,sub-material increase,4.4,0.44,0.00018106153343678999,0.0040936158400830145,2.375226596225326,True,53.98242264148469,0.0018011909696365265,4.867763345184103,54,23
Bandar Lampung,ID,-5.42917,105.26111,1166066,0.14306230594577038,0.2649017,20.38605325398646,0.2514,0.0010293927583578,-0.0004333286283527,0.002609123871258,False,False,sub-material increase,2.5140000000000002,0.2514,0.00010293927583578,0.004082429569356198,2.3814687080851584,True,94.72827001134281,0.0010263227937361483,2.6500488079175253,68,24
Rajshahi,BD,24.374,88.60114,763580,0.14196571924355006,0.127690699939077,5.684341886080804e-14,-0.5335,-0.0021503134704165,-0.0068592905408669,2.220446049250313e-16,False,False,sub-material decrease,-5.335,-0.5335,-0.00021503134704165,0.0040563214116469464,2.396166426295432,False,,-0.002164047473113646,195.63163033793506,333,2
Puebla,MX,19.04778,-98.20723,1692181,0.14059634158214776,0.2727666710441241,12.4208438239109,-1.7035,-0.006715498408346,-0.0112416530416738,-0.0023980009057791,True,False,sub-material decrease,-17.035,-1.7035,-0.0006715498408346,0.004023606043518264,2.4148428569359424,True,,-0.006854212895133363,200.868183667313,347,64
Zhongwei,CN,37.51129,105.19067,1174600,0.14045660976925914,0.2145857,22.308690012970203,-0.7714,-0.0030726814569047,-0.0052376337872752,-0.0011620013187897,True,False,sub-material decrease,-7.7139999999999995,-0.7714,-0.00030726814569047,0.004020260733028127,2.4167691021097797,True,,-0.003101229129457897,1087.5946877633924,339,5
Wuzhong,CN,37.9867,106.201,7202654,0.1361601080334201,0.1972265914121957,20.73701075761045,-0.7714,-0.0029932514957789,-0.004984272778288,-0.0011516684455915,True,False,sub-material decrease,-7.7139999999999995,-0.7714,-0.00029932514957789,0.003916763749357791,2.4779260747348166,True,,-0.0030213915562546,991.6090929263705,338,5
Kitakyushu,JP,33.85181,130.85034,940978,0.13565104188150426,0.2292976253441503,0.4882887006943406,0.407,0.0015969601989614,0.0003990257258993,0.0019178033808634,True,False,sub-material increase,4.069999999999999,0.4069999999999999,0.00015969601989614,0.00390441956270829,2.485428364897352,False,61.067035992563945,0.0015890987620222736,5.658078522498746,56,1
Nanchong,CN,30.79508,106.08473,1858875,0.13550419512687714,0.0702872509812431,21.637293049515563,0.8565,0.0033759501018316,0.0010048234267957,0.0061062500877847,True,False,sub-material increase,8.565000000000001,0.8565000000000002,0.00033759501018316,0.0039008555140554817,2.4876029385601193,True,29.043817146060942,0.0033410827477885208,1012.4516424409682,31,5
Jakarta,ID,-6.21462,106.84513,8540121,0.1326802771040632,0.2440006999996528,1.464866102082908,0.2499,0.0009605569416031,-3.502980449082149e-05,0.0020729046187427,False,False,sub-material increase,2.499,0.2499,9.605569416030999e-05,0.0038320381650160185,2.530353056708287,False,101.25462411797866,0.000957626337437503,12.46998739766137,71,24
Turin,IT,45.07049,7.68682,847287,0.1326629461536492,0.114485601526381,18.58548867017629,-1.5459,-0.0058121023331525,-0.009701945002112,-0.0021619729666763,True,False,sub-material decrease,-15.459,-1.5459,-0.00058121023331525,0.0038316141794203897,2.5306210131290223,True,,-0.005923292359965981,105.13715676565238,346,71
San Diego,US,32.71571,-117.16472,1404452,0.13111305803156692,0.2093355109849011,13.656824597543334,-0.0297,-0.000112629316547,-0.0008413409075963,0.0005773998155393,False,False,sub-material decrease,-0.297,-0.029699999999999997,-1.12629316547e-05,0.0037936167207044237,2.5548687007539974,True,,-0.00011267041660492138,1.0087655487028435,267,66
Barranquilla,CO,10.96854,-74.78132,1206319,0.13105470970353966,0.09359839,5.737392233157891,0.6294,0.0024053116310744,0.0004476608619669,0.0046132093407682,True,False,sub-material increase,6.294,0.6294,0.00024053116310744,0.003792183113176418,2.555792675659206,True,40.60681086207828,0.0023868000514332376,12.302692225036285,43,15
Benghazi,LY,32.11486,20.06859,757490,0.12831764450278224,0.0783412446839008,6.332494087129021,0.9766,0.0036816993522627,0.0014337018513617,0.0062601803119683,True,False,sub-material increase,9.766,0.9765999999999999,0.00036816993522627,0.003724679146180927,2.6000722239488065,True,26.623717222494435,0.003637521654160293,3.9734942709756456,27,9
Bayan Nur,CN,40.74143,107.38599,1760000,0.12822535365402382,0.1635738308048777,9.277485313191448,-1.1558,-0.0042411337674424,-0.0072119275960323,-0.0016960185757149,True,False,sub-material decrease,-11.558,-1.1558,-0.00042411337674423997,0.0037223942907330006,2.6015979430199025,True,,-0.004302343321229202,896.9539671163469,343,5
Baoshan,CN,31.40845,121.48956,2265900,0.12817790728497164,0.0563865307407588,3.418020904860043,0.6576,0.0024670626082674,0.0006762688745617,0.0044287847171819,True,False,sub-material increase,6.576,0.6576,0.00024670626082674,0.003721219434588262,2.602383156450835,True,39.573953109045554,0.002447073900185241,4.424349034141255,20,5
Valencia,ES,39.47391,-0.37966,824340,0.1263657683060338,0.0695070899995153,9.674219882505554,-0.483,-0.0017649770510182,-0.0030276464699829,-0.0005990059938588,True,False,sub-material decrease,-4.83,-0.483,-0.00017649770510182,0.0036762354481851053,2.632810101360451,True,,-0.0017756217214734058,4.272835929379792,327,80
Linfen,CN,36.08889,111.51889,959198,0.12526262390434942,0.1546868420043955,12.08514534218358,0.9104,0.0033597281576323,0.0005740557914018,0.00663916967876,True,False,sub-material increase,9.104,0.9103999999999999,0.00033597281576323,0.003648744235266333,2.6517590601595797,True,29.127406196831945,0.003321816751786469,602.191625485961,32,5
Varanasi,IN,25.31668,83.01041,1164404,0.12451900671508154,0.0641719299859855,26.092927443350906,1.7399,0.0064547441040125,0.0018980329960969,0.0116378114684587,True,False,sub-material increase,17.399,1.7399,0.00064547441040125,0.003630166988602975,2.664719586833039,True,15.315360577234546,0.006316127543470316,592.5893601891714,8,2
Ziyang,CN,30.12108,104.64811,905729,0.12004772396763427,0.155723199999444,13.09224078736554,0.7209,0.0025591202315673,0.0007583093051363,0.0045653707451619,True,False,sub-material increase,7.209,0.7209,0.00025591202315672996,0.0035176877223295714,2.7459893781426827,True,38.0911274537756,0.002535901079027388,986.1558434912772,41,5
Sapporo,JP,43.06667,141.35,1973832,0.11973258130766293,0.1806720360283885,0.9918364232852924,0.5472,0.001933859674291,0.0004334499423983,0.003525010037273,True,False,sub-material increase,5.472,0.5472,0.0001933859674291,0.0035097097863595254,2.7519430024753015,False,50.29135603938782,0.0019205131950959325,13.933948512859327,49,21
Prayagraj,IN,25.44478,81.84322,1073438,0.11783876729536837,0.0632544323089667,8.484016174563237,1.5299,0.005399910094125,0.0015612575336032,0.0101051179925019,True,False,sub-material increase,15.299,1.5298999999999998,0.0005399910094125,0.003461627980848624,2.7883803081022287,True,18.22589913133034,0.005295944647900309,691.1029152189233,13,2
Lahore,PK,31.558,74.35071,13004135,0.11709463896005767,0.177375700015881,8.545052262150023,-4.3053,-0.0140276495434888,-0.0226527665302359,-0.0058761489671956,True,True,material decrease,-43.053,-4.305299999999999,-0.00140276495434888,0.0034426700334128186,2.8030144858445865,True,,-0.014821727294852205,1012.2014915492502,350,2
Diyarbakır,TR,37.91363,40.21721,1833684,0.1158971347607523,0.1193813,6.530861371786102,-1.6686,-0.0055730278091667,-0.0098053716123281,-0.0017653521782096,True,False,sub-material decrease,-16.686,-1.6686,-0.0005573027809166701,0.003412084130869511,2.826952255084385,True,,-0.005693403580768867,334.4560483732396,345,28
Köln,DE,50.93333,6.95,1024621,0.11573837734568049,0.071448900103232,20.40131227588313,-0.2829,-0.0009606448421492,-0.0021828353392496,0.0001066657107355,False,False,sub-material decrease,-2.8289999999999997,-0.28289999999999993,-9.606448421492e-05,0.00340802207832381,2.8301622704657783,True,,-0.0009641294459578056,187.21509890200605,319,76
Seoul,KR,37.566,126.9784,10349312,0.1155377233384598,0.1291627050768389,9.628442816815491,0.6391,0.0021926419501853,0.0007829412458853,0.0037572449414291,True,False,sub-material increase,6.391,0.6390999999999999,0.00021926419501853002,0.0034028856355467034,2.8342318020915958,True,44.347235207191304,0.002174784209677898,21.22411175263533,46,1
Nashik,IN,19.99727,73.79096,1486053,0.11386043759947732,0.07369488,4.516670481422182,2.633,0.009150408807873,0.0033004692981796,0.0160788281462742,True,False,sub-material increase,26.33,2.6329999999999996,0.0009150408807873,0.0033598447370261244,2.8687995038258807,True,10.895554515100192,0.008846471192589784,108.51776551336009,5,2
Dera Ismail Khan,PK,31.83129,70.9017,763195,0.11136166549506284,0.2558566188558271,18.8448920424201,-0.7912,-0.0025807271329828,-0.0042516121400004,-0.0008994970944913,True,False,sub-material decrease,-7.912,-0.7911999999999999,-0.00025807271329827996,0.0032953761569425115,2.922188410758303,True,,-0.0026073016153729148,818.3143717477113,337,2
Huludao,CN,40.75243,120.83552,944495,0.10983200194879789,0.0637216438575618,5.684341886080804e-14,1.2492,1.8041124150158796e-16,1.8041124150158796e-16,1.8041124150158796e-16,True,False,sub-material increase,12.492,1.2491999999999999,1.8041124150158797e-17,0.003255705478780681,2.956043406318097,False,23.6634918853514,0.0040670272840928265,7.778257301568918,198,5
Basrah,IQ,30.50852,47.7804,1326564,0.10916928668888494,0.0802772099999999,1.129167620355588,0.0194,6.284218389836227e-05,-0.0005363741804631,0.0006473403597988,False,False,sub-material increase,0.194,0.0194,6.284218389836227e-06,0.0032384700726397425,2.9709985479504355,False,1531.4425504899152,6.2826319409211e-05,47.03506158568831,118,36
Ulsan,KR,35.53722,129.31667,1098421,0.10684515689414531,0.1786687466094599,0.106813153276903,0.1467,0.0003399052354951,-0.0001007864517297,0.0003399052354951,False,False,sub-material increase,1.467,0.1467,3.399052354951e-05,0.0031777946691022795,3.0248761348540154,False,206.19469221908764,0.0004661824779573044,5.140750290729801,101,1
Lanzhou,CN,36.05701,103.83987,3000000,0.106565346687678,0.0837336089308837,17.456321049820758,0.4924,0.0015712382400322,0.0005254058927755,0.0026973148455408,True,False,sub-material increase,4.924,0.49240000000000006,0.00015712382400322,0.0031704654799813332,3.0315171565964847,True,61.56614859050538,0.0015611372023428087,1243.2896109344408,57,5
Rome,IT,41.89193,12.51133,2318895,0.10524733525847707,0.1219487,22.308690012970203,-0.4269,-0.0013312110117336,-0.0025592423348869,-0.0002556384910843,True,False,sub-material decrease,-4.269,-0.42689999999999995,-0.00013312110117336002,0.003135872111526245,3.0632613493823415,True,,-0.0013387038044105537,25.221986745636492,323,78
Srinagar,IN,34.08565,74.80555,1206419,0.10302442171791876,0.3927438,3.006027313649213,-2.9142,-0.0086285932427188,-0.013873612663999,-0.0035178658510327,True,False,sub-material decrease,-29.142000000000003,-2.9142,-0.0008628593242718801,0.0030772659952453194,3.1185897681362946,False,,-0.00896776856334391,1240.8147436561674,349,2
Mosul,IQ,36.335,43.11889,1683000,0.10299207503757257,0.1837698,15.73205157549404,-1.2638,-0.003823520628428,-0.0067303943940812,-0.0010362661211535,True,False,sub-material decrease,-12.638,-1.2637999999999998,-0.0003823520628428,0.0030764107603170193,3.119412015029437,True,,-0.0038879679188886483,545.0557627389962,329,57
Quezon City,PH,14.6488,121.0509,3084270,0.10287323448927357,0.3776324,6.759746700236519,0.3367,0.0010393864693847,0.0001278362339753,0.002107218975152,True,False,sub-material increase,3.367,0.33669999999999994,0.00010393864693846999,0.0030732680594291175,3.122437234338438,True,92.73647859633022,0.0010347693556097836,11.550313649240403,30,11
Auckland,NZ,-36.84853,174.76349,1547200,0.101268245898653,0.1584837125632816,27.13054093232625,0.6243,0.0019078322068631,0.0006904732473526,0.0032412682258164,True,False,sub-material increase,6.242999999999999,0.6242999999999999,0.00019078322068631,0.003030732509433057,3.1639692452704105,True,50.68026982653229,0.0018920863056390569,0.6990959187734161,51,22
Nay Pyi Taw,MM,19.745,96.12972,925000,0.10038068718648242,0.7756317,0.7476920729381504,0.4398,0.0013303005997146,-0.0011687162776094,0.0022708897998283,False,False,sub-material increase,4.398000000000001,0.4398,0.00013303005997146,0.0030071366807208517,3.1874897552764043,False,72.47589257108696,0.0013225387121810306,219.3212919700261,64,16
Beirut,LB,33.89332,35.50157,1916100,0.09647597559548854,0.3636114465008213,19.30266269932099,0.1822,0.0005301694941249,-4.2965875097498296e-05,0.0011539892591182,False,False,sub-material increase,1.822,0.1822,5.301694941249e-05,0.002902706445555296,3.2959410357910683,True,180.89687353408718,0.0005288731143801749,1.7684668153955374,88,28
Panzhihua,CN,26.58509,101.71276,787177,0.09280873696784285,0.1657901999999992,5.020218204013133,0.3991,0.0011250293667992,-5.167743531071313e-05,0.0025901623236461,False,False,sub-material increase,3.991,0.3991,0.00011250293667992,0.0028037026678322113,3.40581961917406,True,85.33749985402306,0.0011189577347318356,796.2797423780884,67,5
Pasig City,PH,14.58691,121.0614,853050,0.09217958183859007,0.3756936,34.13443198290992,0.3367,0.0009425574639516,0.0001068769301092,0.0018619490104443,True,False,sub-material increase,3.367,0.33669999999999994,9.425574639516e-05,0.0027866274674707365,3.4255175293480016,True,101.73797235960801,0.0009382574682973968,9.33741833388168,30,11
Jamshedpur,IN,22.80278,86.18545,1339438,0.09184177486528729,0.1567997419895702,18.08194094758528,1.161,0.003275903248584,0.0005394679193755,0.006624209526085,True,False,sub-material increase,11.61,1.1609999999999998,0.0003275903248584,0.0027774485463875434,3.436201027259241,True,29.596908072861684,0.0032246177623559374,172.78464176813023,33,2
Guayaquil,EC,-2.19616,-79.88621,2723665,0.08881018890459233,0.6265439059161264,10.299839780270132,-0.2419,-0.0006497006440756,-0.0013736761939493,5.753163707841513e-06,False,False,sub-material decrease,-2.419,-0.24189999999999998,-6.497006440756001e-05,0.0026947338770690545,3.535575685357765,True,,-0.0006518561248630042,2.146082664993562,314,61
Baghdad,IQ,33.34058,44.40088,7216000,0.08835744888931547,0.080273361037564,15.10643167772946,-0.8459,-0.0022428271673237,-0.0040484601641921,-0.0005772699298073,True,False,sub-material decrease,-8.459,-0.8459,-0.00022428271673236998,0.0026823286568324134,3.5509787131204424,True,,-0.0022689818108145385,490.8381793961381,296,57
Ottawa,CA,45.41117,-75.69812,1017449,0.0879345788274279,0.1030978999999999,13.519493400473038,0.1017,0.0002719925024275,-0.0005799173362205,0.0011579694106342,False,False,sub-material increase,1.017,0.10169999999999998,2.719925024275e-05,0.002670729552839897,3.5655030622639523,True,350.59027160904157,0.0002716131955238175,89.74838565754294,106,33
Yichang,CN,30.71444,111.28472,1350150,0.0878438109842943,0.0836621915854064,5.684341886080804e-14,0.1956,1.3877787807814454e-16,-0.0005955826419802,1.3877787807814454e-16,False,False,sub-material increase,1.956,0.1956,1.3877787807814454e-17,0.002668238286006461,3.5686381722717235,False,182.44571432882023,0.0005219074087428637,806.1116976381144,199,5
Agra,IN,27.18333,78.01667,1430055,0.08484224954413953,0.0807868441135139,16.983291371023142,0.1594,0.0004130453731711,-0.0017174006004168,0.0026945205828749,False,False,sub-material increase,1.5939999999999999,0.1594,4.130453731711e-05,0.002585546606473102,3.6759325127604305,True,230.61057169136956,0.00041213612907181244,750.4945894853691,97,2
Wuhu,CN,31.35259,118.42947,1598165,0.08328247980974642,0.0523950000000047,0.0610360875868423,-0.3578,-0.0009051439761154,-0.00212743052924,0.0001553058966943,False,False,sub-material decrease,-3.5780000000000003,-0.35780000000000006,-9.051439761154e-05,0.0025423387286039704,3.734610382084644,False,,-0.0009096487970945007,145.54786706301556,318,5
Nanjing,CN,32.06167,118.77778,9314685,0.08265960941279751,0.058399089010373,8.865491721980675,-0.0253,-6.38610302273468e-05,-0.0007661967354288,0.0006612420659628,False,False,sub-material decrease,-0.253,-0.0253,-6.386103022734679e-06,0.0025250390462045586,3.7586339913945164,True,,-6.388348786897533e-05,79.43092602390773,290,5
Aden,YE,12.77957,45.03852,1079670,0.08198295545705829,0.1397681999999957,5.684341886080804e-14,0.2321,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,True,False,sub-material increase,2.321,0.2321,1.2490009027033011e-17,0.002506216290703757,3.7851271854530064,False,163.08174000228377,0.000581692801072342,2.570549106771659,201,48
Jiujiang,CN,29.70475,116.00206,1164268,0.08012614447170961,0.09921758,1.144426642252256,-0.9236,-0.0022378165702468,-0.0044801322025249,-0.0001805872682601,True,False,sub-material decrease,-9.236,-0.9236000000000001,-0.00022378165702468,0.0024544079832788178,3.8600202103582792,False,,-0.002266891213356316,403.08891956425464,335,5
Kaifeng,CN,34.7986,114.30742,1451741,0.07901016658668171,0.0997951691928758,1.7700465400168357,2.2778,0.0043969392064603,0.0018921885863275,0.0043969392064603,True,False,sub-material increase,22.778,2.2777999999999996,0.00043969392064603,0.002423159753415463,3.9066462320970974,False,17.150962472987523,0.005519473286329741,445.5516253742311,22,5
Tripoli,LY,32.88743,13.18733,1302947,0.07727016650633332,0.0913415484777827,13.488975356679646,0.2372,0.0005650613683371,0.0001188310637474,0.0010954979640199,True,False,sub-material increase,2.372,0.23719999999999997,5.650613683371e-05,0.0023742729462180815,3.9819006945820554,True,167.8710242235268,0.0005631775428429288,3.204420033548859,87,27
Guadalajara,MX,20.67738,-103.34749,1385629,0.07649189849788098,0.1157240041523691,0.106813153276903,-1.65,-0.0037921671925452,-0.0063788784594663,-0.0013566773495619,True,False,sub-material decrease,-16.5,-1.65,-0.00037921671925452,0.0023523415691369593,4.0166139675884605,False,,-0.0038813635890759825,196.3675702995357,325,64
Tangerang,ID,-6.17806,106.63,1912679,0.07596824021472673,0.2445076999837557,0.7324330510414825,0.2499,0.0005862220146996,-1.036897514979511e-05,0.0012504614267452,False,False,sub-material increase,2.499,0.2499,5.862220146996e-05,0.002337562320890364,4.040351090740973,False,161.6787151156852,0.000584156823990502,15.863102948470502,71,24
Wanzhou,CN,30.76451,108.39586,1545900,0.07574663445698164,0.0686881409288709,5.684341886080804e-14,0.8416,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,True,False,sub-material increase,8.416,0.8415999999999999,1.2490009027033011e-17,0.0023313024247865544,4.050490214034717,False,48.128448360678675,0.001962024120700364,980.0522639653781,200,5
Changwon,KR,35.22806,128.68111,1025702,0.07470001369052473,0.2072810476453046,1.6327153429465395,0.376,0.0008700584934065,0.0001483121294334,0.0016925404970798,True,False,sub-material increase,3.76,0.37599999999999995,8.700584934065e-05,0.0023016933907838333,4.099147654870657,False,109.0198844380494,0.0008654367149347212,6.908779725169293,74,1
Pingdingshan,CN,33.73091,113.31554,979130,0.07361188949280463,0.0720692848428089,0.1525902189670205,0.2273,0.0003472585029559,-0.0003447612982385,0.0003472585029559,False,False,sub-material increase,2.273,0.2273,3.472585029559e-05,0.0022708328679628548,4.151125236394713,False,182.6275950899566,0.0005161603108879569,551.2254817717252,100,5
Maracaibo,VE,10.64232,-71.61089,1752602,0.07177900916227815,0.09229294999185,6.042572671091818,1.3193,0.0029827278373295,0.0011005920738077,0.0051091500449268,True,False,sub-material increase,13.193,1.3193,0.00029827278373295,0.0022186718740984596,4.242050025962592,True,32.15379387525652,0.0029270938034980975,0.49580925256141384,34,6
Ludhiana,IN,30.91204,75.85379,1618879,0.07158549769298282,0.2378727929457269,10.421911955443704,-7.7419,-0.0153533212038833,-0.0237705878345954,-0.0066860327121801,True,True,material decrease,-77.419,-7.741899999999999,-0.00153533212038833,0.002213151773293925,4.251906706054429,True,,-0.017133999713664236,1003.3049650644491,351,2
Haiphong,VN,20.86481,106.68345,2625200,0.07056996758035017,0.0714270100110461,4.53192950331885,0.3986,0.0008755768894566,-3.366235461207609e-05,0.0019457533547552,False,False,sub-material increase,3.986,0.39859999999999995,8.755768894566e-05,0.002184141913626748,4.304471039611593,True,107.98974008057182,0.0008705989667716217,2.5877902915309345,73,25
