name,country,lat,lon,population,pga,wtd,tws_cm_yr,reversal,dP,dP_lo,dP_hi,p_two,ci_excl0,fdr_sig,direction
Yokohama,JP,35.43333,139.65,3777491,0.6621291,2.6398107881285,1.5877,False,0.01318236006673068,0.005221765327386396,0.021894330287945296,0.0,True,True,increase
Bhayandar,IN,19.30157,72.85107,809378,0.1212539,2.9297322041657594,1.4173,False,0.011769730276460832,0.0038161602561318482,0.020571322646866355,0.0,True,True,increase
Mumbai,IN,19.07283,72.88261,12691836,0.120297400125448,1.8768596932936816,1.4173,False,0.01081659381228961,0.003572497476138428,0.01435495399970016,0.0,True,True,increase
Delhi,IN,28.65195,77.23149,11034555,0.2294909887507435,15.228503852903032,-2.3689,False,-0.011376660800613142,-0.021540401533063934,-0.0021241040234326438,0.0175,True,True,decrease
Lahore,PK,31.558,74.35071,13004135,0.177375700015881,8.545052262150023,-4.3053,False,-0.01402764954348884,-0.022652766530235922,-0.005876148967195607,0.0,True,True,decrease
Ludhiana,IN,30.91204,75.85379,1618879,0.2378727929457269,10.421911955443704,-7.7419,False,-0.01535332120388333,-0.023770587834595416,-0.006686032712180156,0.0,True,True,decrease
