ghsl_uc_id,ghsl_uc_name,ghsl_country_name,ghsl_area_km2,ghsl_pop_2025,n_geonames_points,matched_city_names,geonames_population_sum,population_weighted_dP,max_abs_dP,median_dP,n_material_point_hotspots,material_point_names
2359,Bucharest,Romania,260.0,1971350.247,1,Bucharest,1877155,-3.198525018772758e-05,3.198525018772758e-05,-3.198525018772758e-05,0,
11037,Taizhou,China,118.0,355520.3957,1,Taizhou,1607108,3.165049655297781e-05,3.165049655297781e-05,3.165049655297781e-05,0,
7151,Chandigarh,India,344.0,2417872.088,1,Chandigarh,970602,-3.082547473202998e-05,3.082547473202998e-05,-3.082547473202998e-05,0,
8305,Meerut,India,233.0,2169152.405,1,Meerut,1223184,-2.9525356371625216e-05,2.9525356371625216e-05,-2.9525356371625216e-05,0,
6912,Multan,Pakistan,268.0,2970059.131,1,Multan,2169915,2.747009937493442e-05,2.747009937493442e-05,2.747009937493442e-05,0,
9481,Liaocheng,China,127.0,530298.9758,1,Liaocheng,1229768,2.5218804814582957e-05,2.5218804814582957e-05,2.5218804814582957e-05,0,
3109,Valencia,Venezuela,330.0,1601248.835,1,Valencia,1619470,2.46839178901176e-05,2.46839178901176e-05,2.46839178901176e-05,0,
10024,Kallakurichi,India,15.0,84980.78138,1,Kallakurichi,1682687,2.4281377783598855e-05,2.4281377783598855e-05,2.4281377783598855e-05,0,
9579,Heze,China,144.0,450571.5074,1,Heze,1346717,2.251571264893885e-05,2.251571264893885e-05,2.251571264893885e-05,0,
3837,Caracas,Venezuela,311.0,2667322.485,1,Caracas,3000000,2.042034761258471e-05,2.042034761258471e-05,2.042034761258471e-05,0,
5681,Baoshan,China,84.0,307082.7945,1,Baoshan,935618,1.8027984983073723e-05,1.8027984983073723e-05,1.8027984983073723e-05,0,
5402,Mexico City,México,2134.0,17639163.99,6,Mexico City; Iztapalapa; Ecatepec de Morelos; Gustavo Adolfo Madero; Ciudad Nezahualcoyotl; Naucalpan de Juárez,18872445,-7.586285664910859e-06,1.7247795541052162e-05,-2.677138427646304e-06,0,
7719,Lüliang,China,39.0,554109.3908,1,Lüliang,3346500,-1.640366162603918e-05,1.640366162603918e-05,-1.640366162603918e-05,0,
7428,Faisalabad,Pakistan,326.0,5676792.888,1,Faisalabad,3800193,-1.6148091151211018e-05,1.6148091151211018e-05,-1.6148091151211018e-05,0,
9107,Handan,China,251.0,2099936.867,1,Handan,1358318,1.4961671246194909e-05,1.4961671246194909e-05,1.4961671246194909e-05,0,
8565,Indore,India,281.0,3598874.472,1,Indore,1994397,1.4940004805608672e-05,1.4940004805608672e-05,1.4940004805608672e-05,0,
5434,Kolwezi,Democratic Republic of the Congo,82.0,450630.548,1,Kolwezi,790248,1.3818388655759344e-05,1.3818388655759344e-05,1.3818388655759344e-05,0,
7085,Sargodha,Pakistan,82.0,1127650.941,1,Sargodha,975886,-1.3383785385165867e-05,1.3383785385165867e-05,-1.3383785385165867e-05,0,
906,Taichung,Taiwan,313.0,2318377.157,1,Taichung,2850285,1.254850314375e-05,1.254850314375e-05,1.254850314375e-05,0,
2089,Guatemala City,Guatemala,470.0,2900618.853,1,Guatemala City,994938,-1.2242415083635633e-05,1.2242415083635633e-05,-1.2242415083635633e-05,0,
312,Yerevan,Armenia,194.0,1027656.189,1,Yerevan,1144700,-1.0340446264539603e-05,1.0340446264539603e-05,-1.0340446264539603e-05,0,
511,San Pedro Sula,Honduras,211.0,1301567.028,1,San Pedro Sula,801259,-9.045056744078246e-06,9.045056744078246e-06,-9.045056744078246e-06,0,
8672,Chhatrapati Sambhajinagar,India,126.0,1542902.341,1,Aurangabad,1175116,8.714882584437593e-06,8.714882584437593e-06,8.714882584437593e-06,0,
9779,Shenyang,China,748.0,6175249.766,1,Shenyang,7050000,7.412707708519327e-06,7.412707708519327e-06,7.412707708519327e-06,0,
873,Blantyre,Malawi,191.0,941888.0305,1,Blantyre,902588,6.680133844755168e-06,6.680133844755168e-06,6.680133844755168e-06,0,
10651,Maoming,China,88.0,584252.9546,1,Maoming,1307802,-6.469737210338181e-06,6.469737210338181e-06,-6.469737210338181e-06,0,
1375,Santa Cruz de la Sierra,Bolivia,303.0,2016833.232,1,Santa Cruz de la Sierra,1831434,-4.5691481460386255e-06,4.5691481460386255e-06,-4.5691481460386255e-06,0,
4538,Ahwaz,Iran,245.0,1907837.453,1,Ahvaz,841145,-4.5536664083144045e-06,4.5536664083144045e-06,-4.5536664083144045e-06,0,
8626,Aligarh,India,106.0,1694356.57,1,Alīgarh,753207,-4.293349599803528e-06,4.293349599803528e-06,-4.293349599803528e-06,0,
9429,Xuchang,China,352.0,1821623.73,1,Xuchang,1265536,3.616357162117631e-06,3.616357162117631e-06,3.616357162117631e-06,0,
9881,Anshan,China,191.0,1495742.503,1,Anshan,1450000,2.976771155298167e-06,2.976771155298167e-06,2.976771155298167e-06,0,
6321,Lubumbashi,Democratic Republic of the Congo,354.0,2907723.958,1,Lubumbashi,2221925,2.839621737117903e-06,2.839621737117903e-06,2.839621737117903e-06,0,
5862,Addis Ababa,Ethiopia,465.0,7280462.518,1,Addis Ababa,3860000,2.8194569339276605e-06,2.8194569339276605e-06,2.8194569339276605e-06,0,
2401,Culiacán,México,137.0,671458.5658,1,Culiacán,808416,-2.0974711869263264e-06,2.0974711869263264e-06,-2.0974711869263264e-06,0,
11407,Shantou,China,1961.0,10579302.53,3,Jieyang; Chaozhou; Puning,4525293,-6.761781793464856e-07,2.0551410850402907e-06,1.7347234759768068e-17,0,
6173,Gaziantep,Turkey,134.0,1681269.631,1,Gaziantep,2222415,-2.0395743919534905e-06,2.0395743919534905e-06,-2.0395743919534905e-06,0,
6766,Islamabad,Pakistan,550.0,4913527.805,1,Rawalpindi,3357612,-2.02388264592984e-06,2.02388264592984e-06,-2.02388264592984e-06,0,
2007,Los Angeles,United States,4498.0,13474332.62,1,Los Angeles,3820914,-1.986593470939321e-06,1.986593470939321e-06,-1.986593470939321e-06,0,
2289,Jerusalem,Israel,79.0,1022929.273,1,Jerusalem,971800,1.707265361990725e-06,1.707265361990725e-06,1.707265361990725e-06,0,
3739,P'yŏngyang,North Korea,228.0,2868313.037,1,Pyongyang,3222000,1.532334130254123e-06,1.532334130254123e-06,1.532334130254123e-06,0,
1517,Lusaka,Zambia,360.0,3658064.188,1,Lusaka,2212301,-1.2905227307220935e-06,1.2905227307220935e-06,-1.2905227307220935e-06,0,
507,Tijuana,México,294.0,1538300.988,1,Tijuana,1922523,-1.1512007465949278e-06,1.151200746594928e-06,-1.151200746594928e-06,0,
4277,Peshawar,Pakistan,508.0,3497358.945,1,Peshawar,4758762,-9.310823135779052e-07,9.310823135779052e-07,-9.310823135779052e-07,0,
4399,Osaka,Japan,2212.0,12653994.42,4,Osaka; Kobe; Kyoto; Sakai,6568898,2.0042466425843539e-07,8.994660704178545e-07,3.7470027081099033e-16,0,
7468,Malang,Indonesia,326.0,1888199.564,1,Malang,847182,8.776195985724528e-07,8.776195985724528e-07,8.776195985724528e-07,0,
2676,Medellín,Colombia,233.0,3215457.351,1,Medellín,1999979,8.566869730858729e-07,8.566869730858729e-07,8.566869730858729e-07,0,
4921,Ankara,Turkey,357.0,3695989.495,2,Ankara; Çankaya,4309371,-5.662690681025525e-07,7.44889846432645e-07,-6.354637203275517e-07,0,
1619,Damascus,Syria,270.0,3771637.934,1,Damascus,1569394,6.73029755562284e-07,6.73029755562284e-07,6.73029755562284e-07,0,
2667,Gwangju,South Korea,190.0,1428491.527,1,Gwangju,1401235,6.674624721634217e-07,6.674624721634217e-07,6.674624721634217e-07,0,
992,Amman,Jordan,520.0,6425245.979,2,Amman; Zarqa,2068522,4.007066626629051e-07,6.400844697075083e-07,3.277468111862435e-07,0,
6409,Qingyang,China,29.0,201935.6099,1,Qingyang,2125400,5.39952270602856e-07,5.39952270602856e-07,5.39952270602856e-07,0,
9800,Salem,India,155.0,1299777.365,1,Salem,917414,4.997142860270237e-07,4.997142860270237e-07,4.997142860270237e-07,0,
8013,Kunming,China,362.0,3218009.543,1,Kunming,3855346,3.356685715909279e-07,3.356685715909279e-07,3.356685715909279e-07,0,
9620,Tiruppur,India,187.0,1156669.218,1,Tiruppur,963173,3.315665642735338e-07,3.315665642735338e-07,3.315665642735338e-07,0,
5097,Querétaro,México,169.0,908964.456,1,Santiago de Querétaro,1594212,-2.7608675705370773e-07,2.7608675705370773e-07,-2.7608675705370773e-07,0,
9879,Fushun,China,128.0,852127.9579,1,Fushun,1400646,2.6350394759514496e-07,2.6350394759514496e-07,2.6350394759514496e-07,0,
6844,Meishan,China,111.0,661433.3033,1,Meishan,1107742,2.3526340848704938e-07,2.3526340848704938e-07,2.3526340848704938e-07,0,
2907,Tashkent,Uzbekistan,598.0,3874652.58,1,Tashkent,1978028,-1.6091052581911517e-07,1.6091052581911517e-07,-1.6091052581911517e-07,0,
9229,Tangshan,China,455.0,2651178.671,1,Tangshan,3372102,1.5904333389553664e-07,1.5904333389553664e-07,1.5904333389553664e-07,0,
10073,Weifang,China,235.0,961427.8535,1,Weifang,2044028,1.348122234628772e-07,1.348122234628772e-07,1.348122234628772e-07,0,
3512,Johannesburg,South Africa,1756.0,8592842.571,2,Johannesburg; Soweto,11113230,3.3751686258473264e-08,1.1792560651695025e-07,6.826400322074575e-08,0,
9346,Lucknow,India,513.0,5214964.391,1,Lucknow,2472011,9.315278130211076e-08,9.315278130211076e-08,9.315278130211076e-08,0,
3780,Xining,China,146.0,1423664.939,1,Xining,1677177,6.044792135420331e-08,6.044792135420331e-08,6.044792135420331e-08,0,
2241,Daejeon,South Korea,204.0,1504228.783,1,Daejeon,1441203,6.005393629582567e-08,6.005393629582567e-08,6.005393629582567e-08,0,
3079,Dodoma,Tanzania,80.0,267332.8444,1,Dodoma,765179,5.6511767885969806e-08,5.6511767885969806e-08,5.6511767885969806e-08,0,
8806,Gwalior,India,122.0,1529322.651,1,Gwalior,1054420,4.8166977239862135e-08,4.8166977239862135e-08,4.8166977239862135e-08,0,
2448,Erbil,Iraq,226.0,1514144.042,1,Erbil,1612700,-3.4498440596081335e-08,3.4498440596081335e-08,-3.4498440596081335e-08,0,
4865,Kabul,Afghanistan,371.0,6254679.472,1,Kabul,4434550,-2.7802184407922652e-08,2.7802184407922652e-08,-2.7802184407922652e-08,0,
1362,Mexicali,México,161.0,736551.6306,1,Mexicali,1032686,-2.532261139990073e-08,2.532261139990073e-08,-2.532261139990073e-08,0,
10793,Chuzhou,China,79.0,295741.8622,1,Chuzhou,782671,-1.8183707722217105e-08,1.8183707722217105e-08,-1.8183707722217105e-08,0,
8947,Sanhe,China,91.0,340380.849,1,Sanhe,965075,1.2834426076257588e-08,1.2834426076257588e-08,1.2834426076257588e-08,0,
3823,Rajkot,India,130.0,1553761.769,1,Rājkot,1390640,8.910568479958237e-09,8.910568479958237e-09,8.910568479958237e-09,0,
2334,Santiago,Chile,801.0,6633766.609,1,Santiago,4837295,-8.392798256101334e-09,8.392798256101334e-09,-8.392798256101334e-09,0,
4478,León,México,202.0,1384014.169,1,León de los Aldama,1579803,-8.334039205856399e-09,8.334039205856399e-09,-8.334039205856399e-09,0,
5748,Bandung,Indonesia,988.0,8691180.858,1,Bandung,2444160,7.836513003651931e-09,7.836513003651931e-09,7.836513003651931e-09,0,
7852,Zhaotong,China,60.0,295990.254,1,Zhaotong,787845,7.738392314048773e-09,7.738392314048773e-09,7.738392314048773e-09,0,
1121,Ashgabat,Turkmenistan,123.0,1078866.812,1,Ashgabat,1030063,6.8795958355776e-09,6.8795958355776e-09,6.8795958355776e-09,0,
11317,Meizhou,China,116.0,524592.5095,1,Meizhou,992351,-6.1828303432702285e-09,6.1828303432702285e-09,-6.1828303432702285e-09,0,
6664,Mianyang,China,107.0,538166.4861,1,Mianyang,1550000,4.477183212607225e-09,4.477183212607225e-09,4.477183212607225e-09,0,
2211,Homs,Syria,107.0,913553.7665,1,Homs,775404,-3.827970111359048e-09,3.827970111359048e-09,-3.827970111359048e-09,0,
2847,Almaty,Kazakhstan,331.0,2315538.314,1,Almaty,1977011,-3.1209875317509502e-09,3.1209875317509502e-09,-3.1209875317509502e-09,0,
10998,Dhanbad,India,298.0,2078657.505,1,Dhanbad,1196214,2.6695712131150403e-09,2.6695712131150403e-09,2.6695712131150403e-09,0,
6143,Ahmedabad,India,365.0,7898649.803,1,Ahmedabad,6357693,2.659089633979322e-09,2.659089633979322e-09,2.659089633979322e-09,0,
4150,Eskisehir,Turkey,70.0,608473.8761,1,Eskişehir,921630,-2.6101603665541622e-09,2.6101603665541622e-09,-2.6101603665541622e-09,0,
5847,Hohhot,China,315.0,2029813.226,1,Hohhot,2350000,-2.173099577262619e-09,2.173099577262619e-09,-2.173099577262619e-09,0,
7687,Jaipur,India,458.0,4229049.673,1,Jaipur,3046163,-2.020510392213274e-09,2.020510392213274e-09,-2.020510392213274e-09,0,
8900,Hubli,India,35.0,115698.3462,1,Hubballi,943788,1.7955698116368267e-09,1.7955698116368267e-09,1.7955698116368267e-09,0,
3315,Bannu,Pakistan,163.0,637353.248,1,Bannu,1357890,-1.385564428971799e-09,1.385564428971799e-09,-1.385564428971799e-09,0,
3440,Arequipa,Peru,166.0,1004835.002,1,Arequipa,1008290,-1.160156761248708e-09,1.160156761248708e-09,-1.160156761248708e-09,0,
2335,Cordoba,Argentina,320.0,1468196.585,1,Córdoba,2106734,-1.090670243149346e-09,1.090670243149346e-09,-1.090670243149346e-09,0,
9023,Xingtai,China,136.0,775750.1638,1,Xingtai,798770,8.13152979229807e-10,8.13152979229807e-10,8.13152979229807e-10,0,
1822,Kathmandu,Nepal,350.0,3862696.52,1,Kathmandu,1442271,-4.003091103841454e-10,4.0030911038414537e-10,-4.0030911038414537e-10,0,
1799,Aleppo,Syria,243.0,3084135.642,1,Aleppo,2098210,-3.5505559854338794e-10,3.5505559854338794e-10,-3.5505559854338794e-10,0,
10629,Hefei,China,606.0,5646049.263,1,Hefei,5050000,-3.039325166400886e-10,3.039325166400886e-10,-3.039325166400886e-10,0,
10481,Lu'an,China,118.0,891648.1249,1,Lu’an,1644344,-2.9397889367935817e-10,2.9397889367935817e-10,-2.9397889367935817e-10,0,
10237,Suzhou,China,96.0,956856.3187,1,Suzhou,1647642,1.9809157802246186e-10,1.9809157802246186e-10,1.9809157802246186e-10,0,
1717,Nairobi,Kenya,598.0,6646256.557,1,Nairobi,4397073,1.6194035317150484e-10,1.6194035317150484e-10,1.6194035317150484e-10,0,
9510,Coimbatore,India,407.0,2360321.836,1,Coimbatore,2136916,1.4726694366623784e-10,1.4726694366623784e-10,1.4726694366623784e-10,0,
2839,Kirkuk,Iraq,117.0,1238661.948,1,Kirkuk,1031000,-1.42369293986186e-10,1.42369293986186e-10,-1.42369293986186e-10,0,
9387,Nanyang,China,161.0,768609.6837,1,Nanyang,1811812,1.4083278971349363e-10,1.4083278971349363e-10,1.4083278971349363e-10,0,
10457,Suqian,China,197.0,957665.3266,1,Suqian,1437685,1.2165583482653268e-10,1.2165583482653268e-10,1.2165583482653268e-10,0,
2544,Quito,Ecuador,380.0,2605678.13,1,Quito,2781641,-9.063210276745263e-11,9.063210276745264e-11,-9.063210276745264e-11,0,
10125,市中区,China,108.0,444791.1128,1,Zaozhuang,899753,6.208339533298919e-11,6.208339533298919e-11,6.208339533298919e-11,0,
8645,Bijie,China,36.0,533543.0123,1,Bijie,1137383,5.496625048199433e-11,5.496625048199433e-11,5.496625048199433e-11,0,
5724,Ordos,China,39.0,162977.7447,1,Ordos,1940653,-3.3855016304000286e-11,3.3855016304000286e-11,-3.3855016304000286e-11,0,
9880,Madurai,India,219.0,2184066.155,1,Madurai,1465625,2.736282228411879e-11,2.7362822284118792e-11,2.7362822284118792e-11,0,
8853,Baoding,China,205.0,883757.7811,1,Baoding,2739887,2.487502840140006e-11,2.4875028401400063e-11,2.4875028401400063e-11,0,
3586,Pekanbaru,Indonesia,234.0,1226040.608,1,Pekanbaru,1085000,2.2480577588317292e-11,2.2480577588317292e-11,2.2480577588317292e-11,0,
4992,Karaj,Iran,299.0,3585417.421,1,Karaj,1448075,-1.5877973888164904e-11,1.5877973888164904e-11,-1.5877973888164904e-11,0,
1924,Hermosillo,México,162.0,778882.36,1,Hermosillo,812229,-1.3432238777995402e-11,1.3432238777995403e-11,-1.3432238777995403e-11,0,
9761,Shangqiu,China,186.0,779506.7347,1,Shangqiu,1859723,1.0846740032236544e-11,1.0846740032236544e-11,1.0846740032236544e-11,0,
1853,Marrakesh,Morocco,124.0,1152690.574,1,Marrakesh,995871,-9.574982613199164e-12,9.574982613199164e-12,-9.574982613199164e-12,0,
5174,Tehran,Iran,825.0,9363123.748,1,Tehran,7153309,-8.918518202711793e-12,8.918518202711793e-12,-8.918518202711793e-12,0,
597,Kigali,Rwanda,286.0,1621760.398,1,Kigali,1132686,8.584281793849532e-12,8.584281793849532e-12,8.584281793849532e-12,0,
3306,Nampula,Mozambique,119.0,1028776.293,1,Nampula,770379,7.784971441841527e-12,7.784971441841527e-12,7.784971441841527e-12,0,
4118,Ta'izz,Yemen,72.0,1284738.687,1,Taiz,940600,4.753116036940412e-12,4.753116036940412e-12,4.753116036940412e-12,0,
9637,Changchun,China,411.0,3519692.241,1,Changchun,4714996,3.708277976184314e-12,3.708277976184314e-12,3.708277976184314e-12,0,
2306,Shymkent,Kazakhstan,240.0,1239662.754,1,Shymkent,1200000,-2.218793898742697e-12,2.218793898742697e-12,-2.218793898742697e-12,0,
9720,Theni,India,47.0,211330.4041,1,Teni,1034724,1.8471710406842525e-13,1.8471710406842525e-13,1.8471710406842525e-13,0,
337,Ulaanbaatar,Mongolia,235.0,1634096.557,1,Ulan Bator,844818,1.2792988126430438e-13,1.2792988126430438e-13,1.2792988126430438e-13,0,
3905,Sulaymaniyah,Iraq,112.0,870013.3829,1,Sulaymaniyah,878146,-1.243862992681345e-13,1.243862992681345e-13,-1.243862992681345e-13,0,
9524,Hyderabad,India,889.0,9455229.882,1,Hyderabad,6993262,1.0289186043373681e-13,1.028918604337368e-13,1.028918604337368e-13,0,
6512,Fatehabad,India,14.0,95828.06857,1,Gorakhpur,1324570,-4.405112279938319e-14,4.405112279938319e-14,-4.405112279938319e-14,0,
4387,Ibb,Yemen,59.0,843581.1332,1,Ibb,771514,3.2042659010053763e-14,3.2042659010053763e-14,3.2042659010053763e-14,0,
6897,Mashhad,Iran,474.0,5377005.35,1,Mashhad,2307177,-1.9040902910269393e-14,1.9040902910269393e-14,-1.9040902910269393e-14,0,
5077,Konya,Turkey,240.0,1017329.388,1,Konya,1433861,-1.6664712018146582e-15,1.666471201814658e-15,-1.666471201814658e-15,0,
764,Bishkek,Kyrgyzstan,198.0,1428079.244,1,Bishkek,900000,-8.409079320156898e-16,8.409079320156897e-16,-8.409079320156897e-16,0,
4587,Zamboanga City,Philippines,103.0,591536.4965,1,Zamboanga,1018849,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,0,
6785,Semarang,Indonesia,603.0,3274359.572,1,Semarang,1653524,3.6082248300317592e-16,3.6082248300317592e-16,3.6082248300317592e-16,0,
3096,Padang,Indonesia,216.0,1210988.395,1,Padang,909040,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,0,
9543,Huludao,China,99.0,497400.9087,1,Huludao,944495,1.8041124150158796e-16,1.8041124150158796e-16,1.8041124150158796e-16,0,
3993,Sana'a,Yemen,218.0,3759519.651,1,Sanaa,1937451,-1.4707008899986972e-16,1.4707008899986972e-16,-1.4707008899986972e-16,0,
9495,Yichang,China,156.0,1573288.706,1,Yichang,1350150,1.3877787807814454e-16,1.3877787807814454e-16,1.3877787807814454e-16,0,
5144,`Adan,Yemen,42.0,497378.8204,1,Aden,1079670,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,0,
8817,Wanzhou,China,72.0,395843.9874,2,Wanzhou; Wanxian,2405562,8.026525591479385e-17,1.249000902703301e-16,6.245004513516506e-17,0,
8886,Bhopal,India,249.0,2599311.123,1,Bhopal,1798218,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,0,
874,Kakamega,Kenya,31.0,125259.1883,1,Kakamega,1867579,7.087400801883261e-17,7.087400801883261e-17,7.087400801883261e-17,0,
461,Lilongwe,Malawi,136.0,1018797.715,1,Lilongwe,1115815,5.1906355558566127e-17,5.1906355558566127e-17,5.1906355558566127e-17,0,
8789,Shijiazhuang,China,493.0,3100270.328,1,Shijiazhuang,3938513,3.5278765281167854e-17,3.5278765281167854e-17,3.5278765281167854e-17,0,
5315,Jodhpur,India,232.0,1540835.007,1,Jodhpur,1056191,-3.204903241899323e-17,3.204903241899323e-17,-3.204903241899323e-17,0,
6141,Shiraz,Iran,160.0,707097.8471,1,Shiraz,1249942,-2.2630386422839787e-17,2.2630386422839787e-17,-2.2630386422839787e-17,0,
11113,Changzhou,China,613.0,2772877.635,1,Changzhou,3290918,1.5612511283791264e-17,1.5612511283791264e-17,1.5612511283791264e-17,0,
9029,Shiyan,China,143.0,1129747.018,1,Shiyan,3460000,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0,
4943,Cúcuta,Colombia,114.0,817158.1235,1,Cúcuta,777106,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,0,
10941,Yancheng,China,223.0,1211453.665,1,Yancheng,1615717,2.1684043449710093e-19,2.1684043449710093e-19,2.1684043449710093e-19,0,
3686,Wuwei,China,32.0,128072.1642,1,Wuwei,1010295,1.4233855647727016e-19,1.4233855647727016e-19,1.4233855647727016e-19,0,
5231,Qom,Iran,101.0,844097.9715,1,Qom,900000,-1.1101468390129985e-19,1.1101468390129985e-19,-1.1101468390129985e-19,0,
2082,Cheongju-si,South Korea,85.0,691161.3489,1,Cheongju-si,852147,7.623296525288703e-21,7.623296525288703e-21,7.623296525288703e-21,0,
2659,Ürümqi,China,355.0,3974257.143,1,Ürümqi,3029372,-1.3439003471778378e-21,1.3439003471778378e-21,-1.3439003471778378e-21,0,
11169,Yixing,China,82.0,452718.1048,1,Yixing,1285785,1.0587911840678754e-21,1.0587911840678754e-21,1.0587911840678754e-21,0,
1365,Tegucigalpa,Honduras,163.0,1653508.639,1,Tegucigalpa,850848,2.1175823681357513e-22,2.1175823681357513e-22,2.1175823681357513e-22,0,
1127,Quetta,Pakistan,151.0,969068.0898,1,Quetta,1565546,-4.185927386786497e-29,4.185927386786497e-29,-4.185927386786497e-29,0,
5720,Isfahan,Iran,328.0,1817590.201,1,Isfahan,1547164,-3.2532077881139584e-29,3.2532077881139584e-29,-3.2532077881139584e-29,0,
212,La Paz,Bolivia,291.0,2063632.692,1,La Paz,2004652,0.0,0.0,0.0,0,
3700,Montreal,Canada,1020.0,3221844.478,1,Montréal,1762949,0.0,0.0,0.0,0,
6745,Bukavu,Democratic Republic of the Congo,65.0,852067.3679,1,Bukavu,816811,0.0,0.0,0.0,0,
7929,Bazhong City,China,65.0,848388.857,1,Bazhong,2712894,0.0,0.0,0.0,0,
8419,Guang'an,China,86.0,523802.0574,1,Guang’an,858159,0.0,0.0,0.0,0,
8945,Honghuagang,China,116.0,1185303.401,1,Zunyi,2037775,0.0,0.0,0.0,0,
9019,Guiyang,China,298.0,2757867.639,1,Guiyang,3037159,0.0,0.0,0.0,0,
10025,Benxi,China,68.0,773945.62,1,Benxi,987717,0.0,0.0,0.0,0,
10473,Mashan,China,24.0,66470.62725,1,Yantai,2227733,0.0,0.0,0.0,0,
10585,Weihai,China,79.0,535089.0962,1,Weihai,844310,0.0,0.0,0.0,0,
11397,Longyan,China,58.0,392111.6852,1,Longyan,1025087,0.0,0.0,0.0,0,
11593,Xiamen City,China,185.0,1676986.913,1,Xiamen,4617251,0.0,0.0,0.0,0,
