ghsl_uc_id,ghsl_uc_name,ghsl_country_name,ghsl_area_km2,ghsl_pop_2025,n_geonames_points,matched_city_names,geonames_population_sum,population_weighted_dP,max_abs_dP,median_dP,n_material_point_hotspots,material_point_names
70,Turin,Italy,212.0,1243448.069,1,Turin,847287,-0.0058121023331525,0.0058121023331525,-0.0058121023331525,0,
4175,Barcelona,Venezuela,144.0,688689.5729,1,Barcelona,815141,0.0055937627238466,0.0055937627238466,0.0055937627238466,0,
6477,Diyarbakir,Turkey,75.0,648873.8453,1,Diyarbakır,1833684,-0.0055730278091667,0.0055730278091667,-0.0055730278091667,0,
9714,Prayagraj,India,156.0,2358994.904,1,Prayagraj,1073438,0.005399910094125,0.005399910094125,0.005399910094125,0,
8035,Makassar,Indonesia,343.0,2241888.193,1,Makassar,1423877,0.005239330970689,0.005239330970689,0.005239330970689,0,
2389,Rangpur,Bangladesh,64.0,611286.5341,1,Rangpur,1031388,-0.0051411198019189,0.0051411198019189,-0.0051411198019189,0,
11352,Kolkata,India,2482.0,23314585.33,2,Kolkata; Howrah,5659064,0.005093130186782715,0.0050947550306674,0.00509376233824,0,
8336,Luzhou,China,64.0,446057.7543,1,Luzhou,998900,0.0050042128246746,0.0050042128246746,0.0050042128246746,0,
10832,Ranchi,India,200.0,1817833.171,1,Ranchi,1120374,0.004955914891752,0.004955914891752,0.004955914891752,0,
4628,San Félix,Venezuela,73.0,148642.3779,1,Ciudad Guayana,978202,0.004915952855939,0.004915952855939,0.004915952855939,0,
10695,Xiuying District,China,199.0,1374151.77,1,Haikou,2873358,0.0048257107875001,0.0048257107875001,0.0048257107875001,0,
11345,Shanghai,China,3128.0,30678616.23,8,Shanghai; Pudong; Baoshan; Putuo; Yangpu; Xuhui; Jing’an; Zhabei,38158112,0.001735054359879452,0.0047006544213692,0.0027834557053480497,0,
10224,Vijayawada,India,115.0,1240028.94,1,Vijayawada,1143232,0.0045902708923863,0.0045902708923863,0.0045902708923863,0,
9431,Kaifeng,China,193.0,1296333.573,1,Kaifeng,1451741,0.0043969392064603,0.0043969392064603,0.0043969392064603,0,
9489,Qinhuangdao,China,152.0,727667.2924,1,Qinhuangdao,759718,0.0042830898810408,0.0042830898810408,0.0042830898810408,0,
4165,Bayannur,China,52.0,270742.2309,1,Bayan Nur,1760000,-0.0042411337674424,0.0042411337674424,-0.0042411337674424,0,
5213,Nagoya,Japan,2392.0,7721742.251,1,Nagoya,2332176,0.0041915709353172,0.0041915709353172,0.0041915709353172,0,
9571,Luohe,China,191.0,1183149.362,1,Luohe,1294974,0.0040014589304054,0.0040014589304054,0.0040014589304054,0,
7449,Hanzhong,China,54.0,371212.2285,1,Hanzhong,1006557,0.003910982978689,0.003910982978689,0.003910982978689,0,
964,Budapest,Hungary,368.0,1743875.314,2,Budapest; Pest,2742789,-0.0018059109837085749,0.0038863109117462,-0.00224760796384825,0,
1530,Mosul,Iraq,153.0,1678252.637,2,Al Mawşil al Jadīdah; Mosul,3748597,-0.00269448865676475,0.003823520628428,-0.0027990502545165,0,
3105,Guadalajara,México,598.0,4138349.881,2,Zapopan; Guadalajara,2862120,-0.0026240680615032008,0.0037921671925452,-0.00266000997487915,0,
1461,San Francisco,United States,1614.0,4718348.828,2,San Jose; San Francisco,1824894,-0.0014244439338562149,0.0037395549434221,-0.00162156429669455,0,
1088,Benghazi,Libya,150.0,599690.5151,1,Benghazi,757490,0.0036816993522626996,0.0036816993522627,0.0036816993522627,0,
3175,Accra,Ghana,1121.0,5890466.043,1,Accra,1963264,0.0036759540436972,0.0036759540436972,0.0036759540436972,0,
9466,Jabalpur,India,147.0,1621134.785,1,Jabalpur,1081677,0.0035819517574923,0.0035819517574923,0.0035819517574923,0,
2323,Manila,Philippines,2555.0,25921189.32,6,Quezon City; Caloocan; Manila; Taguig; Antipolo; Pasig City,9472062,0.001182204105579072,0.0034897418002498,0.0008512396348927501,0,
4907,Niigata,Japan,153.0,437871.2881,1,Niigata,797591,-0.0034359910290833,0.0034359910290833,-0.0034359910290833,0,
7943,Shunqing,China,89.0,1110773.197,1,Nanchong,1858875,0.0033759501018316,0.0033759501018316,0.0033759501018316,0,
8584,Linfen,China,157.0,1090241.238,1,Linfen,959198,0.0033597281576323,0.0033597281576323,0.0033597281576323,0,
11032,Jamshedpur,India,161.0,2007932.496,1,Jamshedpur,1339438,0.003275903248584,0.003275903248584,0.003275903248584,0,
10813,Anqing,China,70.0,469918.8133,1,Anqing,804493,-0.0032250734790999,0.0032250734790999,-0.0032250734790999,0,
4581,Zhongwei,China,25.0,173278.5449,1,Zhongwei,1174600,-0.0030726814569047,0.0030726814569047,-0.0030726814569047,0,
8047,Rasoi,India,94.0,698923.968,1,Narela,800000,-0.0030309944519241,0.0030309944519241,-0.0030309944519241,0,
4997,Wuzhong,China,48.0,245267.776,1,Wuzhong,7202654,-0.0029932514957789,0.0029932514957789,-0.0029932514957789,0,
1268,Maracaibo,Venezuela,295.0,2142105.375,1,Maracaibo,1752602,0.0029827278373295,0.0029827278373295,0.0029827278373295,0,
5596,Midsayap,Philippines,23.0,87377.6063,2,Budta; Malingao,2395689,0.0029249833175390588,0.0029638183406366,0.00292729657648625,0,
10113,Dalian,China,516.0,3599519.205,1,Dalian,4913879,0.002896224481439,0.002896224481439,0.002896224481439,0,
2902,Mombasa,Kenya,181.0,1617738.965,1,Mombasa,1208333,0.0028114281985759,0.0028114281985759,0.0028114281985759,0,
10300,Chennai,India,1052.0,11466400.34,1,Chennai,4681087,0.0026832935777019,0.0026832935777019,0.0026832935777019,0,
3275,Cartagena,Colombia,114.0,925945.2183,1,Cartagena,914552,0.0026785270490979,0.0026785270490979,0.0026785270490979,0,
7563,Vasai-Virar,India,128.0,1551310.96,1,Virār,1222390,0.0025991780956606,0.0025991780956606,0.0025991780956606,0,
2597,Mandalay,Myanmar,205.0,1849445.916,1,Mandalay,1208099,0.0025833231311815,0.0025833231311815,0.0025833231311815,0,
5492,Dera Ismail Khan,Pakistan,63.0,381589.8698,1,Dera Ismail Khan,763195,-0.0025807271329828,0.0025807271329828,-0.0025807271329828,0,
7318,Ziyang,China,57.0,516027.5989,1,Ziyang,905729,0.0025591202315672994,0.0025591202315673,0.0025591202315673,0,
1667,Santo Domingo,Dominican Republic,483.0,4593163.695,1,Santo Domingo,2201941,0.0024767920648013,0.0024767920648013,0.0024767920648013,0,
3968,Barranquilla,Colombia,157.0,2166638.375,1,Barranquilla,1206319,0.0024053116310744,0.0024053116310744,0.0024053116310744,0,
2747,Rabat,Morocco,203.0,2094220.784,2,Rabat; Salé,2628052,-0.0017329059822941571,0.0023555736187819,-0.0018614169035571998,0,
3886,Tangier,Morocco,86.0,1300223.171,1,Tangier,1035141,-0.0023111798347327,0.0023111798347327,-0.0023111798347327,0,
5065,Cebu City,Philippines,416.0,3191585.379,1,Cebu City,965332,0.002276329626615,0.002276329626615,0.002276329626615,0,
3307,Baghdad,Iraq,688.0,6891721.864,3,Baghdad; Sadr City; Abū Ghurayb,9327849,-0.0019081563654211359,0.0022428271673237,-0.0012193354934096,0,
10721,Jiujiang,China,99.0,570902.5578,1,Jiujiang,1164268,-0.0022378165702468,0.0022378165702468,-0.0022378165702468,0,
7459,Surabaya,Indonesia,1304.0,6856993.107,1,Surabaya,2874314,0.0022082061862322,0.0022082061862322,0.0022082061862322,0,
348,Seoul,South Korea,2282.0,22261691.61,6,Seoul; Incheon; Suwon; Goyang-si; Seongnam-si; Bucheon-si,17426691,0.0015597607219421906,0.0021926419501853,0.00069305176845765,0,
4529,Antalya,Turkey,258.0,1372672.143,1,Antalya,1335002,-0.0021886002904899,0.0021886002904899,-0.0021886002904899,0,
2155,Rajshahi,Bangladesh,139.0,805559.7922,1,Rajshahi,763580,-0.0021503134704165,0.0021503134704165,-0.0021503134704165,0,
10099,Fuyang,China,199.0,1026178.734,1,Fuyang,1768947,-0.0020405435224123,0.0020405435224123,-0.0020405435224123,0,
8331,Weinan,China,47.0,273989.0197,1,Weinan,1199290,0.002007256314618,0.002007256314618,0.002007256314618,0,
291,Alexandria,Egypt,439.0,6931368.874,1,Alexandria,5263542,0.0019576794418436,0.0019576794418436,0.0019576794418436,0,
11621,Fuzhou,China,256.0,2880409.893,1,Fuzhou,3740000,-0.0019431239035406,0.0019431239035406,-0.0019431239035406,0,
351,Sapporo,Japan,353.0,1931423.54,1,Sapporo,1973832,0.001933859674291,0.001933859674291,0.001933859674291,0,
11225,Nantong,China,658.0,2608603.798,1,Nantong,2273326,0.0019166321843848,0.0019166321843848,0.0019166321843848,0,
1147,Auckland,New Zealand,638.0,1623897.767,1,Auckland,1547200,0.0019078322068631,0.0019078322068631,0.0019078322068631,0,
7915,Xianyang,China,113.0,564730.9671,1,Xianyang,1034081,0.0018758121915692,0.0018758121915692,0.0018758121915692,0,
5831,Hamamatsu,Japan,254.0,267033.0184,1,Hamamatsu,791707,0.0018496808038376,0.0018496808038376,0.0018496808038376,0,
2457,Karachi,Pakistan,834.0,21031702.73,1,Karachi,11624219,0.0018106153343679,0.0018106153343679,0.0018106153343679,0,
2637,Istanbul,Turkey,1269.0,14210222.07,1,Istanbul,15701602,-0.0017871685276213,0.0017871685276213,-0.0017871685276213,0,
4490,Naples,Italy,618.0,2885079.239,1,Naples,909048,-0.0017659817446177,0.0017659817446177,-0.0017659817446177,0,
4522,Valencia,Spain,223.0,1404208.285,1,Valencia,824340,-0.0017649770510182,0.0017649770510182,-0.0017649770510182,0,
1744,Tainan,Taiwan,202.0,1010791.827,1,Tainan,1856642,0.001610778367505,0.001610778367505,0.001610778367505,0,
573,Belgrade,Serbia,191.0,1200546.585,1,Belgrade,1273651,-0.0015988441037686,0.0015988441037686,-0.0015988441037686,0,
1027,Kitakyushu,Japan,388.0,1208934.612,1,Kitakyushu,940978,0.0015969601989614,0.0015969601989614,0.0015969601989614,0,
2171,Lima,Peru,984.0,10828103.83,2,Lima; Callao,9037002,-0.000596214426884526,0.0015812622489771,-0.0010059826291484999,0,
4356,Lanzhou,China,250.0,2689402.429,1,Lanzhou,3000000,0.0015712382400322,0.0015712382400322,0.0015712382400322,0,
2921,Hiroshima,Japan,338.0,1150147.517,1,Hiroshima,1200754,0.0015640616549372,0.0015640616549372,0.0015640616549372,0,
5872,Davao City,Philippines,227.0,1651085.903,1,Davao,1848947,0.0015205006009754,0.0015205006009754,0.0015205006009754,0,
7831,Neijiang,China,37.0,316065.1001,1,Neijiang,1251095,0.0014456937895842,0.0014456937895842,0.0014456937895842,0,
798,Santiago de los Caballeros,Dominican Republic,117.0,678295.8372,1,Santiago de los Caballeros,1200000,0.0014016720464758,0.0014016720464758,0.0014016720464758,0,
1269,Port-au-Prince,Haiti,275.0,1733377.8,1,Port-au-Prince,1234742,0.0013811960865968,0.0013811960865968,0.0013811960865968,0,
3938,Rome,Italy,467.0,2476089.431,1,Rome,2318895,-0.0013312110117336,0.0013312110117336,-0.0013312110117336,0,
5678,Hyderabad,Pakistan,144.0,2956488.276,1,Hyderabad,1921275,0.0013306612472312,0.0013306612472312,0.0013306612472312,0,
3687,Pyinmana [Nay Pyi Taw],Myanmar,89.0,556726.2982,1,Nay Pyi Taw,925000,0.0013303005997146,0.0013303005997146,0.0013303005997146,0,
9277,Zhengzhou,China,642.0,5126112.049,1,Zhengzhou,4253913,0.0012674802393856,0.0012674802393856,0.0012674802393856,0,
9191,Anyang,China,209.0,1736590.279,1,Anyang,1146839,0.0012147377205101,0.0012147377205101,0.0012147377205101,0,
945,Oran,Algeria,178.0,1261237.6,1,Oran,803329,-0.0011892114031741,0.0011892114031741,-0.0011892114031741,0,
4407,Fez,Morocco,106.0,1434234.525,1,Fes,1191905,-0.0011678201209472,0.0011678201209472,-0.0011678201209472,0,
907,Fukuoka,Japan,450.0,2213305.216,1,Fukuoka,1612392,0.0011292210388418,0.0011292210388418,0.0011292210388418,0,
6784,Panzhihua,China,38.0,292350.2902,1,Panzhihua,787177,0.0011250293667992,0.0011250293667992,0.0011250293667992,0,
5181,Bandar Lampung,Indonesia,176.0,1257827.767,1,Bandar Lampung,1166066,0.0010293927583578,0.0010293927583578,0.0010293927583578,0,
1081,Vienna,Austria,325.0,2056564.784,1,Vienna,1691468,-0.0009995313420966,0.0009995313420966,-0.0009995313420966,0,
10851,Yangjiang,China,84.0,490069.2173,1,Yangjiang,1292987,0.0009961720420938,0.0009961720420938,0.0009961720420938,0,
8557,Chongqing,China,653.0,8449690.334,1,Chongqing,7457599,0.0009810779997386,0.0009810779997386,0.0009810779997386,0,
1186,Cologne,Germany,296.0,1156303.314,1,Köln,1024621,-0.0009606448421492,0.0009606448421492,-0.0009606448421492,0,
5472,Jakarta,Indonesia,4614.0,40545125.86,6,Jakarta; Bekasi; Depok; Tangerang; South Tangerang; Bogor,17695333,0.0005937286002901319,0.0009605569416031,0.00025741084524615,0,
10927,Wuhu,China,197.0,2137949.349,1,Wuhu,1598165,-0.0009051439761154,0.0009051439761154,-0.0009051439761154,0,
5827,Tianshui,China,48.0,584188.6461,1,Tianshui,1212791,0.000896197666793,0.000896197666793,0.000896197666793,0,
6522,Erzurum,Turkey,27.0,162678.2729,1,Erzurum,767848,-0.0008920058235072,0.0008920058235072,-0.0008920058235072,0,
3874,Hải Phòng,Vietnam,221.0,922306.6795,1,Haiphong,2625200,0.0008755768894566,0.0008755768894566,0.0008755768894566,0,
3324,Changwon,South Korea,110.0,668434.074,1,Changwon,1025702,0.0008700584934065,0.0008700584934065,0.0008700584934065,0,
1919,Kaohsiung,Taiwan,372.0,2294771.919,1,Kaohsiung,2737660,0.0007876052972501,0.0007876052972501,0.0007876052972501,0,
7829,Sialkot,Pakistan,180.0,1830743.69,1,Sialkot,911817,-0.0007796467880671,0.0007796467880671,-0.0007796467880671,0,
7021,Vadodara,India,214.0,2269389.884,1,Vadodara,1822221,0.0007753986476834,0.0007753986476834,0.0007753986476834,0,
8975,Langfang,China,144.0,512854.2475,1,Langfang,868066,0.0007721279813353,0.0007721279813353,0.0007721279813353,0,
5236,Baotou,China,235.0,1645071.521,1,Baotou,2150000,-0.0007702065404044,0.0007702065404044,-0.0007702065404044,0,
1999,Hanoi,Vietnam,925.0,4965520.0,1,Hanoi,8053663,0.0007661094018628,0.0007661094018628,0.0007661094018628,0,
9757,Dongying,China,187.0,646178.0296,1,Dongying,998968,0.0007503506881893,0.0007503506881893,0.0007503506881893,0,
8326,Taiyuan,China,367.0,4332180.125,1,Taiyuan,4303673,0.0007481143005881,0.0007481143005881,0.0007481143005881,0,
11015,Zhenjiang,China,90.0,782534.4796,1,Zhenjiang,950516,0.0007220839788225,0.0007220839788225,0.0007220839788225,0,
4605,Cairo,Egypt,1680.0,25230324.96,3,Cairo; Giza; Shubrā al Khaymah,15214548,0.00020253363806525538,0.00070556806689,3.8857805861880484e-16,0,
4655,Yinchuan,China,253.0,1913287.29,1,Yinchuan,1487579,-0.0006979767837894,0.0006979767837894,-0.0006979767837894,0,
8635,Ankang,China,105.0,807066.4361,1,Ankang,870126,0.0006825083072400999,0.0006825083072401,0.0006825083072401,0,
792,Guayaquil,Ecuador,314.0,3247674.482,1,Guayaquil,2723665,-0.0006497006440756,0.0006497006440756,-0.0006497006440756,0,
11623,Quanzhou,China,799.0,3384624.24,2,Quanzhou; Jinjiang,2885308,-0.00042542469452502575,0.0006216479062742,-0.0004217524139695,0,
8258,Pune,India,580.0,6674000.048,4,Pune; Pimpri-Chinchwad; Pimpri; Shivaji Nagar,7136756,0.00022221429609131828,0.0006171175405221,0.0001907913756566197,0,
1158,Cali,Colombia,186.0,2691615.942,1,Cali,2392877,0.0006105155087874,0.0006105155087874,0.0006105155087874,0,
2614,Barquisimeto,Venezuela,139.0,853705.7149,1,Barquisimeto,1240714,0.0005986854645656,0.0005986854645656,0.0005986854645656,0,
9390,Mysuru,India,142.0,1297639.195,1,Mysuru,920550,0.0005723038697131,0.0005723038697131,0.0005723038697131,0,
5628,Adana,Turkey,128.0,523157.8865,1,Adana,1816750,-0.0005665372238081,0.0005665372238081,-0.0005665372238081,0,
258,Tripoli,Libya,465.0,1248354.011,1,Tripoli,1302947,0.0005650613683371,0.0005650613683371,0.0005650613683371,0,
458,Beirut,Lebanon,199.0,1538385.522,2,Beirut; Ra’s Bayrūt,3167839,0.00032067847125219067,0.0005301694941249,0.0002650847470625888,0,
7901,Yibin,China,37.0,234841.4453,1,Yibin,836340,0.0005162069294723,0.0005162069294723,0.0005162069294723,0,
367,Havana,Cuba,321.0,1632771.662,1,Havana,2163824,0.0005034226792101,0.0005034226792101,0.0005034226792101,0,
11500,Guwahati,India,194.0,1375936.954,1,Guwahati,962334,0.0005028785885829,0.0005028785885829,0.0005028785885829,0,
6090,Dhaka,Bangladesh,6611.0,37307159.73,3,Dhaka; Gazipur; Comilla,14061197,0.00037541552223323304,0.000501866092094,2.933684224548129e-05,0,
8234,Kota,India,132.0,1220154.188,1,Kota,1001694,0.000491096082124,0.000491096082124,0.000491096082124,0,
467,Tbilisi,Georgia,151.0,988277.7269,1,Tbilisi,1049498,-0.000482262754851,0.000482262754851,-0.000482262754851,0,
9113,Jiaozuo,China,135.0,723574.9448,1,Jiaozuo,865413,0.0004495476012168,0.0004495476012168,0.0004495476012168,0,
1142,Taipei,Taiwan,972.0,9686521.352,2,Taipei; New Taipei City,11876267,0.0004165218934767463,0.0004195205423698,0.00041507380273615,0,
8660,Agra,India,209.0,2790455.796,1,Agra,1430055,0.00041304537317110005,0.0004130453731711,0.0004130453731711,0,
10199,Linyi,China,829.0,1555397.381,1,Linyi,2743843,0.0003796795217104,0.0003796795217104,0.0003796795217104,0,
11173,Huizhou,China,152.0,1061951.602,1,Huizhou,2900113,-0.0003771200649233,0.0003771200649233,-0.0003771200649233,0,
11122,Bhubaneshwar,India,155.0,1173697.418,1,Bhubaneswar,885363,0.0003474043925275,0.0003474043925275,0.0003474043925275,0,
9409,Pingdingshan,China,121.0,703495.1341,1,Pingdingshan,979130,0.0003472585029559,0.0003472585029559,0.0003472585029559,0,
3831,Ulsan,South Korea,199.0,887567.7324,1,Ulsan,1098421,0.0003399052354951,0.0003399052354951,0.0003399052354951,0,
5559,Kayseri,Turkey,160.0,893375.5148,1,Kayseri,1452458,-0.0003388840098605,0.0003388840098605,-0.0003388840098605,0,
10447,Bengbu,China,134.0,671788.502,1,Bengbu,972784,-0.0003342250636843,0.0003342250636843,-0.0003342250636843,0,
8363,Natal,Brazil,210.0,1133223.558,1,Natal,896708,0.0003325867328523,0.0003325867328523,0.0003325867328523,0,
11630,Wenzhou,China,514.0,3838181.83,2,Wenzhou; Rui’an,3577383,0.0002448985936255415,0.0003306022888904,0.00016530114444539428,0,
109,Sofia,Bulgaria,201.0,1068056.502,1,Sofia,1152556,-0.0003294000406889,0.0003294000406889,-0.0003294000406889,0,
9701,Panjin,China,81.0,577711.9971,1,Panjin,1166481,0.0003149296385248,0.0003149296385248,0.0003149296385248,0,
6207,Malatya,Turkey,49.0,510424.5299,1,Malatya,750491,-0.0003126091903371,0.0003126091903371,-0.0003126091903371,0,
3397,Algiers,Algeria,468.0,3316231.955,1,Algiers,2364230,-0.0003050398441828,0.0003050398441828,-0.0003050398441828,0,
1156,Trujillo,Peru,94.0,991426.9265,1,Trujillo,919899,-0.0002982185846655,0.0002982185846655,-0.0002982185846655,0,
362,Managua,Nicaragua,216.0,1436088.514,1,Managua,973087,0.0002791380982256,0.0002791380982256,0.0002791380982256,0,
7260,Bahawalpur,Pakistan,83.0,738885.3445,1,Bahawalpur,903795,-0.0002729492771905,0.0002729492771905,-0.0002729492771905,0,
3494,Ottawa,Canada,208.0,604618.1703,1,Ottawa,1017449,0.0002719925024275,0.0002719925024275,0.0002719925024275,0,
1094,Izmir,Turkey,307.0,2457529.398,1,İzmir,2938292,-0.0002703422480119,0.0002703422480119,-0.0002703422480119,0,
8745,Beijing,China,2179.0,18150575.83,1,Beijing,18960744,0.0002529408037319,0.0002529408037319,0.0002529408037319,0,
8006,Xi'an,China,691.0,5298991.798,1,Xi’an,9600000,0.0002515117993584,0.0002515117993584,0.0002515117993584,0,
6998,Jepara,Indonesia,169.0,682383.7687,1,Jepara,1257912,0.00024401756337889997,0.0002440175633789,0.0002440175633789,0,
7672,Zigong,China,83.0,414628.4234,1,Zigong,1262064,0.00024214625137559996,0.0002421462513756,0.0002421462513756,0,
10403,Tianjia‘an,China,168.0,1177306.495,1,Huainan,1666826,-0.0002308977935756,0.0002308977935756,-0.0002308977935756,0,
3920,Busan,South Korea,355.0,3263408.049,1,Busan,3285147,0.0002305254564494,0.0002305254564494,0.0002305254564494,0,
2920,Daegu,South Korea,287.0,2300085.2,1,Daegu,2365523,0.000217891965716,0.000217891965716,0.000217891965716,0,
9558,Bengaluru,India,1008.0,15178532.9,1,Bengaluru,8495492,0.0002141837252329,0.0002141837252329,0.0002141837252329,0,
3130,Bursa,Turkey,216.0,2366447.919,1,Bursa,3101833,-0.0002096325866145,0.0002096325866145,-0.0002096325866145,0,
795,Kingston,Jamaica,118.0,593374.8263,1,Kingston,937700,0.0001636288480058,0.0001636288480058,0.0001636288480058,0,
5657,Jalandhar,India,144.0,1170866.618,1,Jalandhar,868929,-0.0001559091938008,0.0001559091938008,-0.0001559091938008,0,
9831,Xinyang,China,81.0,350066.6744,1,Xinyang,1230042,-0.0001533313902071,0.0001533313902071,-0.0001533313902071,0,
1646,Medan,Indonesia,607.0,4350623.852,1,Medan,2435252,0.0001521960233025,0.0001521960233025,0.0001521960233025,0,
3468,Karbala,Iraq,106.0,1078646.121,1,Karbala,1218732,-0.0001279146362438,0.0001279146362438,-0.0001279146362438,0,
5500,Sendai,Japan,298.0,1269674.844,1,Sendai,1096704,0.0001260206090287,0.0001260206090287,0.0001260206090287,0,
3881,Bogota,Colombia,534.0,10419360.65,2,Bogotá; Kennedy,8654280,0.00011455380824912634,0.0001202890283737,9.49632340592524e-05,0,
1498,Milan,Italy,785.0,3135553.23,1,Milan,1371498,-0.0001163008848194,0.0001163008848194,-0.0001163008848194,0,
11636,Putian,China,453.0,2463177.341,1,Putian,1539389,-0.0001160814337147,0.0001160814337147,-0.0001160814337147,0,
2471,San Diego,United States,778.0,1977278.929,1,San Diego,1404452,-0.000112629316547,0.000112629316547,-0.000112629316547,0,
666,Cochabamba,Bolivia,293.0,1357547.955,1,Cochabamba,841276,-0.0001074989858086,0.0001074989858086,-0.0001074989858086,0,
9025,Luoyang,China,340.0,1603585.414,1,Luoyang,1390581,9.478375575265922e-05,9.478375575265922e-05,9.478375575265922e-05,0,
4968,Palembang,Indonesia,245.0,2203124.013,1,Palembang,1668848,9.042149292762258e-05,9.042149292762258e-05,9.042149292762258e-05,0,
6943,Baoji,China,155.0,773900.6475,1,Baoji,1437802,8.616546833398013e-05,8.616546833398013e-05,8.616546833398013e-05,0,
5201,Basra,Iraq,188.0,2131556.447,2,Al Başrah al Qadīmah; Basrah,3342047,7.659041462962075e-05,8.563931653143841e-05,7.424075021490034e-05,0,
8485,Qujing,China,109.0,701652.2536,1,Qujing,1408500,-7.425047756744359e-05,7.425047756744359e-05,-7.425047756744359e-05,0,
10887,Nanjing,China,1012.0,8061028.981,1,Nanjing,9314685,-6.38610302273468e-05,6.38610302273468e-05,-6.38610302273468e-05,0,
5906,Khulna,Bangladesh,126.0,1081072.111,1,Khulna,1500689,6.173769196178179e-05,6.173769196178179e-05,6.173769196178179e-05,0,
9241,Xinxiang,China,130.0,870471.0626,1,Xinxiang,1047088,5.675551645155852e-05,5.675551645155852e-05,5.675551645155852e-05,0,
8506,Jinzhong,China,65.0,445102.0793,1,Jinzhong,1226617,5.542377266519764e-05,5.542377266519764e-05,5.542377266519764e-05,0,
8954,Solapur,India,76.0,1109881.787,1,Sholapur,997281,5.45804768456626e-05,5.45804768456626e-05,5.45804768456626e-05,0,
8629,Liupanshui,China,75.0,924181.6794,1,Liupanshui,1320825,5.177748474642641e-05,5.1777484746426405e-05,5.1777484746426405e-05,0,
4316,Amritsar,India,128.0,1303219.344,1,Amritsar,1159227,-5.011482914793282e-05,5.011482914793282e-05,-5.011482914793282e-05,0,
1648,Kuala Lumpur,Malaysia,1340.0,8413205.796,3,Kuala Lumpur; Kampung Baru Subang; Petaling Jaya,3095425,1.3896382499323072e-05,4.014157512375032e-05,7.280506355712159e-06,0,
6378,Chengdu,China,867.0,5609626.82,1,Chengdu,13568357,3.854409003034229e-05,3.854409003034229e-05,3.854409003034229e-05,0,
8895,Changzhi,China,114.0,590097.966,1,Changzhi,1214940,3.543453867513183e-05,3.543453867513183e-05,3.543453867513183e-05,0,
7738,Gujranwala,Pakistan,231.0,3108698.023,1,Gujranwala,2511118,-3.533074269846222e-05,3.533074269846222e-05,-3.533074269846222e-05,0,
7440,Datong,China,223.0,1571546.624,1,Datong,1850000,-3.378351124176497e-05,3.378351124176497e-05,-3.378351124176497e-05,0,
8909,Anshun,China,55.0,582993.3581,1,Anshun,765313,-3.289734126340777e-05,3.289734126340777e-05,-3.289734126340777e-05,0,
