name,country,lat,lon,population,population_million,P0,dP,dP_lo,dP_hi,p_two_zero_aware,zero_exact_dP,fdr_bh_zero_aware,fdr_by_zero_aware,material_bh_zero_aware,material_by_zero_aware,static_counterfactual_tier,observed_tier_bh,observed_tier_by,direction_side,ab_followup_bh,ab_followup_by,detectable_update_bh,detectable_update_by,screening_tier,policy_action,susceptibility_proxy_count
Pasig City,PH,14.58691,121.0614,853050,0.85305,0.09217958183859,0.0009425574639516,0.0001068769301092,0.0018619490104443,0.0435,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Goyang-si,KR,37.65639,126.835,1061752,1.061752,0.0649212863447575,0.0009003048747226,0.0004644921017719,0.0009003048747226,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Tianshui,CN,34.57952,105.74238,1212791,1.212791,0.0499841282868138,0.000896197666793,0.0003110550326181,0.0015946017783014,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Changwon,KR,35.22806,128.68111,1025702,1.025702,0.0747000136905247,0.0008700584934065,0.0001483121294334,0.0016925404970798,0.0224999999999999,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Vadodara,IN,22.29941,73.20812,1822221,1.822221,0.0140510981190628,0.0007753986476834,0.0002025649499052,0.0014310177372404,0.002,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Langfang,CN,39.52079,116.71471,868066,0.868066,0.0420755965995724,0.0007721279813353,0.0002566857307108,0.0013174704850387,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Caloocan,PH,14.64953,120.96788,1712945,1.712945,0.5268838785496096,0.0007599218058339,0.0007599218058339,0.0007599218058339,0.0089999999999998,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,4
Dongying,CN,37.46271,118.49165,998968,0.998968,0.0194504661258786,0.0007503506881893,0.0004929263375389,0.0007503506881893,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Incheon,KR,37.45646,126.70515,3015482,3.015482,0.0362147303831938,0.0007501877106964,0.0002689295014475,0.0012369028753423,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Taiyuan,CN,37.86944,112.56028,4303673,4.303673,0.205668978830565,0.0007481143005881,0.0006934087391053,0.0007481143005881,0.0155,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Giza,EG,30.00944,31.20861,4367343,4.367343,0.1899640951263256,0.00070556806689,0.0001094598125627,0.0013921614717881,0.03,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Ankang,CN,32.68,109.01722,870126,0.870126,0.0360688719453292,0.0006825083072401,0.0001954378221154,0.0012248434299897,0.0004999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Suwon,KR,37.29111,127.00889,1234582,1.234582,0.0305140964307564,0.0006359158262189,0.0002248553384981,0.0011049711007059,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Pimpri-Chinchwad,IN,18.61867,73.80375,1727692,1.727692,0.0070768836363395,0.0006171175405221,0.0002232672410458,0.0010910841725212,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Chiba,JP,35.6,140.11667,979768,0.979768,0.4113296161094694,0.0006153195528436,0.0006153195528436,0.0006153195528436,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,4
Barquisimeto,VE,10.0647,-69.35703,1240714,1.240714,0.0112790643540553,0.0005986854645656,0.0002231788041404,0.0010451086370402,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Mysuru,IN,12.29791,76.63925,920550,0.92055,0.007556444717322,0.0005723038697131,0.0002009788193956,0.00083953289685,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Bucheon-si,KR,37.49889,126.78306,850731,0.850731,0.0273183104753989,0.000571231348487,0.0002000369447814,0.0009909100519071,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Tripoli,LY,32.88743,13.18733,1302947,1.302947,0.0772701665063333,0.0005650613683371,0.0001188310637474,0.0010954979640199,0.01,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Yibin,CN,28.7593,104.63994,836340,0.83634,0.0198677749140312,0.0005162069294723,0.0001457609461879,0.0009278182293975,0.0015,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Havana,CU,23.13302,-82.38304,2163824,2.163824,0.1581549806806647,0.0005034226792101,4.3504630703865296e-05,0.001020372433894,0.0629999999999999,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
San Jose,US,37.33939,-121.89496,997368,0.997368,0.0164949884085017,0.000496426350033,4.1933674113270494e-05,0.0006725883656629,0.052,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Jiaozuo,CN,35.23925,113.23914,865413,0.865413,0.0053303015640954,0.0004495476012168,0.0001540478204035,0.0008058822757498,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Linyi,CN,35.06306,118.34278,2743843,2.743843,0.019352023834308,0.0003796795217104,0.0001432454484555,0.0003796795217104,0.0009999999999998,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Pimpri,IN,18.62292,73.80696,1284606,1.284606,0.0041057847594442,0.000359197196582,0.0001274083604583,0.0006371388735635,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Bhubaneswar,IN,20.27241,85.83385,885363,0.885363,0.0076663980994504,0.0003474043925275,7.139984301811629e-05,0.0006828435154962,0.016,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Natal,BR,-5.795,-35.20944,896708,0.896708,0.0338794378118827,0.0003325867328523,0.0001241945875274,0.0005651338887189,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Antipolo,PH,14.62578,121.12251,913712,0.913712,0.030323246181374,0.0003314198522643,4.701257432291259e-05,0.0003908803154227,0.038,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Wenzhou,CN,27.99942,120.66682,2650000,2.65,0.3178377257589561,0.0003306022888904,0.0002252022240566,0.0003306022888904,0.0375,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Panjin,CN,41.121,122.0739,1166481,1.166481,0.0099419021655215,0.0003149296385248,0.0002065743309335,0.0003149296385248,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Beijing,CN,39.9075,116.39723,18960744,18.960744,0.0133751988593272,0.0002529408037319,8.536362684613057e-05,0.0004465976104572,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Xi’an,CN,34.25833,108.92861,9600000,9.6,0.016892645328862,0.0002515117993584,7.72506997488152e-05,0.0004475284629426,0.0004999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Jepara,ID,-6.5924,110.671,1257912,1.257912,0.400457100555966,0.0002440175633789,0.0002440175633789,0.0002440175633789,0.014,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Zigong,CN,29.34162,104.77689,1262064,1.262064,0.0079218983412121,0.0002421462513756,7.48659079897334e-05,0.000263836947325,0.0004999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Bengaluru,IN,12.97194,77.59369,8495492,8.495492,0.0023411441177844,0.0002141837252329,7.655866955664931e-05,0.0003433422367366,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Kingston,JM,17.99702,-76.79358,937700,0.9377,0.2016100692516548,0.0001636288480058,0.0001636288480058,0.0001636288480058,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Medan,ID,3.58333,98.66667,2435252,2.435252,0.0255405632082807,0.0001521960233025,0.0001521960233025,0.0001521960233025,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Setagaya,JP,35.64188,139.64715,940071,0.940071,0.1613457977560709,0.0001375596194314,0.0001375596194314,0.0001375596194314,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Luoyang,CN,34.67345,112.43684,1390581,1.390581,0.0019496602288644,9.478375575265922e-05,2.845138052769508e-05,0.000172501886557,0.0004999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Baoji,CN,34.36775,107.23705,1437802,1.437802,0.0053612930528943,8.616546833398013e-05,2.737423294727152e-05,0.000149496377631,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Xinxiang,CN,35.19033,113.80151,1047088,1.047088,0.0007207940461426,5.675551645155852e-05,1.8903826858062e-05,0.000102643866433,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Jinzhong,CN,37.68403,112.75471,1226617,1.226617,0.0025700084532017,5.542377266519764e-05,1.0828303741720153e-05,0.0001059204786682,0.01,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Sholapur,IN,17.67152,75.91044,997281,0.997281,0.0005749277161406,5.45804768456626e-05,1.9556750409579385e-05,9.625853792857328e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Petaling Jaya,MY,3.10726,101.60671,807879,0.807879,0.0013851567847111,4.014157512375032e-05,1.319430191007989e-05,7.036400848204903e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Chengdu,CN,30.66667,104.06667,13568357,13.568357,0.0023246181498894,3.854409003034229e-05,9.608372054199508e-06,7.144820214034363e-05,0.0044999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Changzhi,CN,36.18389,113.10528,1214940,1.21494,0.0004179096207422,3.543453867513183e-05,1.2034516440258153e-05,6.345309384537258e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Liaocheng,CN,36.45064,116.00247,1229768,1.229768,0.0006969838850868,2.521880481458296e-05,1.3086491701864336e-05,2.521880481458296e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Valencia,VE,10.16153,-68.00044,1619470,1.61947,0.000540082254466,2.46839178901176e-05,1.1271279868977578e-05,2.46839178901176e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Kallakurichi,IN,11.73379,78.95925,1682687,1.682687,0.0004031115818851,2.428137778359885e-05,7.709834764843025e-06,4.388277053135459e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Heze,CN,35.23929,115.47358,1346717,1.346717,0.0026021367727783,2.251571264893885e-05,1.4880687693274455e-05,2.251571264893885e-05,0.0235,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Shivaji Nagar,IN,18.53017,73.85263,1000000,1.0,0.002312920031486,2.238555473123944e-05,2.238555473123944e-05,2.238555473123944e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Caracas,VE,10.48801,-66.87919,3000000,3.0,0.0419369684137747,2.042034761258471e-05,2.042034761258471e-05,2.042034761258471e-05,0.004,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Handan,CN,36.60999,114.48764,1358318,1.358318,0.0001551145054168,1.4961671246194909e-05,5.279814060405384e-06,2.1006966030205707e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Indore,IN,22.71792,75.8333,1994397,1.994397,0.0006930996580622,1.4940004805608672e-05,1.4940004805608672e-05,1.4940004805608672e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Pune,IN,18.51957,73.85535,3124458,3.124458,0.00205348391947,1.1486070368725823e-05,1.1486070368725823e-05,1.1486070368725823e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Aurangabad,IN,19.87757,75.34226,1175116,1.175116,9.16834520767329e-05,8.714882584437593e-06,3.096644419045499e-06,1.5308654333125667e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Shenyang,CN,41.79222,123.43278,7050000,7.05,0.0001640311709176,7.412707708519327e-06,3.896806972735612e-06,7.412707708519327e-06,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Kuala Lumpur,MY,3.1412,101.68653,1453975,1.453975,0.0002509336037781,7.280506355712159e-06,2.469142439068733e-06,1.3017520717775924e-05,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Xuchang,CN,34.03189,113.86299,1265536,1.265536,6.937819780327166e-05,3.616357162117631e-06,1.0736648918023115e-06,6.577038676394808e-06,0.0004999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Anshan,CN,41.12361,122.99,1450000,1.45,0.0004493579955278,2.976771155298167e-06,2.976771155298167e-06,2.976771155298167e-06,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Addis Ababa,ET,9.02497,38.74689,3860000,3.86,3.5216725296544107e-05,2.8194569339276605e-06,1.0492545368157678e-06,4.871783681492349e-06,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Jerusalem,IL,31.76904,35.21633,971800,0.9718,0.0001938295178774,1.707265361990725e-06,3.38023119115846e-07,3.1575186939809707e-06,0.0135,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Pyongyang,KP,39.03385,125.75432,3222000,3.222,3.1692283420142506e-05,1.532334130254123e-06,5.846690779227911e-07,2.617020214579421e-06,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Kyoto,JP,35.02107,135.75385,1463723,1.463723,4.023278565693553e-05,8.994660704178545e-07,3.099619194728326e-07,1.3932253853739571e-06,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Medellín,CO,6.245,-75.57151,1999979,1.999979,0.0016883992300085,8.566869730858729e-07,8.566869730858729e-07,8.566869730858729e-07,0.0095,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Gwangju,KR,35.15472,126.91556,1401235,1.401235,5.93785546995185e-05,6.674624721634217e-07,2.2547002244670325e-07,6.674624721634217e-07,0.0009999999999998,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Amman,JO,31.95522,35.94503,1275857,1.275857,7.266128652353663e-05,6.400844697075083e-07,1.4208049177877262e-07,1.2055758735370843e-06,0.0129999999999999,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Salem,IN,11.65376,78.15538,917414,0.917414,9.810469988748984e-05,4.997142860270237e-07,4.997142860270237e-07,4.997142860270237e-07,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Tiruppur,IN,11.11541,77.35456,963173,0.963173,7.4594840108496915e-06,3.315665642735338e-07,9.981095702207494e-08,5.967254161289375e-07,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Fushun,CN,41.88669,123.94363,1400646,1.400646,1.6597277522305454e-05,2.6350394759514496e-07,2.6350394759514496e-07,2.6350394759514496e-07,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Meishan,CN,30.04392,103.83696,1107742,1.107742,9.68313919586411e-06,2.3526340848704938e-07,7.163183756303862e-08,4.320314027484881e-07,0.0004999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Tangshan,CN,39.64381,118.18319,3372102,3.372102,2.078769123479149e-05,1.5904333389553664e-07,1.5904333389553664e-07,1.5904333389553664e-07,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,3
Weifang,CN,36.71,119.10194,2044028,2.044028,1.651501549718634e-05,1.348122234628772e-07,1.348122234628772e-07,1.348122234628772e-07,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Soweto,ZA,-26.26781,27.85849,1695047,1.695047,4.0812799005565885e-06,1.1792560651695025e-07,4.019079591783912e-08,2.0570514855870442e-07,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Lucknow,IN,26.83928,80.92313,2472011,2.472011,2.508398865434588e-06,9.315278130211076e-08,1.4893206708783154e-08,9.346896860413581e-08,0.0289999999999999,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Xining,CN,36.62554,101.75739,1677177,1.677177,2.7493342803258933e-06,6.044792135420331e-08,2.004564666055837e-08,1.0632543071983912e-07,0.0004999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Daejeon,KR,36.34913,127.38493,1441203,1.441203,3.026727325143254e-06,6.005393629582567e-08,1.405003041603332e-08,1.0555903554456245e-07,0.0044999999999999,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Dodoma,TZ,-6.17221,35.73947,765179,0.765179,5.667095039637116e-07,5.6511767885969806e-08,2.1313259787174363e-08,9.743680761301445e-08,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Gwalior,IN,26.22983,78.17337,1054420,1.05442,1.190361765577402e-06,4.8166977239862135e-08,1.0535698401449972e-08,9.030520670976156e-08,0.0084999999999999,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,0
Johannesburg,ZA,-26.20227,28.04363,9418183,9.418183,6.438070122101373e-07,1.8602399924541268e-08,6.2453812007353724e-09,3.2311783951533915e-08,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Zarqa,JO,32.07275,36.08796,792665,0.792665,1.749095335924001e-06,1.5409152664978725e-08,3.309658655774288e-09,2.856355898794109e-08,0.0109999999999998,False,True,False,False,False,D static-routine baseline,C detectable sub-material update,D static-routine baseline,increase-side,False,False,True,False,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Sanhe,CN,39.98049,117.06887,965075,0.965075,3.7244578235370537e-07,1.2834426076257588e-08,4.801340883648031e-09,2.25221151904398e-08,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,1
Rājkot,IN,22.29161,70.79322,1390640,1.39064,2.140293235596366e-07,8.910568479958237e-09,2.550288198008713e-09,1.6517173464236514e-08,0.0029999999999998,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
Ashgabat,TM,37.95,58.38333,1030063,1.030063,1.678461876942227e-07,6.8795958355776e-09,2.673858275565346e-09,1.168140727889648e-08,0.000249937515621,False,True,True,False,False,D static-routine baseline,C detectable sub-material update,C detectable sub-material update,increase-side,False,False,True,True,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,2
