city_row_id,name,country,lat,lon,population,pga,wtd,tws_cm_yr,reversal,dP,dP_lo,dP_hi,p_two,ci_excl0,fdr_sig,pga_475_g,vs30,precip,dw_km,is_material_hotspot,ghsl_uc_id,ghsl_uc_name,ghsl_country_name,ghsl_area_km2,ghsl_pop_2025,ghsl_match_method,distance_to_ghsl_centroid_km,ghsl_matched
77,Nay Pyi Taw,MM,19.745,96.12972,925000,0.7756317,0.7476920729381504,0.4398,True,0.0013303005997146,-0.0011687162776094,0.0022708897998283,0.4479999999999999,False,False,0.7756317,259.0514831542969,1169.0,11.665951490205869,False,3687.0,Pyinmana [Nay Pyi Taw],Myanmar,89.0,556726.2982,within_polygon,0.0,True
78,Zhengzhou,CN,34.75778,113.64861,4253913,0.0933468099999583,1.831082627603621,1.526,True,0.0012674802393856,0.0003708182977496,0.0015282868465959,0.0,True,True,0.0933468099999583,200.2095489501953,613.0,16.15501701056385,False,9277.0,Zhengzhou,China,642.0,5126112.049,within_polygon,0.0,True
79,Anyang,CN,36.096,114.38278,1146839,0.0894178111152896,5.004959182116465,2.7657,True,0.0012147377205101,0.0004180393231679,0.0021176154165551,0.0,True,True,0.0894178111152896,245.30303955078125,547.0,16.82503865070662,False,9191.0,Anyang,China,209.0,1736590.279,within_polygon,0.0,True
80,Fukuoka,JP,33.6,130.41667,1612392,0.2703739154132848,0.1373311970702957,0.407,False,0.0011292210388418,0.0008565886039953,0.0011292210388418,0.0035,True,True,0.2703739154132848,194.5,1708.0,2.396636241031313,False,907.0,Fukuoka,Japan,450.0,2213305.216,within_polygon,0.0,True
81,Panzhihua,CN,26.58509,101.71276,787177,0.1657901999999992,5.020218204013133,0.3991,False,0.0011250293667992,-5.167743531071313e-05,0.0025901623236461,0.1220000000000001,False,False,0.1657901999999992,576.024169921875,796.0,0.4427418883550131,False,6784.0,Panzhihua,China,38.0,292350.2902,within_polygon,0.0,True
82,Quezon City,PH,14.6488,121.0509,3084270,0.3776324,6.759746700236519,0.3367,False,0.0010393864693847,0.0001278362339753,0.002107218975152,0.0409999999999999,True,True,0.3776324,280.5470886230469,2273.0,11.550313649240405,False,2323.0,Manila,Philippines,2555.0,25921189.32,within_polygon,0.0,True
83,Bandar Lampung,ID,-5.42917,105.26111,1166066,0.2649017,20.38605325398646,0.2514,False,0.0010293927583578,-0.0004333286283527,0.002609123871258,0.294,False,False,0.2649017,439.3459167480469,2236.0,2.6500488079175253,False,5181.0,Bandar Lampung,Indonesia,176.0,1257827.767,within_polygon,0.0,True
84,Yangjiang,CN,21.85563,111.96272,1292987,0.1137957653696654,1.0986495765621953,0.1299,False,0.0009961720420938,-0.0012508917079017,0.0035528166136206,0.5185,False,False,0.1137957653696654,314.6648864746094,2205.0,1.542818629129887,False,10851.0,Yangjiang,China,84.0,490069.2173,within_polygon,0.0,True
85,Chongqing,CN,29.56026,106.55771,7457599,0.1132862,42.42008087281607,0.585,False,0.0009810779997386,0.0001384336500808,0.0018902126279857,0.0329999999999999,True,True,0.1132862,432.7224426269531,1147.0,0.3210616400895512,False,8557.0,Chongqing,China,653.0,8449690.334,within_polygon,0.0,True
86,Jakarta,ID,-6.21462,106.84513,8540121,0.2440006999996528,1.464866102082908,0.2499,False,0.0009605569416031,-3.502980449082149e-05,0.0020729046187427,0.1225,False,False,0.2440006999996528,214.3814392089844,2145.0,12.46998739766137,False,5472.0,Jakarta,Indonesia,4614.0,40545125.86,within_polygon,0.0,True
87,Pasig City,PH,14.58691,121.0614,853050,0.3756936,34.13443198290992,0.3367,False,0.0009425574639516,0.0001068769301092,0.0018619490104443,0.0435,True,True,0.3756936,235.3219757080078,2273.0,9.33741833388168,False,2323.0,Manila,Philippines,2555.0,25921189.32,within_polygon,0.0,True
88,Goyang-si,KR,37.65639,126.835,1061752,0.1293693534595363,0.4425116350042231,0.6391,True,0.0009003048747226,0.0004644921017719,0.0009003048747226,0.0,True,True,0.1293693534595363,446.4551086425781,1315.0,6.414666309623628,False,348.0,Seoul,South Korea,2282.0,22261691.61,within_polygon,0.0,True
89,Tianshui,CN,34.57952,105.74238,1212791,0.2934561000002377,1.3275349050126124,0.562,False,0.000896197666793,0.0003110550326181,0.0015946017783014,0.0,True,True,0.2934561000002377,528.0335083007812,611.0,5.532523941838416,False,5827.0,Tianshui,China,48.0,584188.6461,within_polygon,0.0,True
90,Haiphong,VN,20.86481,106.68345,2625200,0.0714270100110461,4.53192950331885,0.3986,False,0.0008755768894566,-3.366235461207609e-05,0.0019457533547552,0.1169999999999999,False,False,0.0714270100110461,600.0,1694.0,2.5877902915309345,False,3874.0,Hải Phòng,Vietnam,221.0,922306.6795,within_polygon,0.0,True
91,Changwon,KR,35.22806,128.68111,1025702,0.2072810476453046,1.6327153429465395,0.376,True,0.0008700584934065,0.0001483121294334,0.0016925404970798,0.0224999999999999,True,True,0.2072810476453046,425.8367614746094,1396.0,6.908779725169293,False,3324.0,Changwon,South Korea,110.0,668434.074,within_polygon,0.0,True
92,Kaohsiung,TW,22.61626,120.31333,2737660,0.3681412361152513,1.1596856641489808,0.0956,False,0.0007876052972501,-0.0005893739314591,0.0021888046072442,0.4155,False,False,0.3681412361152513,209.50657653808597,1990.0,2.8664741308134767,False,1919.0,Kaohsiung,Taiwan,372.0,2294771.919,within_polygon,0.0,True
93,Vadodara,IN,22.29941,73.20812,1822221,0.0722415566693286,8.30090791180288,1.6367,False,0.0007753986476834,0.0002025649499052,0.0014310177372404,0.002,True,True,0.0722415566693286,230.3549652099609,891.0,16.9649676405298,False,7021.0,Vadodara,India,214.0,2269389.884,within_polygon,0.0,True
94,Langfang,CN,39.52079,116.71471,868066,0.1032498746941712,10.69657434958424,0.5703,True,0.0007721279813353,0.0002566857307108,0.0013174704850387,0.0,True,True,0.1032498746941712,184.2429351806641,548.0,12.859938284997147,False,8975.0,Langfang,China,144.0,512854.2475,within_polygon,0.0,True
95,Hanoi,VN,21.0245,105.84117,8053663,0.08338389,0.3662165255207696,0.1071,False,0.0007661094018628,-0.0021939410903894,0.0026238545484459,0.7110000000000001,False,False,0.08338389,273.5119934082031,1628.0,1.9750752720214384,False,1999.0,Hanoi,Vietnam,925.0,4965520.0,within_polygon,0.0,True
96,Caloocan,PH,14.64953,120.96788,1712945,0.3198267016083664,0.091554131380235,0.4215,False,0.0007599218058339,0.0007599218058339,0.0007599218058339,0.0089999999999998,True,True,0.3198267016083664,240.3080596923828,2258.0,2.699549179196848,False,2323.0,Manila,Philippines,2555.0,25921189.32,within_polygon,0.0,True
97,Dongying,CN,37.46271,118.49165,998968,0.0850820200001394,1.1596856641489808,2.0596,True,0.0007503506881893,0.0004929263375389,0.0007503506881893,0.0,True,True,0.0850820200001394,203.51611328125,604.0,17.180003744732034,False,9757.0,Dongying,China,187.0,646178.0296,within_polygon,0.0,True
98,Incheon,KR,37.45646,126.70515,3015482,0.1299214000302797,21.896696421759373,0.6391,True,0.0007501877106964,0.0002689295014475,0.0012369028753423,0.0,True,True,0.1299214000302797,387.766357421875,1259.0,7.101012323889473,False,348.0,Seoul,South Korea,2282.0,22261691.61,within_polygon,0.0,True
99,Taiyuan,CN,37.86944,112.56028,4303673,0.1791104881897064,0.1373311970702957,0.6424,True,0.0007481143005881,0.0006934087391053,0.0007481143005881,0.0155,True,True,0.1791104881897064,256.29119873046875,412.0,3.390299386532964,False,8326.0,Taiyuan,China,367.0,4332180.125,within_polygon,0.0,True
100,Zhenjiang,CN,32.21086,119.45508,950516,0.05357852,9.048599984741031,0.1582,False,0.0007220839788225,-0.0003598339920611,0.0018659706994761,0.3334999999999999,False,False,0.05357852,267.0880126953125,1005.0,2.524998885224889,False,11015.0,Zhenjiang,China,90.0,782534.4796,within_polygon,0.0,True
101,Giza,EG,30.00944,31.20861,4367343,0.2299891999999745,17.608911268787722,0.1375,True,0.00070556806689,0.0001094598125627,0.0013921614717881,0.03,True,True,0.2299891999999745,236.0592193603516,26.0,1.197937229773541,False,4605.0,Cairo,Egypt,1680.0,25230324.96,within_polygon,0.0,True
102,Ankang,CN,32.68,109.01722,870126,0.0616723443335407,23.49889372091252,0.5842,False,0.0006825083072401,0.0001954378221154,0.0012248434299897,0.0004999999999999,True,True,0.0616723443335407,509.4773864746094,914.0,2.1926193258491864,False,8635.0,Ankang,China,105.0,807066.4361,within_polygon,0.0,True
103,Suwon,KR,37.29111,127.00889,1234582,0.1291057000001796,2.655069810025225,0.6391,True,0.0006359158262189,0.0002248553384981,0.0011049711007059,0.0,True,True,0.1291057000001796,338.2337341308594,1315.0,12.496469967354347,False,348.0,Seoul,South Korea,2282.0,22261691.61,within_polygon,0.0,True
104,Pimpri-Chinchwad,IN,18.61867,73.80375,1727692,0.1354138,5.645838101777713,2.5294,False,0.0006171175405221,0.0002232672410458,0.0010910841725212,0.0,True,True,0.1354138,311.8620300292969,1138.0,19.612134255508877,False,8258.0,Pune,India,580.0,6674000.048,within_polygon,0.0,True
105,Chiba,JP,35.6,140.11667,979768,0.7891407000048927,0.0762951094835102,1.0304,False,0.0006153195528436,0.0006153195528436,0.0006153195528436,0.0,True,True,0.7891407000048927,260.20001220703125,1376.0,3.375080387177573,False,5929.0,Tokyo,Japan,5165.0,33155906.87,within_polygon,0.0,True
106,Cali,CO,3.43054,-76.5199,2392877,0.3503494944669512,0.106813153276903,0.1145,False,0.0006105155087874,-0.0003694286458395,0.0006105155087874,0.3594999999999999,False,False,0.3503494944669512,270.05010986328125,1832.0,7.326531954680867,False,1158.0,Cali,Colombia,186.0,2691615.942,within_polygon,0.0,True
107,Barquisimeto,VE,10.0647,-69.35703,1240714,0.4172064835994755,19.62310215915164,1.5713,False,0.0005986854645656,0.0002231788041404,0.0010451086370402,0.0,True,True,0.4172064835994755,279.1226806640625,964.0,17.463442359662942,False,2614.0,Barquisimeto,Venezuela,139.0,853705.7149,within_polygon,0.0,True
108,Tangerang,ID,-6.17806,106.63,1912679,0.2445076999837557,0.7324330510414825,0.2499,False,0.0005862220146996,-1.036897514979511e-05,0.0012504614267452,0.1109999999999999,False,False,0.2445076999837557,217.17312622070312,2285.0,15.863102948470502,False,5472.0,Jakarta,Indonesia,4614.0,40545125.86,within_polygon,0.0,True
109,Mysuru,IN,12.29791,76.63925,920550,0.0643349354158487,3.189135576409569,2.2097,False,0.0005723038697131,0.0002009788193956,0.00083953289685,0.0,True,True,0.0643349354158487,454.8702697753906,723.0,13.861406656238096,False,9390.0,Mysuru,India,142.0,1297639.195,within_polygon,0.0,True
110,Bucheon-si,KR,37.49889,126.78306,850731,0.1299450930209851,3.570611123827007,0.6391,True,0.000571231348487,0.0002000369447814,0.0009909100519071,0.0,True,True,0.1299450930209851,455.4380493164063,1259.0,9.98754344425012,False,348.0,Seoul,South Korea,2282.0,22261691.61,within_polygon,0.0,True
111,Tripoli,LY,32.88743,13.18733,1302947,0.0913415484777827,13.488975356679646,0.2372,True,0.0005650613683371,0.0001188310637474,0.0010954979640199,0.01,True,True,0.0913415484777827,324.6783447265625,331.0,3.204420033548859,False,258.0,Tripoli,Libya,465.0,1248354.011,within_polygon,0.0,True
112,Beirut,LB,33.89332,35.50157,1916100,0.3636114465008213,19.30266269932099,0.1822,True,0.0005301694941249,-4.2965875097498296e-05,0.0011539892591182,0.1505,False,False,0.3636114465008213,455.3077697753906,939.0,1.7684668153955374,False,458.0,Beirut,Lebanon,199.0,1538385.522,within_polygon,0.0,True
113,Yibin,CN,28.7593,104.63994,836340,0.2324686612517436,67.002365148394,0.7861,False,0.0005162069294723,0.0001457609461879,0.0009278182293975,0.0015,True,True,0.2324686612517436,390.972900390625,1152.0,3.38064258936918,False,7901.0,Yibin,China,37.0,234841.4453,within_polygon,0.0,True
114,Havana,CU,23.13302,-82.38304,2163824,0.0697232325262081,4.592965590905635,0.1134,False,0.0005034226792101,4.3504630703865296e-05,0.001020372433894,0.0629999999999999,True,True,0.0697232325262081,328.41571044921875,1315.0,2.7575855890063075,False,367.0,Havana,Cuba,321.0,1632771.662,within_polygon,0.0,True
115,Guwahati,IN,26.1844,91.7458,962334,0.5471443669493168,11.734187838559592,0.0952,True,0.0005028785885829,-0.0038115577722043,0.0047189884872142,0.9105,False,False,0.5471443669493168,300.69305419921875,1713.0,5.507508815566938,False,11500.0,Guwahati,India,194.0,1375936.954,within_polygon,0.0,True
116,Dhaka,BD,23.7104,90.40744,10356500,0.1949473000000002,0.4882887006943406,0.0607,True,0.000501866092094,-0.0083603291251546,0.0040394659854371,0.947,False,False,0.1949473000000002,267.74822998046875,2145.0,1.8597388917786213,False,6090.0,Dhaka,Bangladesh,6611.0,37307159.73,within_polygon,0.0,True
117,San Jose,US,37.33939,-121.89496,997368,0.5581442998560356,1.2207217517357662,0.9056,True,0.000496426350033,4.1933674113270494e-05,0.0006725883656629,0.052,True,True,0.5581442998560356,272.7223205566406,403.0,17.783360745851873,False,1461.0,San Francisco,United States,1614.0,4718348.828,within_polygon,0.0,True
118,Kota,IN,25.18254,75.83907,1001694,0.0572934900065894,26.108186465247627,0.5691,False,0.000491096082124,-7.974285590479305e-05,0.0011051613465398,0.1859999999999999,False,False,0.0572934900065894,464.3928527832031,719.0,3.573697289176253,False,8234.0,Kota,India,132.0,1220154.188,within_polygon,0.0,True
119,Jiaozuo,CN,35.23925,113.23914,865413,0.0894723600000021,4.974441138323073,2.4451,True,0.0004495476012168,0.0001540478204035,0.0008058822757498,0.0,True,True,0.0894723600000021,353.5187683105469,576.0,17.785109917555534,False,9113.0,Jiaozuo,China,135.0,723574.9448,within_polygon,0.0,True
120,Taipei,TW,25.05306,121.52639,7871900,0.3369818386905979,0.2288853284504739,0.0507,False,0.0004195205423698,-0.0009367516973735,0.0018943580637169,0.6665000000000001,False,False,0.3369818386905979,121.80533599853516,3055.0,12.4933029549212,False,1142.0,Taipei,Taiwan,972.0,9686521.352,within_polygon,0.0,True
121,Agra,IN,27.18333,78.01667,1430055,0.0807868441135139,16.983291371023142,0.1594,True,0.0004130453731711,-0.0017174006004168,0.0026945205828749,0.79,False,False,0.0807868441135139,415.8485412597656,794.0,0.851027348032077,False,8660.0,Agra,India,209.0,2790455.796,within_polygon,0.0,True
122,New Taipei City,TW,25.06199,121.45703,4004367,0.3321715041340599,0.5188067444877333,0.0507,False,0.0004106270631025,-0.0009592436771925,0.0017061431927624,0.687,False,False,0.3321715041340599,189.5024871826172,2693.0,8.201788204387995,False,1142.0,Taipei,Taiwan,972.0,9686521.352,within_polygon,0.0,True
123,Linyi,CN,35.06306,118.34278,2743843,0.0818507500000001,0.5951018539711868,0.8114,True,0.0003796795217104,0.0001432454484555,0.0003796795217104,0.0009999999999998,True,True,0.0818507500000001,224.00645446777344,796.0,16.843507285824703,False,10199.0,Linyi,China,829.0,1555397.381,within_polygon,0.0,True
124,Bekasi,ID,-6.2349,106.9896,2564940,0.2359025999999658,0.793469138628268,0.2499,False,0.0003695291061639,-1.5281822307495295e-05,0.0008120990981101,0.1205,False,False,0.2359025999999658,233.7062225341797,2145.0,17.295904322981052,False,5472.0,Jakarta,Indonesia,4614.0,40545125.86,within_polygon,0.0,True
125,Pimpri,IN,18.62292,73.80696,1284606,0.1354138,5.645838101777713,2.5294,False,0.000359197196582,0.0001274083604583,0.0006371388735635,0.0,True,True,0.1354138,440.5750732421875,1138.0,19.05087445115642,False,8258.0,Pune,India,580.0,6674000.048,within_polygon,0.0,True
126,Bhubaneswar,IN,20.27241,85.83385,885363,0.0658473024412692,13.229571984435836,1.3414,False,0.0003474043925275,7.139984301811629e-05,0.0006828435154962,0.016,True,True,0.0658473024412692,377.0162048339844,1565.0,16.17039247653336,False,11122.0,Bhubaneshwar,India,155.0,1173697.418,within_polygon,0.0,True
127,Pingdingshan,CN,33.73091,113.31554,979130,0.0720692848428089,0.1525902189670205,0.2273,True,0.0003472585029559,-0.0003447612982385,0.0003472585029559,0.3925,False,False,0.0720692848428089,246.779052734375,761.0,8.930517090704994,False,9409.0,Pingdingshan,China,121.0,703495.1341,within_polygon,0.0,True
128,Ulsan,KR,35.53722,129.31667,1098421,0.1786687466094599,0.106813153276903,0.1467,True,0.0003399052354951,-0.0001007864517297,0.0003399052354951,0.2124999999999999,False,False,0.1786687466094599,401.5296936035156,1241.0,5.140750290729801,False,3831.0,Ulsan,South Korea,199.0,887567.7324,within_polygon,0.0,True
129,Natal,BR,-5.795,-35.20944,896708,0.0874660044554751,26.21499961852448,0.3037,False,0.0003325867328523,0.0001241945875274,0.0005651338887189,0.0,True,True,0.0874660044554751,545.1959838867188,1439.0,3.385927282411228,False,8363.0,Natal,Brazil,210.0,1133223.558,within_polygon,0.0,True
130,Antipolo,PH,14.62578,121.12251,913712,0.3849308817020014,0.3967345693141624,0.3367,False,0.0003314198522643,4.701257432291259e-05,0.0003908803154227,0.038,True,True,0.3849308817020014,341.6148681640625,2273.0,17.099947866912323,False,2323.0,Manila,Philippines,2555.0,25921189.32,within_polygon,0.0,True
131,Wenzhou,CN,27.99942,120.66682,2650000,0.0686242899999701,0.0457770656901175,0.2598,False,0.0003306022888904,0.0002252022240566,0.0003306022888904,0.0375,True,True,0.0686242899999701,239.22329711914065,1528.0,2.5667036269480707,False,11630.0,Wenzhou,China,514.0,3838181.83,within_polygon,0.0,True
132,Panjin,CN,41.121,122.0739,1166481,0.1240245000000066,0.9460593575952316,1.571,True,0.0003149296385248,0.0002065743309335,0.0003149296385248,0.0,True,True,0.1240245000000066,181.6923828125,597.0,22.182548288641573,False,9701.0,Panjin,China,81.0,577711.9971,within_polygon,0.0,True
133,Managua,NI,12.13282,-86.2504,973087,0.6997626999999993,0.5951018539711868,0.5376,True,0.0002791380982256,-2.0822950800446715e-05,0.0003092822223204,0.1454999999999999,False,False,0.6997626999999993,394.2102355957031,1478.0,17.885559097502387,False,362.0,Managua,Nicaragua,216.0,1436088.514,within_polygon,0.0,True
134,Ottawa,CA,45.41117,-75.69812,1017449,0.1030978999999999,13.519493400473038,0.1017,False,0.0002719925024275,-0.0005799173362205,0.0011579694106342,0.655,False,False,0.1030978999999999,348.5962219238281,922.0,3.602642792835557,False,3494.0,Ottawa,Canada,208.0,604618.1703,within_polygon,0.0,True
135,Beijing,CN,39.9075,116.39723,18960744,0.1370146489373686,5.218585488670215,0.5703,True,0.0002529408037319,8.536362684613057e-05,0.0004465976104572,0.0,True,True,0.1370146489373686,230.77230834960935,569.0,17.88414889483644,False,8745.0,Beijing,China,2179.0,18150575.83,within_polygon,0.0,True
136,Xi’an,CN,34.25833,108.92861,9600000,0.1007263999999999,8.6366063935302,0.4515,True,0.0002515117993584,7.72506997488152e-05,0.0004475284629426,0.0004999999999999,True,True,0.1007263999999999,228.13194274902344,614.0,15.901550564097764,False,8006.0,Xi'an,China,691.0,5298991.798,within_polygon,0.0,True
137,Jepara,ID,-6.5924,110.671,1257912,0.1135043000000001,0.0305180437934495,0.4829,False,0.0002440175633789,0.0002440175633789,0.0002440175633789,0.014,True,True,0.1135043000000001,321.5424194335937,2618.0,1.7422983269701109,False,6998.0,Jepara,Indonesia,169.0,682383.7687,within_polygon,0.0,True
138,Zigong,CN,29.34162,104.77689,1262064,0.209717,0.9918364232852924,0.9115,False,0.0002421462513756,7.48659079897334e-05,0.000263836947325,0.0004999999999999,True,True,0.209717,256.50396728515625,1159.0,22.404711089733848,False,7672.0,Zigong,China,83.0,414628.4234,within_polygon,0.0,True
139,Busan,KR,35.10168,129.03004,3285147,0.1661660969867312,28.53437094682232,0.139,False,0.0002305254564494,-2.961295205615027e-05,0.0005285626858169,0.1705000000000001,False,False,0.1661660969867312,608.4011840820312,1441.0,0.811974975748829,False,3920.0,Busan,South Korea,355.0,3263408.049,within_polygon,0.0,True
140,Daegu,KR,35.87028,128.59111,2365523,0.212614409616326,2.532997634851654,0.1467,True,0.000217891965716,-4.738158337195125e-05,0.0005185310712878,0.2015,False,False,0.212614409616326,323.8189697265625,1082.0,10.96860095030915,False,2920.0,Daegu,South Korea,287.0,2300085.2,within_polygon,0.0,True
141,Bengaluru,IN,12.97194,77.59369,8495492,0.1020980081948443,4.119935912108076,2.6353,False,0.0002141837252329,7.655866955664931e-05,0.0003433422367366,0.0,True,True,0.1020980081948443,469.5596618652344,812.0,20.129319068236917,False,9558.0,Bengaluru,India,1008.0,15178532.9,within_polygon,0.0,True
142,Kingston,JM,17.99702,-76.79358,937700,0.3996163345675977,0.0305180437934495,0.2704,False,0.0001636288480058,0.0001636288480058,0.0001636288480058,0.0,True,True,0.3996163345675977,377.14495849609375,1321.0,3.620369011699103,False,795.0,Kingston,Jamaica,118.0,593374.8263,within_polygon,0.0,True
143,Medan,ID,3.58333,98.66667,2435252,0.1908047019318471,0.1831082627604132,1.2442,False,0.0001521960233025,0.0001521960233025,0.0001521960233025,0.0,True,True,0.1908047019318471,219.6578826904297,2430.0,21.390082899961,False,1646.0,Medan,Indonesia,607.0,4350623.852,within_polygon,0.0,True
144,South Tangerang,ID,-6.28862,106.71789,1404785,0.2550163,1.2359807736324342,0.2499,False,0.0001452925843284,-5.66335235179672e-06,0.0003115024032867,0.123,False,False,0.2550163,250.1710205078125,2225.0,21.760221773268544,False,5472.0,Jakarta,Indonesia,4614.0,40545125.86,within_polygon,0.0,True
145,Setagaya,JP,35.64188,139.64715,940071,0.6109242,0.0305180437934495,1.5877,False,0.0001375596194314,0.0001375596194314,0.0001375596194314,0.0,True,True,0.6109242,249.1000061035156,1545.0,10.097668151213991,False,5929.0,Tokyo,Japan,5165.0,33155906.87,within_polygon,0.0,True
146,Sendai,JP,38.26667,140.86667,1096704,0.358443995853743,14.785992217898864,0.1848,False,0.0001260206090287,-7.861829944299652e-05,0.000362938321055,0.377,False,False,0.358443995853743,389.0,1206.0,12.49914195880178,False,5500.0,Sendai,Japan,298.0,1269674.844,within_polygon,0.0,True
147,Bogotá,CO,4.60971,-74.08175,7674366,0.2128795999903159,0.8545052262150534,0.3176,True,0.0001202890283737,8.971757932850203e-07,0.0002612947540153,0.0969999999999999,True,False,0.2128795999903159,354.3930969238281,1312.0,18.026550080255937,False,3881.0,Bogota,Colombia,534.0,10419360.65,within_polygon,0.0,True
148,Luoyang,CN,34.67345,112.43684,1390581,0.09239673,10.86442359044787,1.4284,True,9.478375575265922e-05,2.8451380527695077e-05,0.000172501886557,0.0004999999999999,True,True,0.09239673,241.1519927978516,607.0,25.4490277070789,False,9025.0,Luoyang,China,340.0,1603585.414,within_polygon,0.0,True
149,Palembang,ID,-2.91673,104.7458,1668848,0.0647146814960711,0.3967345693141624,0.0212,True,9.042149292762258e-05,-0.0009522385945874,0.0010529707629897,0.8955,False,False,0.0647146814960711,226.7239532470703,2530.0,10.250407505539895,False,4968.0,Palembang,Indonesia,245.0,2203124.013,within_polygon,0.0,True
150,Baoji,CN,34.36775,107.23705,1437802,0.2637275969052465,69.19966430151828,0.4814,False,8.616546833398013e-05,2.737423294727152e-05,0.000149496377631,0.0,True,True,0.2637275969052465,526.0692138671875,674.0,5.648410099470091,False,6943.0,Baoji,China,155.0,773900.6475,within_polygon,0.0,True
151,Al Başrah al Qadīmah,IQ,30.50316,47.81507,2015483,0.0807779799930052,0.106813153276903,0.0194,True,8.563931653143841e-05,-0.0006747978514863,0.0004719862410388,0.8654999999999999,False,False,0.0807779799930052,232.0545959472656,151.0,3.935100805466994,False,5201.0,Basra,Iraq,188.0,2131556.447,within_polygon,0.0,True
152,Kennedy,CO,4.6165,-74.14597,979914,0.209905099994845,3.4943160143434966,0.3176,True,6.96374397448048e-05,1.914682824359031e-06,0.0001531480798861,0.088,True,False,0.209905099994845,209.766357421875,1312.0,25.18164934703556,False,3881.0,Bogota,Colombia,534.0,10419360.65,within_polygon,0.0,True
153,Basrah,IQ,30.50852,47.7804,1326564,0.0802772099999999,1.129167620355588,0.0194,True,6.284218389836227e-05,-0.0005363741804631,0.0006473403597988,0.8734999999999999,False,False,0.0802772099999999,226.5775604248047,151.0,6.029802912522257,False,5201.0,Basra,Iraq,188.0,2131556.447,within_polygon,0.0,True
154,Khulna,BD,22.80979,89.56439,1500689,0.1785707941310001,4.364080262455218,0.6085,True,6.173769196178179e-05,-3.6399457566724814e-05,0.0001682660431178,0.3640000000000001,False,False,0.1785707941310001,233.6809234619141,1848.0,28.99120641137531,False,5906.0,Khulna,Bangladesh,126.0,1081072.111,within_polygon,0.0,True
155,Xinxiang,CN,35.19033,113.80151,1047088,0.0947264799999963,8.072022583352464,2.2778,True,5.675551645155852e-05,1.8903826858062e-05,0.000102643866433,0.0,True,True,0.0947264799999963,209.1026763916016,559.0,31.997927031209127,False,9241.0,Xinxiang,China,130.0,870471.0626,nearest_representative_point_le50km,14.06227721672865,True
156,Jinzhong,CN,37.68403,112.75471,1226617,0.1660062000160998,19.43999389639129,0.6424,True,5.542377266519764e-05,1.0828303741720153e-05,0.0001059204786682,0.01,True,True,0.1660062000160998,337.4549865722656,411.0,20.00991202641643,False,8506.0,Jinzhong,China,65.0,445102.0793,within_polygon,0.0,True
157,Sholapur,IN,17.67152,75.91044,997281,0.1578071376906078,10.727092393377632,2.7252,False,5.45804768456626e-05,1.9556750409579385e-05,9.625853792857328e-05,0.0,True,True,0.1578071376906078,364.1421813964844,708.0,28.71134655604204,False,8954.0,Solapur,India,76.0,1109881.787,within_polygon,0.0,True
158,Liupanshui,CN,26.59444,104.83333,1320825,0.1616298438553274,0.9918364232852924,0.0844,False,5.1777484746426405e-05,-0.0001855291584751,0.0003010308450114,0.7675000000000001,False,False,0.1616298438553274,562.401123046875,1072.0,10.173406163953889,False,8629.0,Liupanshui,China,75.0,924181.6794,within_polygon,0.0,True
159,Petaling Jaya,MY,3.10726,101.60671,807879,0.0509691800000053,18.142977035172063,0.8591,False,4.014157512375032e-05,1.319430191007989e-05,7.036400848204903e-05,0.0,True,True,0.0509691800000053,313.5376892089844,2331.0,27.05673898641926,False,1648.0,Kuala Lumpur,Malaysia,1340.0,8413205.796,within_polygon,0.0,True
160,Chengdu,CN,30.66667,104.06667,13568357,0.2469592000001928,8.361943999389666,0.495,False,3.854409003034229e-05,9.608372054199508e-06,7.144820214034363e-05,0.0044999999999999,True,True,0.2469592000001928,210.071044921875,931.0,28.736710454830003,False,6378.0,Chengdu,China,867.0,5609626.82,within_polygon,0.0,True
161,Changzhi,CN,36.18389,113.10528,1214940,0.0989742381105521,9.35378042267496,2.4451,True,3.543453867513183e-05,1.2034516440258153e-05,6.345309384537258e-05,0.0,True,True,0.0989742381105521,218.19586181640625,601.0,34.22981005080626,False,8895.0,Changzhi,China,114.0,590097.966,within_polygon,0.0,True
162,Taizhou,CN,32.49069,119.90812,1607108,0.0583105917944863,6.042572671091818,0.1582,False,3.165049655297781e-05,-1.3803285001313947e-05,8.166913538271398e-05,0.3189999999999999,False,False,0.0583105917944863,229.90362548828125,985.0,21.407592189123765,False,11037.0,Taizhou,China,118.0,355520.3957,within_polygon,0.0,True
163,Gazipur,BD,23.99844,90.42234,2674697,0.1960511,1.6174563210498718,0.0607,True,2.933684224548129e-05,-0.0004664023227612,0.0005103280681219,0.9465,False,False,0.1960511,227.94357299804688,2121.0,22.780264572050623,False,6090.0,Dhaka,Bangladesh,6611.0,37307159.73,within_polygon,0.0,True
164,Multan,PK,30.19679,71.47824,2169915,0.1521000982379538,22.41550316624705,0.1093,True,2.747009937493442e-05,-4.53495615671783e-05,0.0001070450825594,0.591,False,False,0.1521000982379538,319.241943359375,157.0,13.936799976815438,False,6912.0,Multan,Pakistan,268.0,2970059.131,within_polygon,0.0,True
165,Liaocheng,CN,36.45064,116.00247,1229768,0.0541538398080472,1.0681315327688026,1.6904,True,2.5218804814582957e-05,1.3086491701864336e-05,2.5218804814582957e-05,0.0,True,True,0.0541538398080472,202.4702911376953,588.0,32.76515284883505,False,9481.0,Liaocheng,China,127.0,530298.9758,within_polygon,0.0,True
