event_key,event_title,sample_role,label,control_design,source_feature_count,static_p,lon,lat,csr_pre_event_anomaly_cm,csr_pre_event_mean_cm,csr_recent_baseline_cm,csr_pre_month_count,csr_baseline_month_count,dynamic_p_sy010,delta_p_dynamic_minus_static
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.14429064095020294,140.12640828000008,36.78733347000005,3.240011711915334,2.0151045521100364,-1.2249071598052979,3,20,0.14562791674997683,0.0013372757997738849
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.34570974111557007,140.4859082800001,36.51933347000005,0.057553038001060486,0.5237058252096176,0.46615278720855713,3,20,0.3457530929419972,4.335182642711821e-05
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.016711480915546417,140.45590828000002,36.50733347000005,0.057553038001060486,0.5237058252096176,0.46615278720855713,3,20,0.016714630466354186,3.149550807768353e-06
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.24871674180030823,140.49640828000008,36.49733347000006,0.057553038001060486,0.5237058252096176,0.46615278720855713,3,20,0.24875255491816195,3.581311785372243e-05
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.012666662223637104,140.55590828000004,36.43833347000006,-0.0464496115843455,0.03667669494946798,0.08312630653381348,3,20,0.012664727942597502,-1.9342810396016236e-06
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.22245244681835175,140.73890828000003,36.775833470000066,0.057553038001060486,0.5237058252096176,0.46615278720855713,3,20,0.22248559805497886,3.315123662711583e-05
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.37092724442481995,140.61240828000007,36.487833470000055,-0.0464496115843455,0.03667669494946798,0.08312630653381348,3,20,0.37089115273145434,-3.609169336560303e-05
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.10541635751724243,140.55890828000008,36.49133347000003,-0.0464496115843455,0.03667669494946798,0.08312630653381348,3,20,0.10540177176700688,-1.4585750235551753e-05
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.024490533396601677,140.60390828000004,36.42233347000007,-0.0464496115843455,0.03667669494946798,0.08312630653381348,3,20,0.024486838314348745,-3.6950822529316363e-06
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.0365167036652565,139.66840828000005,36.26633347000006,0.6980777531862259,0.31979580223560333,-0.37828195095062256,3,20,0.036598578749383624,8.187508412712402e-05
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.08508028090000153,139.65590828000006,36.25433347000006,0.6980777531862259,0.31979580223560333,-0.37828195095062256,3,20,0.0852614060788609,0.00018112517885937596
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.17350226640701294,139.6499082800001,36.245833470000065,0.6980777531862259,0.31979580223560333,-0.37828195095062256,3,20,0.17383586514513738,0.00033359873812444096
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.08886170387268066,139.49640828000008,36.22633347000007,0.6980777531862259,0.31979580223560333,-0.37828195095062256,3,20,0.08905009569204012,0.00018839181935945137
tohoku_2011,"2011 Tohoku, Japan M9.1",observed_liquefaction,1,observed_inventory,166,0.15919698774814606,139.6499082800001,36.20533347000003,0.6980777531862259,0.31979580223560333,-0.37828195095062256,3,20,0.1595083895621403,0.0003114018139942498
