name,country,lat,lon,population,pga,wtd,tws_cm_yr,reversal,dP,dP_lo,dP_hi,p_two,ci_excl0,fdr_sig,population_input,elev_m,pga_475_g,seismic,vs30,precip,wtd_input,dw_km,pgv,recent_trend_cm_yr,recent_se_cm_yr,recent_gws_cm_yr,full_trend_cm_yr,full_gws_cm_yr,recent_sm_cm_yr,full_sm_cm_yr,P0,is_material_hotspot,direction,recent_cumulative_dTWS_cm,recent_cumulative_water_table_rise_m_sy010,annualized_dP_per_year,csr_grid_ix,csr_grid_iy,csr_grid_lon,csr_grid_lat,csr_grid_cell_id,distance_to_coast_km,coastal_lt25km,coastal_lt50km,coastal_lt100km,metro_cluster_50km,grace_scale_cluster_300km,city_by_fdr_sig,n_point_cities,matched_GeoNames,population_weighted_dP,n_material_point_hotspots,n_cities_in_300km_block,simes_p_300km_block,block_fdr_sig_300km,block_population_weighted_dP_300km
Yokohama,JP,35.43333,139.65,3777491,0.6621291,2.6398107881285,1.5877,False,0.0131823600667306,0.0052217653273863,0.0218943302879452,0.0,True,True,3777491,21,0.6621291,True,246.6999969482422,1671.0,2.6398107881285,1.834036104265288,66.21291000000001,1.5877,0.1807,1.6127,0.5728,0.6446,-0.025,-0.0718,0.5189420934283357,True,material increase,15.877,1.5877,0.001318236006673,558,501,139.625,35.375,iy501_ix558,1.834036104265288,True,True,True,1,1,True,6,Tokyo; Yokohama; Kawasaki; Saitama; Chiba; Setagaya,0.0071795281841409,1,31,0.0,True,0.0026600559887348
Bhayandar,IN,19.30157,72.85107,809378,0.1212539,2.9297322041657594,1.4173,False,0.0117697302764608,0.0038161602561318,0.0205713226468663,0.0,True,True,809378,9,0.1212539,True,243.01022338867188,2495.0,2.9297322041657594,2.301836643909409,12.12539,1.4173,0.35,0.6962,0.3283,0.134,0.7211,0.1943,0.469437365737197,True,material increase,14.173,1.4172999999999998,0.001176973027646,291,437,72.875,19.375,iy437_ix291,2.301836643909409,True,True,True,2,2,True,8,Mumbai; Navi Mumbai; Thāne; Kalyān; Dombivali; Virār; Bhiwandi; Bhayandar,0.0084350586987784,2,77,0.0,True,-2.1656117076967665e-05
Mumbai,IN,19.07283,72.88261,12691836,0.120297400125448,1.8768596932936816,1.4173,False,0.0108165938122896,0.0035724974761384,0.0143549539997001,0.0,True,True,12691836,8,0.120297400125448,True,232.39059448242188,2274.0,1.8768596932936816,4.7052142468930125,12.0297400125448,1.4173,0.35,0.6962,0.3283,0.134,0.7211,0.1943,0.3503606350471797,True,material increase,14.173,1.4172999999999998,0.0010816593812289,291,436,72.875,19.125,iy436_ix291,4.7052142468930125,True,True,True,2,2,True,8,Mumbai; Navi Mumbai; Thāne; Kalyān; Dombivali; Virār; Bhiwandi; Bhayandar,0.0084350586987784,2,77,0.0,True,-2.1656117076967665e-05
Delhi,IN,28.65195,77.23149,11034555,0.2294909887507435,15.228503852903032,-2.3689,False,-0.0113766608006131,-0.0215404015330639,-0.0021241040234326,0.0175,True,True,11034555,227,0.2294909887507435,True,298.2158508300781,734.0,15.228503852903032,1.5667268818351607,22.949098875074352,-2.3689,1.0105,-3.5531,-8.4326,-8.4999,1.1842,0.0673,0.1805143404350351,True,material decrease,-23.689,-2.3689,-0.0011376660800613,308,474,77.125,28.625,iy474_ix308,830.6819162416839,False,False,False,283,2,False,8,Delhi; Faridabad; Najafgarh; Meerut; Ghāziābād; Gurugram; Rohini; Narela,-0.0078411148325822,1,77,0.0,True,-2.1656117076967665e-05
Lahore,PK,31.558,74.35071,13004135,0.177375700015881,8.545052262150023,-4.3053,False,-0.0140276495434888,-0.0226527665302359,-0.0058761489671956,0.0,True,True,13004135,216,0.177375700015881,True,233.4724578857422,537.0,8.545052262150023,6.46833835525657,17.7375700015881,-4.3053,0.3992,-6.2512,-1.9692,-2.5878,1.9459,0.6186,0.1170946389600576,True,material decrease,-43.053,-4.305299999999999,-0.0014027649543488,297,486,74.375,31.625,iy486_ix297,1012.2014915492502,False,False,False,350,2,True,1,Lahore,-0.0140276495434888,1,77,0.0,True,-2.1656117076967665e-05
Ludhiana,IN,30.91204,75.85379,1618879,0.2378727929457269,10.421911955443704,-7.7419,False,-0.0153533212038833,-0.0237705878345954,-0.0066860327121801,0.0,True,True,1618879,256,0.2378727929457269,True,233.46356201171875,710.0,10.421911955443704,9.737568862437088,23.78727929457269,-7.7419,0.5186,-8.4874,-4.2955,-4.7527,0.7455,0.4572,0.0715854976929828,True,material decrease,-77.419,-7.741899999999999,-0.0015353321203883,303,483,75.875,30.875,iy483_ix303,1003.3049650644492,False,False,False,351,2,True,1,Ludhiana,-0.0153533212038833,1,77,0.0,True,-2.1656117076967665e-05
