name,country,pgv_per_pga_k,specific_yield,trend_multiplier,dP,is_material,sign_reversed_from_baseline
Delhi,IN,100,0.1,0.8,-0.0091479471292335,False,False
Lahore,PK,100,0.1,0.8,-0.0113466399727463,True,False
Ludhiana,IN,100,0.1,0.8,-0.012553527738044,True,False
Yokohama,JP,100,0.1,1.0,0.0131823600667306,True,False
Bhayandar,IN,100,0.1,1.0,0.0117697302764608,True,False
Mumbai,IN,100,0.1,1.0,0.0108165938122896,True,False
Delhi,IN,100,0.1,1.0,-0.0113766608006131,True,False
Lahore,PK,100,0.1,1.0,-0.0140276495434888,True,False
Ludhiana,IN,100,0.1,1.0,-0.0153533212038833,True,False
Yokohama,JP,100,0.1,1.2,0.0158140498494124,True,False
Bhayandar,IN,100,0.1,1.2,0.0141266016839062,True,False
Mumbai,IN,100,0.1,1.2,0.012997329348554,True,False
Delhi,IN,100,0.1,1.2,-0.0135822281244144,True,False
Lahore,PK,100,0.1,1.2,-0.0166483227891944,True,False
Ludhiana,IN,100,0.1,1.2,-0.0180278829431253,True,False
Yokohama,JP,100,0.1,1.5,0.0197579137086502,True,False
Bhayandar,IN,100,0.1,1.5,0.0176632474707392,True,False
Mumbai,IN,100,0.1,1.5,0.0143549539997001,True,False
Delhi,IN,100,0.1,1.5,-0.0168473743355498,True,False
Lahore,PK,100,0.1,1.5,-0.0204683314074567,True,False
Ludhiana,IN,100,0.1,1.5,-0.0218155934650251,True,False
Yokohama,JP,100,0.15,0.5,0.0043979621677929,False,False
Bhayandar,IN,100,0.15,0.5,0.0039201165993457,False,False
Mumbai,IN,100,0.15,0.5,0.0035891120510447,False,False
Delhi,IN,100,0.15,0.5,-0.0038571344261946,False,False
Lahore,PK,100,0.15,0.5,-0.0048508881484185,False,False
Ludhiana,IN,100,0.15,0.5,-0.0055052647567574,False,False
Yokohama,JP,100,0.15,0.8,0.0070350469470773,False,False
Bhayandar,IN,100,0.15,0.8,0.0062737953562428,False,False
Mumbai,IN,100,0.15,0.8,0.0057505353368636,False,False
Delhi,IN,100,0.15,0.8,-0.0061401779425516,False,False
Lahore,PK,100,0.15,0.8,-0.0076764328450162,False,False
Ludhiana,IN,100,0.15,0.8,-0.0086169760690451,False,False
Yokohama,JP,100,0.15,1.0,0.0087923078648425,False,False
Bhayandar,IN,100,0.15,1.0,0.007843520671101,False,False
Mumbai,IN,100,0.15,1.0,0.0071947549117948,False,False
Delhi,IN,100,0.15,1.0,-0.0076492370202549,False,False
Lahore,PK,100,0.15,1.0,-0.0095253020574505,False,False
Ludhiana,IN,100,0.15,1.0,-0.0106149526515318,True,False
Yokohama,JP,100,0.15,1.2,0.0105488817936493,True,False
Bhayandar,IN,100,0.15,1.2,0.0094136948868415,False,False
Mumbai,IN,100,0.15,1.2,0.0086415659319437,False,False
Delhi,IN,100,0.15,1.2,-0.0091479471292335,False,False
Lahore,PK,100,0.15,1.2,-0.0113466399727463,True,False
Ludhiana,IN,100,0.15,1.2,-0.012553527738044,True,False
Yokohama,JP,100,0.15,1.5,0.0131823600667306,True,False
Bhayandar,IN,100,0.15,1.5,0.0117697302764608,True,False
Mumbai,IN,100,0.15,1.5,0.0108165938122896,True,False
Delhi,IN,100,0.15,1.5,-0.0113766608006131,True,False
Lahore,PK,100,0.15,1.5,-0.0140276495434888,True,False
Ludhiana,IN,100,0.15,1.5,-0.0153533212038833,True,False
Yokohama,JP,100,0.2,0.5,0.003298784171311,False,False
Bhayandar,IN,100,0.2,0.5,0.0029397604570275,False,False
Mumbai,IN,100,0.2,0.5,0.002690271353988,False,False
Delhi,IN,100,0.2,0.5,-0.002898960618809,False,False
Lahore,PK,100,0.2,0.5,-0.0036548811661887,False,False
Ludhiana,IN,100,0.2,0.5,-0.0041669988921056,False,False
Yokohama,JP,100,0.2,0.8,0.0052771423245236,False,False
Bhayandar,IN,100,0.2,0.8,0.0047045498161059,False,False
Mumbai,IN,100,0.2,0.8,0.0043089287688988,False,False
Delhi,IN,100,0.2,0.8,-0.0046207466680937,False,False
Lahore,PK,100,0.2,0.8,-0.0057997488331199,False,False
Ludhiana,IN,100,0.2,0.8,-0.0065580606820205,False,False
Yokohama,JP,100,0.2,1.0,0.0065956294465422,False,False
Bhayandar,IN,100,0.2,1.0,0.0058814377871325,False,False
Mumbai,IN,100,0.2,1.0,0.0053898878871883,False,False
Delhi,IN,100,0.2,1.0,-0.0057612934065013,False,False
Lahore,PK,100,0.2,1.0,-0.007209880517463,False,False
Ludhiana,IN,100,0.2,1.0,-0.0081080207555393,False,False
Yokohama,JP,100,0.2,1.2,0.0079137605758622,False,False
Bhayandar,IN,100,0.2,1.2,0.0070585999705875,False,False
Mumbai,IN,100,0.2,1.2,0.0064723198418313,False,False
Delhi,IN,100,0.2,1.2,-0.0068960025736332,False,False
Lahore,PK,100,0.2,1.2,-0.0086043266203532,False,False
Ludhiana,IN,100,0.2,1.2,-0.009623485125215,False,False
Yokohama,JP,100,0.2,1.5,0.0098902498216131,False,False
Bhayandar,IN,100,0.2,1.5,0.008824828911636,False,False
Mumbai,IN,100,0.2,1.5,0.0080987094905871,False,False
Delhi,IN,100,0.2,1.5,-0.0085871420993897,False,False
Lahore,PK,100,0.2,1.5,-0.0106668465167485,True,False
Ludhiana,IN,100,0.2,1.5,-0.0118334265145338,True,False
Yokohama,JP,100,0.25,0.5,0.0026391732840892,False,False
Bhayandar,IN,100,0.25,0.5,0.002351648526255,False,False
Mumbai,IN,100,0.25,0.5,0.0021514650250897,False,False
Delhi,IN,100,0.25,0.5,-0.0023221031346158,False,False
Lahore,PK,100,0.25,0.5,-0.0029319541914702,False,False
Ludhiana,IN,100,0.25,0.5,-0.0033520130499765,False,False
Yokohama,JP,100,0.25,0.8,0.0042221086028904,False,False
Bhayandar,IN,100,0.25,0.8,0.0037632456133038,False,False
Mumbai,IN,100,0.25,0.8,0.0034452279733251,False,False
Delhi,IN,100,0.25,0.8,-0.0037040998982421,False,False
Lahore,PK,100,0.25,0.8,-0.0046602700241484,False,False
Ludhiana,IN,100,0.25,0.8,-0.0052928134088723,False,False
Yokohama,JP,100,0.25,1.0,0.0052771423245236,False,False
Bhayandar,IN,100,0.25,1.0,0.0047045498161059,False,False
Mumbai,IN,100,0.25,1.0,0.0043089287688988,False,False
Delhi,IN,100,0.25,1.0,-0.0046207466680937,False,False
Lahore,PK,100,0.25,1.0,-0.0057997488331199,False,False
Ludhiana,IN,100,0.25,1.0,-0.0065580606820205,False,False
Yokohama,JP,100,0.25,1.2,0.0063319599165303,False,False
Bhayandar,IN,100,0.25,1.2,0.0056460378395326,False,False
Mumbai,IN,100,0.25,1.2,0.0051735779474629,False,False
Delhi,IN,100,0.25,1.2,-0.0055336513692617,False,False
Lahore,PK,100,0.25,1.2,-0.0069291128365605,False,False
Ludhiana,IN,100,0.25,1.2,-0.0078008093765802,False,False
Yokohama,JP,100,0.25,1.5,0.0079137605758622,False,False
Bhayandar,IN,100,0.25,1.5,0.0070585999705875,False,False
Mumbai,IN,100,0.25,1.5,0.0064723198418313,False,False
Delhi,IN,100,0.25,1.5,-0.0068960025736332,False,False
Lahore,PK,100,0.25,1.5,-0.0086043266203532,False,False
Ludhiana,IN,100,0.25,1.5,-0.009623485125215,False,False
Yokohama,JP,120,0.05,0.5,0.0131293013272866,True,False
Bhayandar,IN,120,0.05,0.5,0.0117942375656788,True,False
Mumbai,IN,120,0.05,0.5,0.0109988722952251,True,False
Delhi,IN,120,0.05,0.5,-0.011829841046781,True,False
Lahore,PK,120,0.05,0.5,-0.0147044481359278,True,False
Ludhiana,IN,120,0.05,0.5,-0.0161871565444412,True,False
Yokohama,JP,120,0.05,0.8,0.020976616844326,True,False
Bhayandar,IN,120,0.05,0.8,0.0188735327578136,True,False
Mumbai,IN,120,0.05,0.8,0.0145936897054936,True,False
Delhi,IN,120,0.05,0.8,-0.018645866006742,True,False
Lahore,PK,120,0.05,0.8,-0.0227710486630204,True,False
Ludhiana,IN,120,0.05,0.8,-0.0242826748299215,True,False
Yokohama,JP,120,0.05,1.0,0.0217946696881691,True,False
Bhayandar,IN,120,0.05,1.0,0.0235924582270118,True,False
Mumbai,IN,120,0.05,1.0,0.0145936897054936,True,False
Delhi,IN,120,0.05,1.0,-0.0230736580399284,True,False
Lahore,PK,120,0.05,1.0,-0.027849749399503,True,False
Ludhiana,IN,120,0.05,1.0,-0.029089395910644,True,False
Yokohama,JP,120,0.05,1.2,0.0217946696881691,True,False
Bhayandar,IN,120,0.05,1.2,0.0243841984771857,True,False
Mumbai,IN,120,0.05,1.2,0.0145936897054936,True,False
Delhi,IN,120,0.05,1.2,-0.0274092733374862,True,False
Lahore,PK,120,0.05,1.2,-0.0326983402518381,True,False
Ludhiana,IN,120,0.05,1.2,-0.0334671208440187,True,False
Yokohama,JP,120,0.05,1.5,0.0217946696881691,True,False
Bhayandar,IN,120,0.05,1.5,0.0243841984771857,True,False
Mumbai,IN,120,0.05,1.5,0.0145936897054936,True,False
Delhi,IN,120,0.05,1.5,-0.033741537681626,True,False
Lahore,PK,120,0.05,1.5,-0.0395569457815022,True,False
Ludhiana,IN,120,0.05,1.5,-0.039304625597928,True,False
Yokohama,JP,120,0.075,0.5,0.0087592553532326,False,False
Bhayandar,IN,120,0.075,0.5,0.0078617339062689,False,False
Mumbai,IN,120,0.075,0.5,0.0073176262680628,False,False
Delhi,IN,120,0.075,0.5,-0.0079520967764687,False,False
Lahore,PK,120,0.075,0.5,-0.0099820700673759,False,False
Ludhiana,IN,120,0.075,0.5,-0.0111881314003252,True,False
Yokohama,JP,120,0.075,0.8,0.014002459004698,True,False
Bhayandar,IN,120,0.075,0.8,0.0125808069942937,True,False
Mumbai,IN,120,0.075,0.8,0.0117368694005161,True,False
Delhi,IN,120,0.075,0.8,-0.01259756304418,True,False
Lahore,PK,120,0.075,0.8,-0.0156279882189104,True,False
Ludhiana,IN,120,0.075,0.8,-0.0171424789886233,True,False
Yokohama,JP,120,0.075,1.0,0.0174920754081511,True,False
Bhayandar,IN,120,0.075,1.0,0.0157271839373093,True,False
Mumbai,IN,120,0.075,1.0,0.0145936897054936,True,False
Delhi,IN,120,0.075,1.0,-0.0156424488702737,True,False
Lahore,PK,120,0.075,1.0,-0.0192535441414114,True,False
Ludhiana,IN,120,0.075,1.0,-0.0208217736534986,True,False
Yokohama,JP,120,0.075,1.2,0.020976616844326,True,False
Bhayandar,IN,120,0.075,1.2,0.0188735327578136,True,False
Mumbai,IN,120,0.075,1.2,0.0145936897054936,True,False
Delhi,IN,120,0.075,1.2,-0.018645866006742,True,False
Lahore,PK,120,0.075,1.2,-0.0227710486630204,True,False
Ludhiana,IN,120,0.075,1.2,-0.0242826748299215,True,False
Yokohama,JP,120,0.075,1.5,0.0217946696881691,True,False
Bhayandar,IN,120,0.075,1.5,0.0235924582270118,True,False
Mumbai,IN,120,0.075,1.5,0.0145936897054936,True,False
Delhi,IN,120,0.075,1.5,-0.0230736580399284,True,False
Lahore,PK,120,0.075,1.5,-0.027849749399503,True,False
Ludhiana,IN,120,0.075,1.5,-0.029089395910644,True,False
Yokohama,JP,120,0.1,0.5,0.006571712134755,False,False
Bhayandar,IN,120,0.1,0.5,0.00589580011938,False,False
Mumbai,IN,120,0.1,0.5,0.0054825435511564,False,False
Delhi,IN,120,0.1,0.5,-0.005988700667204,False,False
Lahore,PK,120,0.1,0.5,-0.0075545259168999,False,False
Ludhiana,IN,120,0.1,0.5,-0.0085444921454932,False,False
Yokohama,JP,120,0.1,0.8,0.0105081040938287,True,False
Bhayandar,IN,120,0.1,0.8,0.0094346511050848,False,False
Mumbai,IN,120,0.1,0.8,0.008788364969404,False,False
Delhi,IN,120,0.1,0.8,-0.0095110313876347,False,False
Lahore,PK,120,0.1,0.8,-0.0118920976585481,True,False
Ludhiana,IN,120,0.1,0.8,-0.0132329888614239,True,False
Yokohama,JP,120,0.1,1.0,0.0131293013272866,True,False
Bhayandar,IN,120,0.1,1.0,0.0117942375656788,True,False
Mumbai,IN,120,0.1,1.0,0.0109988722952251,True,False
Delhi,IN,120,0.1,1.0,-0.011829841046781,True,False
Lahore,PK,120,0.1,1.0,-0.0147044481359278,True,False
Ludhiana,IN,120,0.1,1.0,-0.0161871565444412,True,False
Yokohama,JP,120,0.1,1.2,0.0157478805936303,True,False
Bhayandar,IN,120,0.1,1.2,0.0141539834068792,True,False
Mumbai,IN,120,0.1,1.2,0.0132145877665656,True,False
Delhi,IN,120,0.1,1.2,-0.0141252009323884,True,False
Lahore,PK,120,0.1,1.2,-0.0174544158243272,True,False
Ludhiana,IN,120,0.1,1.2,-0.0190101542537893,True,False
Yokohama,JP,120,0.1,1.5,0.0196705298045629,True,False
Bhayandar,IN,120,0.1,1.5,0.0176936710631205,True,False
Mumbai,IN,120,0.1,1.5,0.0145936897054936,True,False
Delhi,IN,120,0.1,1.5,-0.0175244323883815,True,False
Lahore,PK,120,0.1,1.5,-0.0214645009454885,True,False
Ludhiana,IN,120,0.1,1.5,-0.0230096966956509,True,False
Yokohama,JP,120,0.15,0.5,0.0043825995396287,False,False
Bhayandar,IN,120,0.15,0.5,0.0039301593929777,False,False
Mumbai,IN,120,0.15,0.5,0.0036512150227825,False,False
Delhi,IN,120,0.15,0.5,-0.0040089074596871,False,False
Lahore,PK,120,0.15,0.5,-0.0050820218529968,False,False
Ludhiana,IN,120,0.15,0.5,-0.0058006802612639,False,False
Yokohama,JP,120,0.15,0.8,0.0070093489928302,False,False
Bhayandar,IN,120,0.15,0.8,0.0062889653759812,False,False
Mumbai,IN,120,0.15,0.8,0.0058492612059382,False,False
Delhi,IN,120,0.15,0.8,-0.0063826905602299,False,False
Lahore,PK,120,0.15,0.8,-0.0080436143073111,False,False
Ludhiana,IN,120,0.15,0.8,-0.0090811346137033,False,False
Yokohama,JP,120,0.15,1.0,0.0087592553532326,False,False
Bhayandar,IN,120,0.15,1.0,0.0078617339062689,False,False
Mumbai,IN,120,0.15,1.0,0.0073176262680628,False,False
Delhi,IN,120,0.15,1.0,-0.0079520967764687,False,False
Lahore,PK,120,0.15,1.0,-0.0099820700673759,False,False
Ludhiana,IN,120,0.15,1.0,-0.0111881314003252,True,False
Yokohama,JP,120,0.15,1.2,0.0105081040938287,True,False
Bhayandar,IN,120,0.15,1.2,0.0094346511050848,False,False
Mumbai,IN,120,0.15,1.2,0.008788364969404,False,False
Delhi,IN,120,0.15,1.2,-0.0095110313876347,False,False
Lahore,PK,120,0.15,1.2,-0.0118920976585481,True,False
Ludhiana,IN,120,0.15,1.2,-0.0132329888614239,True,False
Yokohama,JP,120,0.15,1.5,0.0131293013272866,True,False
Bhayandar,IN,120,0.15,1.5,0.0117942375656788,True,False
Mumbai,IN,120,0.15,1.5,0.0109988722952251,True,False
Delhi,IN,120,0.15,1.5,-0.011829841046781,True,False
Lahore,PK,120,0.15,1.5,-0.0147044481359278,True,False
Ludhiana,IN,120,0.15,1.5,-0.0161871565444412,True,False
Yokohama,JP,120,0.2,0.5,0.0032874807754803,False,False
Bhayandar,IN,120,0.2,0.5,0.0029474679073701,False,False
Mumbai,IN,120,0.2,0.5,0.0027369726495524,False,False
Delhi,IN,120,0.2,0.5,-0.0030128515368442,False,False
Lahore,PK,120,0.2,0.5,-0.003828742373009,False,False
Ludhiana,IN,120,0.2,0.5,-0.0043902349489468,False,False
Yokohama,JP,120,0.2,0.8,0.0052584275713056,False,False
Bhayandar,IN,120,0.2,0.8,0.0047163766286272,False,False
Mumbai,IN,120,0.2,0.8,0.0043832930438876,False,False
Delhi,IN,120,0.2,0.8,-0.004802794558804,False,False
Lahore,PK,120,0.2,0.8,-0.0060764530573119,False,False
Ludhiana,IN,120,0.2,0.8,-0.0069104246992729,False,False
Yokohama,JP,120,0.2,1.0,0.006571712134755,False,False
Bhayandar,IN,120,0.2,1.0,0.00589580011938,False,False
Mumbai,IN,120,0.2,1.0,0.0054825435511564,False,False
Delhi,IN,120,0.2,1.0,-0.005988700667204,False,False
Lahore,PK,120,0.2,1.0,-0.0075545259168999,False,False
Ludhiana,IN,120,0.2,1.0,-0.0085444921454932,False,False
Yokohama,JP,120,0.2,1.2,0.007884431717978,False,False
Bhayandar,IN,120,0.2,1.2,0.0070753291126038,False,False
Mumbai,IN,120,0.2,1.2,0.0065831455743098,False,False
Delhi,IN,120,0.2,1.2,-0.0071687037767237,False,False
Lahore,PK,120,0.2,1.2,-0.0090164130940914,False,False
Ludhiana,IN,120,0.2,1.2,-0.0101424983247347,True,False
Yokohama,JP,120,0.2,1.5,0.0098524124531216,False,False
Bhayandar,IN,120,0.2,1.5,0.0088447917089896,False,False
Mumbai,IN,120,0.2,1.5,0.0082365612791459,False,False
Delhi,IN,120,0.2,1.5,-0.0089276568576177,False,False
Lahore,PK,120,0.2,1.5,-0.0111791510421396,True,False
Ludhiana,IN,120,0.2,1.5,-0.0124733501953266,True,False
Yokohama,JP,120,0.25,0.5,0.0026302355412681,False,False
Bhayandar,IN,120,0.25,0.5,0.0023578986277306,False,False
Mumbai,IN,120,0.25,0.5,0.0021888854513521,False,False
Delhi,IN,120,0.25,0.5,-0.0024132447189832,False,False
Lahore,PK,120,0.25,0.5,-0.0030712876341376,False,False
Ludhiana,IN,120,0.25,0.5,-0.0035314084294714,False,False
Yokohama,JP,120,0.25,0.8,0.0042074052309747,False,False
Bhayandar,IN,120,0.25,0.8,0.003772922614361,False,False
Mumbai,IN,120,0.25,0.8,0.0035048722713592,False,False
Delhi,IN,120,0.25,0.8,-0.0038498146437414,False,False
Lahore,PK,120,0.25,0.8,-0.0048822631875544,False,False
Ludhiana,IN,120,0.25,0.8,-0.0055767545755155,False,False
Yokohama,JP,120,0.25,1.0,0.0052584275713056,False,False
Bhayandar,IN,120,0.25,1.0,0.0047163766286272,False,False
Mumbai,IN,120,0.25,1.0,0.0043832930438876,False,False
Delhi,IN,120,0.25,1.0,-0.004802794558804,False,False
Lahore,PK,120,0.25,1.0,-0.0060764530573119,False,False
Ludhiana,IN,120,0.25,1.0,-0.0069104246992729,False,False
Yokohama,JP,120,0.25,1.2,0.0063090998448693,False,False
Bhayandar,IN,120,0.25,1.2,0.0056599065611326,False,False
Mumbai,IN,120,0.25,1.2,0.0052625850162214,False,False
Delhi,IN,120,0.25,1.2,-0.0057519919210766,False,False
Lahore,PK,120,0.25,1.2,-0.007260209918729,False,False
Ludhiana,IN,120,0.25,1.2,-0.00822058500952,False,False
Yokohama,JP,120,0.25,1.5,0.007884431717978,False,False
Bhayandar,IN,120,0.25,1.5,0.0070753291126038,False,False
Mumbai,IN,120,0.25,1.5,0.0065831455743098,False,False
Delhi,IN,120,0.25,1.5,-0.0071687037767237,False,False
Lahore,PK,120,0.25,1.5,-0.0090164130940915,False,False
Ludhiana,IN,120,0.25,1.5,-0.0101424983247347,True,False
Yokohama,JP,150,0.05,0.5,0.013031970371827,True,False
Bhayandar,IN,150,0.05,0.5,0.0117945208572755,True,False
Mumbai,IN,150,0.05,0.5,0.0111997486260654,True,False
Delhi,IN,150,0.05,0.5,-0.0123903045589385,True,False
Lahore,PK,150,0.05,0.5,-0.0155611935263512,True,False
Ludhiana,IN,150,0.05,0.5,-0.0172585411352078,True,False
Yokohama,JP,150,0.05,0.8,0.0208089896343462,True,False
Bhayandar,IN,150,0.05,0.8,0.0188640350102977,True,False
Mumbai,IN,150,0.05,0.8,0.0148562037224241,True,False
Delhi,IN,150,0.05,0.8,-0.0195394183198594,True,False
Lahore,PK,150,0.05,0.8,-0.0241127142904357,True,False
Ludhiana,IN,150,0.05,0.8,-0.0259060335306239,True,False
Yokohama,JP,150,0.05,1.0,0.0216191931839084,True,False
Bhayandar,IN,150,0.05,1.0,0.0235723013579713,True,False
Mumbai,IN,150,0.05,1.0,0.0148562037224241,True,False
Delhi,IN,150,0.05,1.0,-0.0241875789224878,True,False
Lahore,PK,150,0.05,1.0,-0.0295021550482874,True,False
Ludhiana,IN,150,0.05,1.0,-0.0310455972421307,True,False
Yokohama,JP,150,0.05,1.2,0.0216191931839084,True,False
Bhayandar,IN,150,0.05,1.2,0.02436192914998,True,False
Mumbai,IN,150,0.05,1.2,0.0148562037224241,True,False
Delhi,IN,150,0.05,1.2,-0.0287420231961362,True,False
Lahore,PK,150,0.05,1.2,-0.034651331399943,True,False
Ludhiana,IN,150,0.05,1.2,-0.0357297745628297,True,False
Yokohama,JP,150,0.05,1.5,0.0216191931839084,True,False
Bhayandar,IN,150,0.05,1.5,0.02436192914998,True,False
Mumbai,IN,150,0.05,1.5,0.0148562037224241,True,False
Delhi,IN,150,0.05,1.5,-0.035399317564092,True,False
Lahore,PK,150,0.05,1.5,-0.0419416877020137,True,False
Ludhiana,IN,150,0.05,1.5,-0.0419808434346324,True,False
Yokohama,JP,150,0.075,0.5,0.008697142106308,False,False
Bhayandar,IN,150,0.075,0.5,0.0078642272097415,False,False
Mumbai,IN,150,0.075,0.5,0.0074533338212005,False,False
Delhi,IN,150,0.075,0.5,-0.008326379609908,False,False
Lahore,PK,150,0.075,0.5,-0.0105598426702566,True,False
Ludhiana,IN,150,0.075,0.5,-0.0119240526719688,True,False
Yokohama,JP,150,0.075,0.8,0.013897754275868,True,False
Bhayandar,IN,150,0.075,0.8,0.0125803718247022,True,False
Mumbai,IN,150,0.075,0.8,0.0119505608662495,True,False
Delhi,IN,150,0.075,0.8,-0.0131951722056797,True,False
Lahore,PK,150,0.075,0.8,-0.01653971516885,True,False
Ludhiana,IN,150,0.075,0.8,-0.018278438771367,True,False
Yokohama,JP,150,0.075,1.0,0.0173567807773968,True,False
Bhayandar,IN,150,0.075,1.0,0.0157229538522059,True,False
Mumbai,IN,150,0.075,1.0,0.0148562037224241,True,False
Delhi,IN,150,0.075,1.0,-0.0163883117547764,True,False
Lahore,PK,150,0.075,1.0,-0.0203824544111302,True,False
Ludhiana,IN,150,0.075,1.0,-0.0222078386995162,True,False
Yokohama,JP,150,0.075,1.2,0.0208089896343462,True,False
Bhayandar,IN,150,0.075,1.2,0.0188640350102977,True,False
Mumbai,IN,150,0.075,1.2,0.0148562037224241,True,False
Delhi,IN,150,0.075,1.2,-0.0195394183198594,True,False
Lahore,PK,150,0.075,1.2,-0.0241127142904358,True,False
Ludhiana,IN,150,0.075,1.2,-0.0259060335306239,True,False
Yokohama,JP,150,0.075,1.5,0.0216191931839084,True,False
Bhayandar,IN,150,0.075,1.5,0.0235723013579713,True,False
Mumbai,IN,150,0.075,1.5,0.0148562037224241,True,False
Delhi,IN,150,0.075,1.5,-0.0241875789224878,True,False
Lahore,PK,150,0.075,1.5,-0.0295021550482874,True,False
Ludhiana,IN,150,0.075,1.5,-0.0310455972421307,True,False
Yokohama,JP,150,0.1,0.5,0.0065261712299535,False,False
Bhayandar,IN,150,0.1,0.5,0.0058985342808487,False,False
Mumbai,IN,150,0.1,0.5,0.0055849898180462,False,False
Delhi,IN,150,0.1,0.5,-0.0062696326755994,False,False
Lahore,PK,150,0.1,0.5,-0.0079903019323933,False,False
Ludhiana,IN,150,0.1,0.5,-0.009104669682599,False,False
Yokohama,JP,150,0.1,0.8,0.0104322346902282,True,False
Bhayandar,IN,150,0.1,0.8,0.0094365369030746,False,False
Mumbai,IN,150,0.1,0.8,0.0089503577114443,False,False
Delhi,IN,150,0.1,0.8,-0.0099598736539215,False,False
Lahore,PK,150,0.1,0.8,-0.0125822680244382,True,False
Ludhiana,IN,150,0.1,0.8,-0.0141056354287442,True,False
Yokohama,JP,150,0.1,1.0,0.013031970371827,True,False
Bhayandar,IN,150,0.1,1.0,0.0117945208572755,True,False
Mumbai,IN,150,0.1,1.0,0.0111997486260654,True,False
Delhi,IN,150,0.1,1.0,-0.0123903045589385,True,False
Lahore,PK,150,0.1,1.0,-0.0155611935263512,True,False
Ludhiana,IN,150,0.1,1.0,-0.0172585411352078,True,False
Yokohama,JP,150,0.1,1.2,0.0156280995074556,True,False
Bhayandar,IN,150,0.1,1.2,0.0141518349588798,True,False
Mumbai,IN,150,0.1,1.2,0.0134536890085256,True,False
Delhi,IN,150,0.1,1.2,-0.0147970043380937,True,False
Lahore,PK,150,0.1,1.2,-0.0184752847969024,True,False
Ludhiana,IN,150,0.1,1.2,-0.0202727935233401,True,False
Yokohama,JP,150,0.1,1.5,0.019515230749457,True,False
Bhayandar,IN,150,0.1,1.5,0.0176863211808973,True,False
Mumbai,IN,150,0.1,1.5,0.0148562037224241,True,False
Delhi,IN,150,0.1,1.5,-0.0183626704661314,True,False
Lahore,PK,150,0.1,1.5,-0.0227269051853021,True,False
Ludhiana,IN,150,0.1,1.5,-0.0245455454157849,True,False
Yokohama,JP,150,0.15,0.5,0.0043529365588282,False,False
Bhayandar,IN,150,0.15,0.5,0.0039325582503446,False,False
Mumbai,IN,150,0.15,0.5,0.0037199537325511,False,False
Delhi,IN,150,0.15,0.5,-0.0041963328544295,False,False
Lahore,PK,150,0.15,0.5,-0.0053741546821282,False,False
Ludhiana,IN,150,0.15,0.5,-0.0061796680718,False,False
Yokohama,JP,150,0.15,0.8,0.0069605490935061,False,False
Bhayandar,IN,150,0.15,0.8,0.0062916974588914,False,False
Mumbai,IN,150,0.15,0.8,0.0059583955524945,False,False
Delhi,IN,150,0.15,0.8,-0.0066823056315246,False,False
Lahore,PK,150,0.15,0.8,-0.0085079220596413,False,False
Ludhiana,IN,150,0.15,0.8,-0.0096768942166948,False,False
Yokohama,JP,150,0.15,1.0,0.008697142106308,False,False
Bhayandar,IN,150,0.15,1.0,0.0078642272097415,False,False
Mumbai,IN,150,0.15,1.0,0.0074533338212005,False,False
Delhi,IN,150,0.15,1.0,-0.008326379609908,False,False
Lahore,PK,150,0.15,1.0,-0.0105598426702566,True,False
Ludhiana,IN,150,0.15,1.0,-0.0119240526719688,True,False
Yokohama,JP,150,0.15,1.2,0.0104322346902282,True,False
Bhayandar,IN,150,0.15,1.2,0.0094365369030746,False,False
Mumbai,IN,150,0.15,1.2,0.0089503577114443,False,False
Delhi,IN,150,0.15,1.2,-0.0099598736539215,False,False
Lahore,PK,150,0.15,1.2,-0.0125822680244382,True,False
Ludhiana,IN,150,0.15,1.2,-0.0141056354287442,True,False
Yokohama,JP,150,0.15,1.5,0.013031970371827,True,False
Bhayandar,IN,150,0.15,1.5,0.0117945208572755,True,False
Mumbai,IN,150,0.15,1.5,0.0111997486260654,True,False
Delhi,IN,150,0.15,1.5,-0.0123903045589385,True,False
Lahore,PK,150,0.15,1.5,-0.0155611935263512,True,False
Ludhiana,IN,150,0.15,1.5,-0.0172585411352078,True,False
Yokohama,JP,150,0.2,0.5,0.0032654955867428,False,False
Bhayandar,IN,150,0.2,0.5,0.0029494830620756,False,False
Mumbai,IN,150,0.2,0.5,0.0027886914135221,False,False
Delhi,IN,150,0.2,0.5,-0.0031534694853814,False,False
Lahore,PK,150,0.2,0.5,-0.0040484431710788,False,False
Ludhiana,IN,150,0.2,0.5,-0.0046765635877172,False,False
Yokohama,JP,150,0.2,0.8,0.0052224969088573,False,False
Bhayandar,IN,150,0.2,0.8,0.0047189787460286,False,False
Mumbai,IN,150,0.2,0.8,0.0044655680870154,False,False
Delhi,IN,150,0.2,0.8,-0.0050276404206389,False,False
Lahore,PK,150,0.2,0.8,-0.0064262393427162,False,False
Ludhiana,IN,150,0.2,0.8,-0.0073625465468779,False,False
Yokohama,JP,150,0.2,1.0,0.0065261712299535,False,False
Bhayandar,IN,150,0.2,1.0,0.0058985342808487,False,False
Mumbai,IN,150,0.2,1.0,0.0055849898180462,False,False
Delhi,IN,150,0.2,1.0,-0.0062696326755994,False,False
Lahore,PK,150,0.2,1.0,-0.0079903019323933,False,False
Ludhiana,IN,150,0.2,1.0,-0.009104669682599,False,False
Yokohama,JP,150,0.2,1.2,0.0078290305783241,False,False
Bhayandar,IN,150,0.2,1.2,0.0070779878984164,False,False
