name,country,lat,lon,population,pga,wtd,tws_cm_yr,reversal,dP,dP_lo,dP_hi,p_two,ci_excl0,fdr_sig,population_input,elev_m,pga_475_g,seismic,vs30,precip,wtd_input,dw_km,pgv,recent_trend_cm_yr,recent_se_cm_yr,recent_gws_cm_yr,full_trend_cm_yr,full_gws_cm_yr,recent_sm_cm_yr,full_sm_cm_yr,P0,is_material_hotspot,direction,recent_cumulative_dTWS_cm,recent_cumulative_water_table_rise_m_sy010,annualized_dP_per_year,csr_grid_ix,csr_grid_iy,csr_grid_lon,csr_grid_lat,csr_grid_cell_id,distance_to_coast_km,coastal_lt25km,coastal_lt50km,coastal_lt100km,metro_cluster_50km,grace_scale_cluster_300km,city_by_fdr_sig
Giza,EG,30.00944,31.20861,4367343,0.2299891999999745,17.608911268787722,0.1375,True,0.00070556806689,0.0001094598125627,0.0013921614717881,0.03,True,True,4367343,19,0.2299891999999745,True,236.0592193603516,26.0,17.608911268787722,1.197937229773541,22.99891999999745,0.1375,0.066,0.1046,-0.1159,-0.2127,0.0329,0.0968,0.18996409512632562,False,sub-material increase,1.375,0.13749999999999998,7.0556806689e-05,124,480,31.125,30.125,iy480_ix124,117.00910956090338,False,False,False,81,20,False
Ankang,CN,32.68,109.01722,870126,0.0616723443335407,23.49889372091252,0.5842,False,0.0006825083072401,0.0001954378221154,0.0012248434299897,0.0004999999999999,True,True,870126,273,0.0616723443335407,True,509.4773864746094,914.0,23.49889372091252,2.1926193258491864,6.16723443335407,0.5842,0.1804,-0.3435,0.1512,0.0493,0.9277,0.1019,0.03606887194532928,False,sub-material increase,5.8420000000000005,0.5842,6.825083072401e-05,436,490,109.125,32.625,iy490_ix436,967.700022628899,False,False,False,82,5,True
Suwon,KR,37.29111,127.00889,1234582,0.1291057000001796,2.655069810025225,0.6391,True,0.0006359158262189,0.0002248553384981,0.0011049711007059,0.0,True,True,1234582,58,0.1291057000001796,True,338.2337341308594,1315.0,2.655069810025225,12.496469967354347,12.91057000001796,0.6391,0.1261,-1.0403,-0.066,-0.0107,1.6794,-0.0553,0.03051409643075647,False,sub-material increase,6.391,0.6390999999999999,6.359158262188999e-05,508,509,127.125,37.375,iy509_ix508,12.496469967354347,True,True,True,46,1,True
Pimpri-Chinchwad,IN,18.61867,73.80375,1727692,0.1354138,5.645838101777713,2.5294,False,0.0006171175405221,0.0002232672410458,0.0010910841725212,0.0,True,True,1727692,568,0.1354138,True,311.8620300292969,1138.0,5.645838101777713,19.612134255508877,13.54138,2.5294,0.4537,1.5032,0.6182,0.1612,1.0262,0.457,0.007076883636339587,False,sub-material increase,25.293999999999997,2.5293999999999994,6.171175405221e-05,295,434,73.875,18.625,iy434_ix295,84.7809934248567,False,False,True,83,2,True
Chiba,JP,35.6,140.11667,979768,0.7891407000048927,0.0762951094835102,1.0304,False,0.0006153195528436,0.0006153195528436,0.0006153195528436,0.0,True,True,979768,5,0.7891407000048927,True,260.20001220703125,1376.0,0.0762951094835102,3.375080387177573,78.91407000048926,1.0304,0.1319,0.8727,0.3753,0.4413,0.1577,-0.066,0.4113296161094694,False,sub-material increase,10.304,1.0304,6.153195528436e-05,560,502,140.125,35.625,iy502_ix560,3.375080387177573,True,True,True,1,1,True
Cali,CO,3.43054,-76.5199,2392877,0.3503494944669512,0.106813153276903,0.1145,False,0.0006105155087874,-0.0003694286458395,0.0006105155087874,0.3594999999999999,False,False,2392877,758,0.3503494944669512,True,270.05010986328125,1832.0,0.106813153276903,7.326531954680867,35.03494944669512,0.1145,0.1258,-0.3177,0.0725,-0.1248,0.4322,0.1973,0.21977284906362302,False,sub-material increase,1.145,0.11449999999999999,6.105155087874e-05,1133,373,283.375,3.375,iy373_ix1133,71.88524431338931,False,False,True,84,26,False
Barquisimeto,VE,10.0647,-69.35703,1240714,0.4172064835994755,19.62310215915164,1.5713,False,0.0005986854645656,0.0002231788041404,0.0010451086370402,0.0,True,True,1240714,606,0.4172064835994755,True,279.1226806640625,964.0,19.62310215915164,17.463442359662942,41.720648359947546,1.5713,0.2457,2.8605,0.0579,1.2749,-1.2892,-1.217,0.011279064354055313,False,sub-material increase,15.713,1.5713,5.9868546456560005e-05,1162,400,290.625,10.125,iy400_ix1162,134.33903439344377,False,False,False,85,6,True
Tangerang,ID,-6.17806,106.63,1912679,0.2445076999837557,0.7324330510414825,0.2499,False,0.0005862220146996,-1.036897514979511e-05,0.0012504614267452,0.1109999999999999,False,False,1912679,18,0.2445076999837557,True,217.17312622070312,2285.0,0.7324330510414825,15.863102948470502,24.45076999837557,0.2499,0.1611,0.2957,0.2383,-0.2341,-0.0458,0.4724,0.07596824021472673,False,sub-material increase,2.499,0.2499,5.862220146996e-05,426,335,106.625,-6.125,iy335_ix426,15.863102948470502,True,True,True,71,24,False
Mysuru,IN,12.29791,76.63925,920550,0.0643349354158487,3.189135576409569,2.2097,False,0.0005723038697131,0.0002009788193956,0.00083953289685,0.0,True,True,920550,757,0.0643349354158487,True,454.8702697753906,723.0,3.189135576409569,13.861406656238096,6.43349354158487,2.2097,0.4125,1.3601,0.1442,-0.0204,0.8496,0.1646,0.007556444717322037,False,sub-material increase,22.097,2.2096999999999998,5.7230386971309996e-05,306,409,76.625,12.375,iy409_ix306,138.02224409109976,False,False,False,86,14,True
Bucheon-si,KR,37.49889,126.78306,850731,0.1299450930209851,3.570611123827007,0.6391,True,0.000571231348487,0.0002000369447814,0.0009909100519071,0.0,True,True,850731,14,0.1299450930209851,True,455.4380493164063,1259.0,3.570611123827007,9.98754344425012,12.994509302098509,0.6391,0.1261,-1.0286,-0.066,-0.0195,1.6677,-0.0465,0.027318310475398965,False,sub-material increase,6.391,0.6390999999999999,5.71231348487e-05,507,509,126.875,37.375,iy509_ix507,12.268016338837047,True,True,True,46,1,True
Tripoli,LY,32.88743,13.18733,1302947,0.0913415484777827,13.488975356679646,0.2372,True,0.0005650613683371,0.0001188310637474,0.0010954979640199,0.01,True,True,1302947,15,0.0913415484777827,True,324.6783447265625,331.0,13.488975356679646,3.204420033548859,9.13415484777827,0.2372,0.0957,-0.183,-0.1302,-0.1845,0.4202,0.0543,0.07727016650633332,False,sub-material increase,2.372,0.23719999999999997,5.650613683371e-05,52,491,13.125,32.875,iy491_ix52,3.204420033548859,True,True,True,87,27,False
Beirut,LB,33.89332,35.50157,1916100,0.3636114465008213,19.30266269932099,0.1822,True,0.0005301694941249,-4.2965875097498296e-05,0.0011539892591182,0.1505,False,False,1916100,40,0.3636114465008213,True,455.3077697753906,939.0,19.30266269932099,1.7684668153955374,36.361144650082124,0.1822,0.1272,0.8483,-0.2378,0.2723,-0.6661,-0.5101,0.09647597559548854,False,sub-material increase,1.822,0.1822,5.301694941249e-05,142,495,35.625,33.875,iy495_ix142,1.7684668153955374,True,True,True,88,28,False
Yibin,CN,28.7593,104.63994,836340,0.2324686612517436,67.002365148394,0.7861,False,0.0005162069294723,0.0001457609461879,0.0009278182293975,0.0015,True,True,836340,323,0.2324686612517436,True,390.972900390625,1152.0,67.002365148394,3.38064258936918,23.24686612517436,0.7861,0.2441,0.8105,0.572,0.2767,-0.0244,0.2953,0.019867774914031234,False,sub-material increase,7.861000000000001,0.7861000000000001,5.1620692947229996e-05,418,475,104.625,28.875,iy475_ix418,850.0314460319014,False,False,False,89,5,True
Havana,CU,23.13302,-82.38304,2163824,0.0697232325262081,4.592965590905635,0.1134,False,0.0005034226792101,4.3504630703865296e-05,0.001020372433894,0.0629999999999999,True,True,2163824,41,0.0697232325262081,True,328.41571044921875,1315.0,4.592965590905635,2.7575855890063075,6.97232325262081,0.1134,0.0601,-3.0334,0.1528,-0.0924,3.1468,0.2452,0.15815498068066472,False,sub-material increase,1.134,0.11339999999999999,5.034226792101e-05,1110,452,277.625,23.125,iy452_ix1110,2.7575855890063075,True,True,True,90,29,False
Guwahati,IN,26.1844,91.7458,962334,0.5471443669493168,11.734187838559592,0.0952,True,0.0005028785885829,-0.0038115577722043,0.0047189884872142,0.9105,False,False,962334,59,0.5471443669493168,True,300.69305419921875,1713.0,11.734187838559592,5.507508815566938,54.71443669493168,0.0952,0.5837,1.2651,-0.6024,-0.3878,-1.1699,-0.2146,0.1974719355127817,False,sub-material increase,0.9520000000000001,0.0952,5.028785885829e-05,366,464,91.625,26.125,iy464_ix366,308.36586213907407,False,False,False,91,2,False
Dhaka,BD,23.7104,90.40744,10356500,0.1949473000000002,0.4882887006943406,0.0607,True,0.000501866092094,-0.0083603291251546,0.0040394659854371,0.947,False,False,10356500,23,0.1949473000000002,True,267.74822998046875,2145.0,0.4882887006943406,1.8597388917786213,19.494730000000025,0.0607,0.721,-0.9281,-0.5407,-1.0995,0.9888,0.5588,0.45836747505821357,False,sub-material increase,0.607,0.0607,5.01866092094e-05,361,454,90.375,23.625,iy454_ix361,15.813506522357867,True,True,True,92,2,False
San Jose,US,37.33939,-121.89496,997368,0.5581442998560356,1.2207217517357662,0.9056,True,0.000496426350033,4.1933674113270494e-05,0.0006725883656629,0.052,True,True,997368,23,0.5581442998560356,True,272.7223205566406,403.0,1.2207217517357662,17.783360745851873,55.81442998560357,0.9056,0.4712,0.9457,-0.7984,-0.9391,-0.0401,0.1407,0.01649498840850174,False,sub-material increase,9.056,0.9055999999999998,4.96426350033e-05,952,509,238.125,37.375,iy509_ix952,17.783360745851873,True,True,True,93,30,False
Kota,IN,25.18254,75.83907,1001694,0.0572934900065894,26.108186465247627,0.5691,False,0.000491096082124,-7.974285590479305e-05,0.0011051613465398,0.1859999999999999,False,False,1001694,267,0.0572934900065894,True,464.3928527832031,719.0,26.108186465247627,3.573697289176253,5.72934900065894,0.5691,0.4233,-0.1368,0.0121,-0.5951,0.7059,0.6072,0.026377928760844008,False,sub-material increase,5.691000000000001,0.5691,4.91096082124e-05,303,460,75.875,25.125,iy460_ix303,439.52968483908415,False,False,False,94,2,False
Jiaozuo,CN,35.23925,113.23914,865413,0.0894723600000021,4.974441138323073,2.4451,True,0.0004495476012168,0.0001540478204035,0.0008058822757498,0.0,True,True,865413,90,0.0894723600000021,True,353.5187683105469,576.0,4.974441138323073,17.785109917555534,8.94723600000021,2.4451,0.5247,1.2458,-2.0977,-2.3259,1.1993,0.2282,0.005330301564095408,False,sub-material increase,24.451,2.4451,4.495476012168e-05,452,500,113.125,35.125,iy500_ix452,529.6896070910154,False,False,False,95,5,True
Taipei,TW,25.05306,121.52639,7871900,0.3369818386905979,0.2288853284504739,0.0507,False,0.0004195205423698,-0.0009367516973735,0.0018943580637169,0.6665000000000001,False,False,7871900,5,0.3369818386905979,True,121.80533599853516,3055.0,0.2288853284504739,12.4933029549212,33.69818386905979,0.0507,0.1176,1.5871,0.2414,0.8509,-1.5364,-0.6095,0.46087376296387134,False,sub-material increase,0.507,0.050699999999999995,4.195205423698e-05,486,460,121.625,25.125,iy460_ix486,12.4933029549212,True,True,True,96,8,False
Agra,IN,27.18333,78.01667,1430055,0.0807868441135139,16.983291371023142,0.1594,True,0.0004130453731711,-0.0017174006004168,0.0026945205828749,0.79,False,False,1430055,166,0.0807868441135139,True,415.8485412597656,794.0,16.983291371023142,0.851027348032077,8.078684411351391,0.1594,0.5896,-0.7184,-1.6898,-2.0833,0.8778,0.3935,0.08484224954413953,False,sub-material increase,1.5939999999999999,0.1594,4.130453731711e-05,312,468,78.125,27.125,iy468_ix312,750.4945894853691,False,False,False,97,2,False
New Taipei City,TW,25.06199,121.45703,4004367,0.3321715041340599,0.5188067444877333,0.0507,False,0.0004106270631025,-0.0009592436771925,0.0017061431927624,0.687,False,False,4004367,4,0.3321715041340599,True,189.5024871826172,2693.0,0.5188067444877333,8.201788204387995,33.21715041340599,0.0507,0.1176,1.9753,0.2414,1.0991,-1.9246,-0.8577,0.4174407368464747,False,sub-material increase,0.507,0.050699999999999995,4.106270631025e-05,485,460,121.375,25.125,iy460_ix485,8.201788204387995,True,True,True,96,8,False
Linyi,CN,35.06306,118.34278,2743843,0.0818507500000001,0.5951018539711868,0.8114,True,0.0003796795217104,0.0001432454484555,0.0003796795217104,0.0009999999999998,True,True,2743843,69,0.0818507500000001,True,224.00645446777344,796.0,0.5951018539711868,16.843507285824703,8.18507500000001,0.8114,0.2563,-0.5524,-0.503,-0.6665,1.3638,0.1635,0.019352023834308053,False,sub-material increase,8.114,0.8114,3.7967952171039996e-05,473,500,118.375,35.125,iy500_ix473,77.71431336179329,False,False,True,98,5,True
Bekasi,ID,-6.2349,106.9896,2564940,0.2359025999999658,0.793469138628268,0.2499,False,0.0003695291061639,-1.5281822307495295e-05,0.0008120990981101,0.1205,False,False,2564940,18,0.2359025999999658,True,233.7062225341797,2145.0,0.793469138628268,17.295904322981052,23.59025999999658,0.2499,0.1611,0.2957,0.2383,-0.2341,-0.0458,0.4724,0.04639034089157938,False,sub-material increase,2.499,0.2499,3.695291061639e-05,427,335,106.875,-6.125,iy335_ix427,17.295904322981052,True,True,True,71,24,False
Pimpri,IN,18.62292,73.80696,1284606,0.1354138,5.645838101777713,2.5294,False,0.000359197196582,0.0001274083604583,0.0006371388735635,0.0,True,True,1284606,571,0.1354138,True,440.5750732421875,1138.0,5.645838101777713,19.05087445115642,13.54138,2.5294,0.4537,1.5032,0.6182,0.1612,1.0262,0.457,0.004105784759444252,False,sub-material increase,25.293999999999997,2.5293999999999994,3.5919719658199996e-05,295,434,73.875,18.625,iy434_ix295,85.2049779102729,False,False,True,83,2,True
Bhubaneswar,IN,20.27241,85.83385,885363,0.0658473024412692,13.229571984435836,1.3414,False,0.0003474043925275,7.139984301811629e-05,0.0006828435154962,0.016,True,True,885363,62,0.0658473024412692,True,377.0162048339844,1565.0,13.229571984435836,16.17039247653336,6.58473024412692,1.3414,0.5407,0.7538,0.1367,0.0566,0.5876,0.0801,0.007666398099450471,False,sub-material increase,13.414,1.3414,3.474043925275e-05,343,441,85.875,20.375,iy441_ix343,36.22707930557314,False,True,True,99,2,False
Pingdingshan,CN,33.73091,113.31554,979130,0.0720692848428089,0.1525902189670205,0.2273,True,0.0003472585029559,-0.0003447612982385,0.0003472585029559,0.3925,False,False,979130,82,0.0720692848428089,True,246.779052734375,761.0,0.1525902189670205,8.930517090704994,7.20692848428089,0.2273,0.2744,-0.5339,-0.325,-0.4435,0.7612,0.1185,0.07361188949280463,False,sub-material increase,2.273,0.2273,3.472585029559e-05,453,494,113.375,33.625,iy494_ix453,551.2254817717252,False,False,False,100,5,False
Ulsan,KR,35.53722,129.31667,1098421,0.1786687466094599,0.106813153276903,0.1467,True,0.0003399052354951,-0.0001007864517297,0.0003399052354951,0.2124999999999999,False,False,1098421,10,0.1786687466094599,True,401.5296936035156,1241.0,0.106813153276903,5.140750290729801,17.86687466094599,0.1467,0.1167,0.1507,-0.1189,-0.0562,-0.004,-0.0627,0.10684515689414531,False,sub-material increase,1.467,0.1467,3.399052354951e-05,517,502,129.375,35.625,iy502_ix517,5.140750290729801,True,True,True,101,1,False
Natal,BR,-5.795,-35.20944,896708,0.0874660044554751,26.21499961852448,0.3037,False,0.0003325867328523,0.0001241945875274,0.0005651338887189,0.0,True,True,896708,32,0.0874660044554751,True,545.1959838867188,1439.0,26.214999618524477,3.385927282411228,8.74660044554751,0.3037,0.0475,-0.0794,0.0498,0.1065,0.3831,-0.0567,0.033879437811882754,False,sub-material increase,3.0370000000000004,0.3037,3.3258673285230003e-05,1299,336,324.875,-5.875,iy336_ix1299,3.385927282411228,True,True,True,102,31,True
Antipolo,PH,14.62578,121.12251,913712,0.3849308817020014,0.3967345693141624,0.3367,False,0.0003314198522643,4.701257432291259e-05,0.0003908803154227,0.038,True,True,913712,23,0.3849308817020014,True,341.6148681640625,2273.0,0.3967345693141624,17.099947866912323,38.49308817020014,0.3367,0.1657,-0.0749,0.3033,-0.0017,0.4116,0.305,0.030323246181374098,False,sub-material increase,3.367,0.33669999999999994,3.314198522643e-05,484,418,121.125,14.625,iy418_ix484,17.099947866912323,True,True,True,30,11,False
Wenzhou,CN,27.99942,120.66682,2650000,0.0686242899999701,0.0457770656901175,0.2598,False,0.0003306022888904,0.0002252022240566,0.0003306022888904,0.0375,True,True,2650000,10,0.0686242899999701,True,239.22329711914065,1528.0,0.0457770656901175,2.5667036269480707,6.86242899999701,0.2598,0.124,0.4569,0.3071,0.27,-0.1971,0.0371,0.31783772575895614,False,sub-material increase,2.598,0.2598,3.306022888904e-05,482,471,120.625,27.875,iy471_ix482,2.5667036269480707,True,True,True,103,8,False
Panjin,CN,41.121,122.0739,1166481,0.1240245000000066,0.9460593575952316,1.571,True,0.0003149296385248,0.0002065743309335,0.0003149296385248,0.0,True,True,1166481,7,0.1240245000000066,True,181.6923828125,597.0,0.9460593575952316,22.182548288641573,12.40245000000066,1.571,0.1895,-0.6378,-0.3071,-0.7207,2.2088,0.4136,0.009941902165521575,False,sub-material increase,15.709999999999999,1.5709999999999997,3.149296385248e-05,488,524,122.125,41.125,iy524_ix488,22.182548288641573,True,True,True,104,5,True
Managua,NI,12.13282,-86.2504,973087,0.6997626999999993,0.5951018539711868,0.5376,True,0.0002791380982256,-2.0822950800446715e-05,0.0003092822223204,0.1454999999999999,False,False,973087,108,0.6997626999999993,True,394.2102355957031,1478.0,0.5951018539711868,17.885559097502387,69.97626999999993,0.5376,0.3675,-0.7197,-0.1333,-0.3788,1.2573,0.2455,0.015704353064535312,False,sub-material increase,5.3759999999999994,0.5376,2.7913809822560002e-05,1094,408,273.625,12.125,iy408_ix1094,45.297494272722446,False,True,True,105,32,False
Ottawa,CA,45.41117,-75.69812,1017449,0.1030978999999999,13.519493400473038,0.1017,False,0.0002719925024275,-0.0005799173362205,0.0011579694106342,0.655,False,False,1017449,71,0.1030978999999999,True,348.5962219238281,922.0,13.519493400473038,3.602642792835557,10.309789999999987,0.1017,0.2234,0.1514,0.3367,0.6213,-0.0497,-0.2846,0.0879345788274279,False,sub-material increase,1.017,0.10169999999999998,2.719925024275e-05,1137,541,284.375,45.375,iy541_ix1137,89.74838565754294,False,False,True,106,33,False
Beijing,CN,39.9075,116.39723,18960744,0.1370146489373686,5.218585488670215,0.5703,True,0.0002529408037319,8.536362684613057e-05,0.0004465976104572,0.0,True,True,18960744,49,0.1370146489373686,True,230.77230834960935,569.0,5.218585488670215,17.88414889483644,13.701464893736858,0.5703,0.1307,-0.889,-0.4868,-1.0746,1.4593,0.5878,0.013375198859327296,False,sub-material increase,5.703,0.5703,2.529408037319e-05,465,519,116.375,39.875,iy519_ix465,143.6106439461746,False,False,False,107,5,True
Xi’an,CN,34.25833,108.92861,9600000,0.1007263999999999,8.6366063935302,0.4515,True,0.0002515117993584,7.72506997488152e-05,0.0004475284629426,0.0004999999999999,True,True,9600000,416,0.1007263999999999,True,228.13194274902344,614.0,8.6366063935302,15.901550564097764,10.07263999999999,0.4515,0.1256,-0.5732,-0.0341,-0.3791,1.0247,0.345,0.01689264532886208,False,sub-material increase,4.515000000000001,0.4515,2.515117993584e-05,435,497,108.875,34.375,iy497_ix435,910.0009182580424,False,False,False,52,5,True
Jepara,ID,-6.5924,110.671,1257912,0.1135043000000001,0.0305180437934495,0.4829,False,0.0002440175633789,0.0002440175633789,0.0002440175633789,0.014,True,True,1257912,5,0.1135043000000001,True,321.5424194335937,2618.0,0.0305180437934495,1.7422983269701109,11.35043000000001,0.4829,0.1908,-0.1295,0.3127,0.199,0.6124,0.1137,0.40045710055596606,False,sub-material increase,4.829,0.4829,2.440175633789e-05,442,333,110.625,-6.625,iy333_ix442,1.7422983269701109,True,True,True,108,19,False
Zigong,CN,29.34162,104.77689,1262064,0.209717,0.9918364232852924,0.9115,False,0.0002421462513756,7.48659079897334e-05,0.000263836947325,0.0004999999999999,True,True,1262064,306,0.209717,True,256.50396728515625,1159.0,0.9918364232852924,22.404711089733848,20.9717,0.9115,0.2506,0.8193,0.6695,0.4014,0.0922,0.2681,0.007921898341212144,False,sub-material increase,9.115,0.9115000000000001,2.421462513756e-05,419,477,104.875,29.375,iy477_ix419,902.0805122510632,False,False,False,60,5,True
Busan,KR,35.10168,129.03004,3285147,0.1661660969867312,28.53437094682232,0.139,False,0.0002305254564494,-2.961295205615027e-05,0.0005285626858169,0.1705000000000001,False,False,3285147,15,0.1661660969867312,True,608.4011840820312,1441.0,28.53437094682232,0.811974975748829,16.61660969867312,0.139,0.1025,0.4909,0.0989,0.2621,-0.3519,-0.1632,0.05245158558273667,False,sub-material increase,1.3900000000000001,0.139,2.305254564494e-05,516,500,129.125,35.125,iy500_ix516,0.811974975748829,True,True,True,74,1,False
Daegu,KR,35.87028,128.59111,2365523,0.212614409616326,2.532997634851654,0.1467,True,0.000217891965716,-4.738158337195125e-05,0.0005185310712878,0.2015,False,False,2365523,45,0.212614409616326,True,323.8189697265625,1082.0,2.532997634851654,10.96860095030915,21.2614409616326,0.1467,0.1167,-0.1088,-0.1189,-0.1694,0.2555,0.0505,0.04668399793342554,False,sub-material increase,1.467,0.1467,2.1789196571600002e-05,514,503,128.625,35.875,iy503_ix514,72.98900031974135,False,False,True,109,1,False
Bengaluru,IN,12.97194,77.59369,8495492,0.1020980081948443,4.119935912108076,2.6353,False,0.0002141837252329,7.655866955664931e-05,0.0003433422367366,0.0,True,True,8495492,914,0.1020980081948443,True,469.5596618652344,812.0,4.119935912108076,20.129319068236917,10.20980081948443,2.6353,0.4606,0.8756,0.1135,-0.1717,1.7597,0.2852,0.002341144117784493,False,sub-material increase,26.353,2.6353000000000004,2.141837252329e-05,310,411,77.625,12.875,iy411_ix310,263.3575951550235,False,False,False,110,14,True
Kingston,JM,17.99702,-76.79358,937700,0.3996163345675977,0.0305180437934495,0.2704,False,0.0001636288480058,0.0001636288480058,0.0001636288480058,0.0,True,True,937700,65,0.3996163345675977,True,377.14495849609375,1321.0,0.0305180437934495,3.620369011699103,39.96163345675977,0.2704,0.0788,-0.7229,0.2924,0.3616,0.9933,-0.0692,0.20161006925165487,False,sub-material increase,2.7039999999999997,0.2704,1.636288480058e-05,1132,431,283.125,17.875,iy431_ix1132,3.620369011699103,True,True,True,111,34,True
Medan,ID,3.58333,98.66667,2435252,0.1908047019318471,0.1831082627604132,1.2442,False,0.0001521960233025,0.0001521960233025,0.0001521960233025,0.0,True,True,2435252,26,0.1908047019318471,True,219.6578826904297,2430.0,0.1831082627604132,21.390082899961,19.08047019318471,1.2442,0.2002,0.1647,0.4639,0.7865,1.0795,-0.3226,0.02554056320828076,False,sub-material increase,12.442,1.2442,1.5219602330249999e-05,394,374,98.625,3.625,iy374_ix394,21.390082899960998,True,True,True,112,35,True
South Tangerang,ID,-6.28862,106.71789,1404785,0.2550163,1.2359807736324342,0.2499,False,0.0001452925843284,-5.66335235179672e-06,0.0003115024032867,0.123,False,False,1404785,39,0.2550163,True,250.1710205078125,2225.0,1.2359807736324342,21.760221773268544,25.50163,0.2499,0.1611,0.2957,0.2383,-0.2341,-0.0458,0.4724,0.01770296815637054,False,sub-material increase,2.499,0.2499,1.452925843284e-05,426,334,106.625,-6.375,iy334_ix426,21.760221773268544,True,True,True,71,24,False
Setagaya,JP,35.64188,139.64715,940071,0.6109242,0.0305180437934495,1.5877,False,0.0001375596194314,0.0001375596194314,0.0001375596194314,0.0,True,True,940071,44,0.6109242,True,249.1000061035156,1545.0,0.0305180437934495,10.097668151213991,61.09242,1.5877,0.1807,1.4811,0.5728,0.6262,0.1066,-0.0534,0.16134579775607094,False,sub-material increase,15.876999999999999,1.5877,1.3755961943139999e-05,558,502,139.625,35.625,iy502_ix558,10.097668151213993,True,True,True,1,1,True
Sendai,JP,38.26667,140.86667,1096704,0.358443995853743,14.785992217898864,0.1848,False,0.0001260206090287,-7.861829944299652e-05,0.000362938321055,0.377,False,False,1096704,53,0.358443995853743,True,389.0,1206.0,14.785992217898864,12.49914195880178,35.8443995853743,0.1848,0.215,0.3883,0.05,0.1779,-0.2035,-0.1279,0.020852894886534322,False,sub-material increase,1.8479999999999999,0.1848,1.260206090287e-05,563,513,140.875,38.375,iy513_ix563,12.49914195880178,True,True,True,113,1,False
Bogotá,CO,4.60971,-74.08175,7674366,0.2128795999903159,0.8545052262150534,0.3176,True,0.0001202890283737,8.971757932850203e-07,0.0002612947540153,0.0969999999999999,True,False,7674366,2582,0.2128795999903159,True,354.3930969238281,1312.0,0.8545052262150534,18.026550080255937,21.28795999903159,0.3176,0.1903,-0.1879,-0.0203,-0.0326,0.5055,0.0123,0.011446037560436282,False,sub-material increase,3.176,0.3176,1.202890283737e-05,1143,378,285.875,4.625,iy378_ix1143,335.91179580190214,False,False,False,114,26,False
Luoyang,CN,34.67345,112.43684,1390581,0.09239673,10.86442359044787,1.4284,True,9.478375575265922e-05,2.8451380527695077e-05,0.000172501886557,0.0004999999999999,True,True,1390581,128,0.09239673,True,241.1519927978516,607.0,10.86442359044787,25.4490277070789,9.239673,1.4284,0.4127,0.5235,-0.9722,-1.2226,0.9049,0.2504,0.0019496602288644686,False,sub-material increase,14.283999999999999,1.4284,9.478375575265922e-06,449,498,112.375,34.625,iy498_ix449,616.9769838396239,False,False,False,115,5,True
Palembang,ID,-2.91673,104.7458,1668848,0.0647146814960711,0.3967345693141624,0.0212,True,9.042149292762258e-05,-0.0009522385945874,0.0010529707629897,0.8955,False,False,1668848,5,0.0647146814960711,True,226.7239532470703,2530.0,0.3967345693141624,10.250407505539895,6.47146814960711,0.0212,0.1755,-0.3068,-0.0895,-0.1607,0.328,0.0712,0.15078868139571713,False,sub-material increase,0.212,0.021199999999999997,9.042149292762258e-06,418,348,104.625,-2.875,iy348_ix418,28.14153616014119,False,True,True,116,24,False
Baoji,CN,34.36775,107.23705,1437802,0.2637275969052465,69.19966430151828,0.4814,False,8.616546833398013e-05,2.737423294727152e-05,0.000149496377631,0.0,True,True,1437802,567,0.2637275969052465,True,526.0692138671875,674.0,69.19966430151828,5.648410099470091,26.37275969052465,0.4814,0.1236,-0.5804,0.0864,-0.3537,1.0618,0.4401,0.005361293052894392,False,sub-material increase,4.814,0.4814,8.616546833398013e-06,428,497,107.125,34.375,iy497_ix428,1034.7345592752822,False,False,False,117,5,True
Al Başrah al Qadīmah,IQ,30.50316,47.81507,2015483,0.0807779799930052,0.106813153276903,0.0194,True,8.563931653143841e-05,-0.0006747978514863,0.0004719862410388,0.8654999999999999,False,False,2015483,7,0.0807779799930052,True,232.0545959472656,151.0,0.106813153276903,3.935100805466994,8.07779799930052,0.0194,0.1301,-0.2018,-0.2391,-0.2512,0.2212,0.0121,0.1572685462359222,False,sub-material increase,0.194,0.0194,8.563931653143842e-06,191,482,47.875,30.625,iy482_ix191,45.51758219650021,False,True,True,118,36,False
Kennedy,CO,4.6165,-74.14597,979914,0.209905099994845,3.4943160143434966,0.3176,True,6.96374397448048e-05,1.914682824359031e-06,0.0001531480798861,0.088,True,False,979914,2556,0.209905099994845,True,209.766357421875,1312.0,3.4943160143434966,25.18164934703556,20.990509999484495,0.3176,0.1903,-0.1879,-0.0203,-0.0326,0.5055,0.0123,0.0065936056848633524,False,sub-material increase,3.176,0.3176,6.963743974480481e-06,1143,378,285.875,4.625,iy378_ix1143,329.15651907751135,False,False,False,114,26,False
Basrah,IQ,30.50852,47.7804,1326564,0.0802772099999999,1.129167620355588,0.0194,True,6.284218389836227e-05,-0.0005363741804631,0.0006473403597988,0.8734999999999999,False,False,1326564,4,0.0802772099999999,True,226.5775604248047,151.0,1.129167620355588,6.029802912522257,8.02772099999999,0.0194,0.1301,-0.2018,-0.2391,-0.2512,0.2212,0.0121,0.10916928668888494,False,sub-material increase,0.194,0.0194,6.284218389836227e-06,191,482,47.875,30.625,iy482_ix191,47.03506158568831,False,True,True,118,36,False
