name,country,lat,lon,population,pga_475_g,vs30,wtd,dw_km,P0,recent_trend_cm_yr,dP,dP_lo,dP_hi,fdr_sig,soft_soil_proxy_vs30_le_360,shallow_wtd_proxy_le_10m,near_water_proxy_le_5km,high_shaking_proxy_pga_ge_0p2g,susceptibility_proxy_count,screening_tier,policy_action,direction,population_million,population_weighted_abs_dP
Anyang,CN,36.096,114.38278,1146839,0.0894178111152896,245.30303955078125,5.004959182116465,16.82503865070662,0.0127701912005034,2.7657,0.0012147377205101,0.0004180393231679,0.0021176154165551,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.146839,0.0013931085926520825
Fukuoka,JP,33.6,130.41667,1612392,0.2703739154132848,194.5,0.1373311970702957,2.396636241031313,0.5548847109336004,0.407,0.0011292210388418,0.0008565886039953,0.0011292210388418,True,True,True,True,True,4,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.612392,0.0018207469692602075
Quezon City,PH,14.6488,121.0509,3084270,0.3776324,280.5470886230469,6.759746700236519,11.550313649240405,0.1028732344892735,0.3367,0.0010393864693847,0.0001278362339753,0.002107218975152,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.08427,0.0032057485059291484
Chongqing,CN,29.56026,106.55771,7457599,0.1132862,432.7224426269531,42.42008087281607,0.3210616400895512,0.0527023509040116,0.585,0.0009810779997386,0.0001384336500808,0.0018902126279857,True,False,False,True,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,7.457599,0.007316486309772583
Pasig City,PH,14.58691,121.0614,853050,0.3756936,235.3219757080078,34.13443198290992,9.33741833388168,0.09217958183859,0.3367,0.0009425574639516,0.0001068769301092,0.0018619490104443,True,True,False,False,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.85305,0.0008040486446239123
Goyang-si,KR,37.65639,126.835,1061752,0.1293693534595363,446.4551086425781,0.4425116350042231,6.414666309623628,0.0649212863447575,0.6391,0.0009003048747226,0.0004644921017719,0.0009003048747226,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.061752,0.0009559005013464701
Tianshui,CN,34.57952,105.74238,1212791,0.2934561000002377,528.0335083007812,1.3275349050126124,5.532523941838416,0.0499841282868138,0.562,0.000896197666793,0.0003110550326181,0.0015946017783014,True,False,True,False,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.212791,0.0010869004645075492
Changwon,KR,35.22806,128.68111,1025702,0.2072810476453046,425.8367614746094,1.6327153429465395,6.908779725169293,0.0747000136905247,0.376,0.0008700584934065,0.0001483121294334,0.0016925404970798,True,False,True,False,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.025702,0.0008924207368040337
Vadodara,IN,22.29941,73.20812,1822221,0.0722415566693286,230.3549652099609,8.30090791180288,16.9649676405298,0.0140510981190628,1.6367,0.0007753986476834,0.0002025649499052,0.0014310177372404,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.822221,0.001412947699180293
Langfang,CN,39.52079,116.71471,868066,0.1032498746941712,184.2429351806641,10.69657434958424,12.859938284997147,0.0420755965995724,0.5703,0.0007721279813353,0.0002566857307108,0.0013174704850387,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.868066,0.0006702580482458085
Caloocan,PH,14.64953,120.96788,1712945,0.3198267016083664,240.3080596923828,0.091554131380235,2.699549179196848,0.5268838785496096,0.4215,0.0007599218058339,0.0007599218058339,0.0007599218058339,True,True,True,True,True,4,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.712945,0.0013017042576941498
Dongying,CN,37.46271,118.49165,998968,0.0850820200001394,203.51611328125,1.1596856641489808,17.180003744732034,0.0194504661258786,2.0596,0.0007503506881893,0.0004929263375389,0.0007503506881893,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.998968,0.0007495763262790887
Incheon,KR,37.45646,126.70515,3015482,0.1299214000302797,387.766357421875,21.896696421759373,7.101012323889473,0.0362147303831938,0.6391,0.0007501877106964,0.0002689295014475,0.0012369028753423,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.015482,0.0022621775382262017
Taiyuan,CN,37.86944,112.56028,4303673,0.1791104881897064,256.29119873046875,0.1373311970702957,3.390299386532964,0.205668978830565,0.6424,0.0007481143005881,0.0006934087391053,0.0007481143005881,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,4.303673,0.00321963931635489
Giza,EG,30.00944,31.20861,4367343,0.2299891999999745,236.0592193603516,17.608911268787722,1.197937229773541,0.1899640951263256,0.1375,0.00070556806689,0.0001094598125627,0.0013921614717881,True,True,False,True,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,4.367343,0.0030814577579555734
Ankang,CN,32.68,109.01722,870126,0.0616723443335407,509.4773864746094,23.49889372091252,2.1926193258491864,0.0360688719453292,0.5842,0.0006825083072401,0.0001954378221154,0.0012248434299897,True,False,False,True,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.870126,0.0005938682233455992
Suwon,KR,37.29111,127.00889,1234582,0.1291057000001796,338.2337341308594,2.655069810025225,12.496469967354347,0.0305140964307564,0.6391,0.0006359158262189,0.0002248553384981,0.0011049711007059,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.234582,0.000785090232564982
Pimpri-Chinchwad,IN,18.61867,73.80375,1727692,0.1354138,311.8620300292969,5.645838101777713,19.61213425550888,0.0070768836363395,2.5294,0.0006171175405221,0.0002232672410458,0.0010910841725212,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.727692,0.001066189037819708
Chiba,JP,35.6,140.11667,979768,0.7891407000048927,260.20001220703125,0.0762951094835102,3.375080387177573,0.4113296161094694,1.0304,0.0006153195528436,0.0006153195528436,0.0006153195528436,True,True,True,True,True,4,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.979768,0.0006028704076504683
Barquisimeto,VE,10.0647,-69.35703,1240714,0.4172064835994755,279.1226806640625,19.62310215915164,17.463442359662942,0.0112790643540553,1.5713,0.0005986854645656,0.0002231788041404,0.0010451086370402,True,True,False,False,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.240714,0.0007427974374830439
Mysuru,IN,12.29791,76.63925,920550,0.0643349354158487,454.8702697753906,3.189135576409569,13.861406656238096,0.007556444717322,2.2097,0.0005723038697131,0.0002009788193956,0.00083953289685,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.92055,0.0005268343272643942
Bucheon-si,KR,37.49889,126.78306,850731,0.1299450930209851,455.4380493164063,3.570611123827007,9.98754344425012,0.0273183104753989,0.6391,0.000571231348487,0.0002000369447814,0.0009909100519071,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.850731,0.000485964216329694
Tripoli,LY,32.88743,13.18733,1302947,0.0913415484777827,324.6783447265625,13.488975356679646,3.204420033548859,0.0772701665063333,0.2372,0.0005650613683371,0.0001188310637474,0.0010954979640199,True,True,False,True,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.302947,0.0007362450146907195
Yibin,CN,28.7593,104.63994,836340,0.2324686612517436,390.972900390625,67.002365148394,3.38064258936918,0.0198677749140312,0.7861,0.0005162069294723,0.0001457609461879,0.0009278182293975,True,False,False,True,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.83634,0.00043172450339486337
Havana,CU,23.13302,-82.38304,2163824,0.0697232325262081,328.41571044921875,4.592965590905635,2.7575855890063075,0.1581549806806647,0.1134,0.0005034226792101,4.3504630703865296e-05,0.001020372433894,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.163824,0.0010893180754191153
San Jose,US,37.33939,-121.89496,997368,0.5581442998560356,272.7223205566406,1.2207217517357662,17.783360745851873,0.0164949884085017,0.9056,0.000496426350033,4.1933674113270494e-05,0.0006725883656629,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.997368,0.0004951197558797131
Jiaozuo,CN,35.23925,113.23914,865413,0.0894723600000021,353.5187683105469,4.974441138323073,17.785109917555534,0.0053303015640954,2.4451,0.0004495476012168,0.0001540478204035,0.0008058822757498,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.865413,0.0003890443382118345
Linyi,CN,35.06306,118.34278,2743843,0.0818507500000001,224.00645446777344,0.5951018539711868,16.843507285824703,0.019352023834308,0.8114,0.0003796795217104,0.0001432454484555,0.0003796795217104,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.743843,0.001041780997888429
Pimpri,IN,18.62292,73.80696,1284606,0.1354138,440.5750732421875,5.645838101777713,19.05087445115642,0.0041057847594442,2.5294,0.000359197196582,0.0001274083604583,0.0006371388735635,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.284606,0.00046142687391241663
Bhubaneswar,IN,20.27241,85.83385,885363,0.0658473024412692,377.0162048339844,13.229571984435836,16.17039247653336,0.0076663980994504,1.3414,0.0003474043925275,7.139984301811629e-05,0.0006828435154962,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.885363,0.00030757899518132496
Natal,BR,-5.795,-35.20944,896708,0.0874660044554751,545.1959838867188,26.21499961852448,3.385927282411228,0.0338794378118827,0.3037,0.0003325867328523,0.0001241945875274,0.0005651338887189,True,False,False,True,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.896708,0.0002982331840425202
Antipolo,PH,14.62578,121.12251,913712,0.3849308817020014,341.6148681640625,0.3967345693141624,17.099947866912323,0.030323246181374,0.3367,0.0003314198522643,4.701257432291259e-05,0.0003908803154227,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.913712,0.00030282229605211805
Wenzhou,CN,27.99942,120.66682,2650000,0.0686242899999701,239.22329711914065,0.0457770656901175,2.5667036269480707,0.3178377257589561,0.2598,0.0003306022888904,0.0002252022240566,0.0003306022888904,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.65,0.0008760960655595599
Panjin,CN,41.121,122.0739,1166481,0.1240245000000066,181.6923828125,0.9460593575952316,22.182548288641573,0.0099419021655215,1.571,0.0003149296385248,0.0002065743309335,0.0003149296385248,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.166481,0.0003673594396760473
Beijing,CN,39.9075,116.39723,18960744,0.1370146489373686,230.7723083496093,5.218585488670215,17.88414889483644,0.0133751988593272,0.5703,0.0002529408037319,8.536362684613057e-05,0.0004465976104572,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,18.960744,0.0047959458267148
Xi’an,CN,34.25833,108.92861,9600000,0.1007263999999999,228.13194274902344,8.6366063935302,15.901550564097764,0.016892645328862,0.4515,0.0002515117993584,7.72506997488152e-05,0.0004475284629426,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,9.6,0.00241451327384064
Jepara,ID,-6.5924,110.671,1257912,0.1135043000000001,321.5424194335937,0.0305180437934495,1.7422983269701109,0.400457100555966,0.4829,0.0002440175633789,0.0002440175633789,0.0002440175633789,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.257912,0.00030695262118507884
Zigong,CN,29.34162,104.77689,1262064,0.209717,256.50396728515625,0.9918364232852924,22.404711089733848,0.0079218983412121,0.9115,0.0002421462513756,7.48659079897334e-05,0.000263836947325,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.262064,0.00030560406659609524
Bengaluru,IN,12.97194,77.59369,8495492,0.1020980081948443,469.5596618652344,4.119935912108076,20.12931906823692,0.0023411441177844,2.6353,0.0002141837252329,7.655866955664931e-05,0.0003433422367366,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,8.495492,0.0018195961242463002
Kingston,JM,17.99702,-76.79358,937700,0.3996163345675977,377.14495849609375,0.0305180437934495,3.620369011699103,0.2016100692516548,0.2704,0.0001636288480058,0.0001636288480058,0.0001636288480058,True,False,True,True,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.9377,0.00015343477077503864
Medan,ID,3.58333,98.66667,2435252,0.1908047019318471,219.6578826904297,0.1831082627604132,21.390082899961,0.0255405632082807,1.2442,0.0001521960233025,0.0001521960233025,0.0001521960233025,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.435252,0.00037063567013945973
Setagaya,JP,35.64188,139.64715,940071,0.6109242,249.1000061035156,0.0305180437934495,10.097668151213991,0.1613457977560709,1.5877,0.0001375596194314,0.0001375596194314,0.0001375596194314,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.940071,0.00012931580899849563
Luoyang,CN,34.67345,112.43684,1390581,0.09239673,241.1519927978516,10.86442359044787,25.4490277070789,0.0019496602288644,1.4284,9.478375575265922e-05,2.845138052769508e-05,0.000172501886557,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.390581,0.0001318044898582886
Baoji,CN,34.36775,107.23705,1437802,0.2637275969052465,526.0692138671875,69.19966430151828,5.648410099470091,0.0053612930528943,0.4814,8.616546833398013e-05,2.737423294727152e-05,0.000149496377631,True,False,False,False,True,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.437802,0.0001238888827015333
Xinxiang,CN,35.19033,113.80151,1047088,0.0947264799999963,209.1026763916016,8.072022583352464,31.997927031209127,0.0007207940461426,2.2778,5.675551645155852e-05,1.8903826858062e-05,0.000102643866433,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.047088,5.9428020210229514e-05
Jinzhong,CN,37.68403,112.75471,1226617,0.1660062000160998,337.4549865722656,19.43999389639129,20.00991202641643,0.0025700084532017,0.6424,5.542377266519764e-05,1.0828303741720153e-05,0.0001059204786682,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.226617,6.798374175526674e-05
Sholapur,IN,17.67152,75.91044,997281,0.1578071376906078,364.1421813964844,10.727092393377632,28.71134655604204,0.0005749277161406,2.7252,5.45804768456626e-05,1.9556750409579385e-05,9.625853792857328e-05,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.997281,5.443207252911924e-05
Petaling Jaya,MY,3.10726,101.60671,807879,0.0509691800000053,313.5376892089844,18.142977035172063,27.05673898641926,0.0013851567847111,0.8591,4.014157512375032e-05,1.319430191007989e-05,7.036400848204903e-05,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.807879,3.242953556940029e-05
Chengdu,CN,30.66667,104.06667,13568357,0.2469592000001928,210.071044921875,8.361943999389666,28.736710454830003,0.0023246181498894,0.495,3.854409003034229e-05,9.608372054199508e-06,7.144820214034363e-05,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,13.568357,0.000522979973771825
Changzhi,CN,36.18389,113.10528,1214940,0.0989742381105521,218.19586181640625,9.35378042267496,34.22981005080626,0.0004179096207422,2.4451,3.543453867513183e-05,1.2034516440258153e-05,6.345309384537258e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.21494,4.305083841796466e-05
Liaocheng,CN,36.45064,116.00247,1229768,0.0541538398080472,202.4702911376953,1.0681315327688026,32.76515284883505,0.0006969838850868,1.6904,2.521880481458296e-05,1.3086491701864336e-05,2.521880481458296e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.229768,3.1013279159220055e-05
Valencia,VE,10.16153,-68.00044,1619470,0.1146405999959031,256.42413330078125,1.3427939269093372,34.51950388715642,0.000540082254466,1.6437,2.46839178901176e-05,1.1271279868977578e-05,2.46839178901176e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.61947,3.9974864505508745e-05
Kallakurichi,IN,11.73379,78.95925,1682687,0.07896554,308.8377990722656,7.858396276798658,32.00793720256394,0.0004031115818851,1.7572,2.428137778359885e-05,7.709834764843025e-06,4.388277053135459e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.682687,4.0857958738550604e-05
Heze,CN,35.23929,115.47358,1346717,0.1273150867469405,183.7837677001953,0.2594033722438666,28.87308810728661,0.0026021367727783,0.9261,2.251571264893885e-05,1.4880687693274455e-05,2.251571264893885e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.346717,3.032229299144098e-05
Shivaji Nagar,IN,18.53017,73.85263,1000000,0.1458257,414.0531311035156,0.2899214160372594,22.23207608840188,0.002312920031486,2.5294,2.238555473123944e-05,2.238555473123944e-05,2.238555473123944e-05,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.0,2.238555473123944e-05
Caracas,VE,10.48801,-66.87919,3000000,0.1730225400287133,258.7844543457031,0.0152590218967247,13.53134292509169,0.0419369684137747,1.2007,2.042034761258471e-05,2.042034761258471e-05,2.042034761258471e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.0,6.126104283775413e-05
Handan,CN,36.60999,114.48764,1358318,0.1106007000579147,222.9814910888672,3.8147554741741487,39.82701572687744,0.0001551145054168,2.7657,1.4961671246194909e-05,5.279814060405384e-06,2.1006966030205707e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.358318,2.0322707363788976e-05
Indore,IN,22.71792,75.8333,1994397,0.0668241401186886,253.0897979736328,0.6408789196613043,32.10972620014968,0.0006930996580622,2.336,1.4940004805608672e-05,1.4940004805608672e-05,1.4940004805608672e-05,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.994397,2.9796300764291518e-05
Pune,IN,18.51957,73.85535,3124458,0.1458257,407.9278259277344,0.1678492408636884,22.971530526555007,0.00205348391947,2.5294,1.1486070368725823e-05,1.1486070368725823e-05,1.1486070368725823e-05,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.124458,3.588774445212835e-05
Aurangabad,IN,19.87757,75.34226,1175116,0.0945352192163259,415.62115478515625,9.796292057679125,35.78221898546021,9.16834520767329e-05,2.7271,8.714882584437593e-06,3.096644419045499e-06,1.5308654333125667e-05,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.175116,1.0240997963093967e-05
Shenyang,CN,41.79222,123.43278,7050000,0.0998792262887538,251.6791534423828,1.3275349050126124,38.95666934077452,0.0001640311709176,1.7943,7.412707708519327e-06,3.896806972735612e-06,7.412707708519327e-06,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,7.05,5.225958934506125e-05
Kuala Lumpur,MY,3.1412,101.68653,1453975,0.0504047260380783,369.849609375,1.7395284962234427,36.42053579388946,0.0002509336037781,0.8591,7.280506355712159e-06,2.469142439068733e-06,1.3017520717775924e-05,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.453975,1.0585674228546587e-05
Xuchang,CN,34.03189,113.86299,1265536,0.0894938719935299,210.1138610839844,4.058899824521291,44.30804607910388,6.937819780327166e-05,1.526,3.616357162117631e-06,1.0736648918023115e-06,6.577038676394808e-06,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.265536,4.576630177517698e-06
Anshan,CN,41.12361,122.99,1450000,0.1456538782815366,236.4249267578125,0.1983672846570812,35.47408126492566,0.0004493579955278,1.7737,2.976771155298167e-06,2.976771155298167e-06,2.976771155298167e-06,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.45,4.3163181751823425e-06
Addis Ababa,ET,9.02497,38.74689,3860000,0.0987208442743054,459.8425598144531,16.52552071412225,39.539854059055386,3.5216725296544107e-05,2.3129,2.8194569339276605e-06,1.0492545368157678e-06,4.871783681492349e-06,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.86,1.088310376496077e-05
Jerusalem,IL,31.76904,35.21633,971800,0.2469425443693514,456.1331481933594,29.907682917525,28.666171782012192,0.0001938295178774,0.2634,1.707265361990725e-06,3.38023119115846e-07,3.1575186939809707e-06,True,False,False,False,True,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.9718,1.6591204787825865e-06
Pyongyang,KP,39.03385,125.75432,3222000,0.1516701309305629,615.4934692382812,29.480430304417496,35.74982510574854,3.1692283420142506e-05,1.418,1.532334130254123e-06,5.846690779227911e-07,2.617020214579421e-06,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.222,4.9371805676787845e-06
Kyoto,JP,35.02107,135.75385,1463723,0.3363467999654756,328.29998779296875,1.022354467078685,48.01917459566171,4.023278565693553e-05,0.664,8.994660704178545e-07,3.099619194728326e-07,1.3932253853739571e-06,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.463723,1.3165691749902332e-06
Medellín,CO,6.245,-75.57151,1999979,0.1971214240095512,323.5350341796875,0.0152590218967247,31.29479489760368,0.0016883992300085,0.5965,8.566869730858729e-07,8.566869730858729e-07,8.566869730858729e-07,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.999979,1.713355955745311e-06
Gwangju,KR,35.15472,126.91556,1401235,0.1201671,404.3482055664063,0.3356984817273769,41.7209189048076,5.93785546995185e-05,0.3956,6.674624721634217e-07,2.2547002244670325e-07,6.674624721634217e-07,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.401235,9.352717771819122e-07
Amman,JO,31.95522,35.94503,1275857,0.1517072145721601,422.46490478515625,2.105745021744156,37.72202782183565,7.266128652353663e-05,0.2634,6.400844697075083e-07,1.4208049177877262e-07,1.2055758735370843e-06,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.275857,8.166562512676124e-07
Salem,IN,11.65376,78.15538,917414,0.08556316,280.0541687011719,0.1525902189670205,40.93274648833618,9.810469988748984e-05,2.2328,4.997142860270237e-07,4.997142860270237e-07,4.997142860270237e-07,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.917414,4.5844488200119595e-07
Tiruppur,IN,11.11541,77.35456,963173,0.0790061099999997,364.5045471191406,6.439307240405924,49.11430994792621,7.4594840108496915e-06,1.306,3.315665642735338e-07,9.981095702207494e-08,5.967254161289375e-07,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.963173,3.1935596241103236e-07
Fushun,CN,41.88669,123.94363,1400646,0.0714560299394532,305.089599609375,0.4730296787976158,48.02573761554028,1.6597277522305454e-05,1.9705,2.6350394759514496e-07,2.6350394759514496e-07,2.6350394759514496e-07,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.400646,3.690757501833494e-07
Meishan,CN,30.04392,103.83696,1107742,0.3372052999999958,266.9643859863281,9.704737926298948,54.449201404115385,9.68313919586411e-06,0.7209,2.3526340848704938e-07,7.163183756303862e-08,4.320314027484881e-07,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.107742,2.6061115864426106e-07
Tangshan,CN,39.64381,118.18319,3372102,0.3162972999999999,319.5663452148437,0.2288853284504739,48.69996845772576,2.078769123479149e-05,0.9489,1.5904333389553664e-07,1.5904333389553664e-07,1.5904333389553664e-07,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.372102,5.363103443158069e-07
Weifang,CN,36.71,119.10194,2044028,0.0536312100003509,227.6941070556641,0.2441443503471987,50.28162268134629,1.651501549718634e-05,1.4478,1.348122234628772e-07,1.348122234628772e-07,1.348122234628772e-07,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.044028,2.7555995950037796e-07
Soweto,ZA,-26.26781,27.85849,1695047,0.108932,395.2037963867188,47.48607614251927,45.4579183309256,4.0812799005565885e-06,0.8554,1.1792560651695025e-07,4.019079591783912e-08,2.0570514855870442e-07,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.695047,1.9988944554973695e-07
Lucknow,IN,26.83928,80.92313,2472011,0.092923407530698,235.35450744628903,1.0986495765621953,60.69847212010058,2.508398865434588e-06,1.095,9.315278130211076e-08,1.4893206708783154e-08,9.346896860413581e-08,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.472011,2.3027470005941215e-07
Xining,CN,36.62554,101.75739,1677177,0.1094059,415.0482177734375,27.60357061112387,49.35382130959234,2.7493342803258933e-06,0.6531,6.044792135420331e-08,2.0045646660558372e-08,1.0632543071983912e-07,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.677177,1.0138186339307864e-07
Daejeon,KR,36.34913,127.38493,1441203,0.1340866,315.70611572265625,15.53368429083696,56.11089282215968,3.026727325143254e-06,0.59,6.005393629582567e-08,1.4050030416033321e-08,1.0555903554456245e-07,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.441203,8.654991315135284e-08
Dodoma,TZ,-6.17221,35.73947,765179,0.189315614930807,299.6851806640625,44.876783398184216,58.66457806656322,5.667095039637116e-07,2.8545,5.6511767885969806e-08,2.1313259787174363e-08,9.743680761301445e-08,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.765179,4.3241618039218494e-08
