name,country,lat,lon,population,pga_475_g,vs30,wtd,dw_km,P0,recent_trend_cm_yr,dP,dP_lo,dP_hi,fdr_sig,soft_soil_proxy_vs30_le_360,shallow_wtd_proxy_le_10m,near_water_proxy_le_5km,high_shaking_proxy_pga_ge_0p2g,susceptibility_proxy_count,screening_tier,policy_action,direction,population_million,population_weighted_abs_dP
Gwalior,IN,26.22983,78.17337,1054420,0.0816219629180576,430.6668395996094,44.38849469748993,51.2505965193506,1.190361765577402e-06,1.1912,4.8166977239862135e-08,1.0535698401449972e-08,9.030520670976156e-08,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.05442,5.0788224141255426e-08
Johannesburg,ZA,-26.20227,28.04363,9418183,0.1584781514039589,355.59576416015625,70.71030746929125,52.32961775105311,6.438070122101373e-07,0.8554,1.8602399924541268e-08,6.2453812007353724e-09,3.2311783951533915e-08,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,9.418183,1.7520080672851588e-07
Zarqa,JO,32.07275,36.08796,792665,0.1103541999999981,292.1699523925781,50.58365758754866,50.65887089580094,1.749095335924001e-06,0.2634,1.5409152664978725e-08,3.309658655774288e-09,2.856355898794109e-08,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.792665,1.221429599718536e-08
Sanhe,CN,39.98049,117.06887,965075,0.1181934999923526,218.5737762451172,12.481879911497684,68.0306212679399,3.7244578235370537e-07,1.0174,1.2834426076257588e-08,4.801340883648031e-09,2.25221151904398e-08,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.965075,1.2386183745544291e-08
Rājkot,IN,22.29161,70.79322,1390640,0.1954547999956735,312.34197998046875,4.287785152971708,69.71446055523188,2.140293235596366e-07,1.2249,8.910568479958237e-09,2.550288198008713e-09,1.6517173464236514e-08,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.39064,1.2391392950969123e-08
Ashgabat,TM,37.95,58.38333,1030063,0.2575801691258474,283.0121154785156,12.298771648737327,70.01556202069145,1.678461876942227e-07,1.2063,6.8795958355776e-09,2.673858275565346e-09,1.1681407278896481e-08,True,True,False,False,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.030063,7.0864171251825694e-09
Mianyang,CN,31.46784,104.68168,1550000,0.2671537664423017,382.3655395507813,0.4882887006943406,68.66857540647992,2.731168392827404e-07,0.4989,4.477183212607225e-09,1.048098565654492e-09,4.477183212607225e-09,True,False,True,False,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.55,6.939633979541199e-09
Ahmedabad,IN,23.02579,72.58727,6357693,0.0785870407568552,272.7284545898437,16.14404516670487,73.45552146818392,6.94700437295348e-08,1.128,2.659089633979322e-09,6.02484860461415e-10,4.968097169876147e-09,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,6.357693,1.6905675552322896e-08
Hubballi,IN,15.34776,75.13378,943788,0.0547479081197656,464.9909057617188,1.37331197070273,73.64393719685143,3.837254522836757e-08,2.2387,1.7955698116368267e-09,1.0197903201284428e-09,1.7955698116368267e-09,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.943788,1.6946372413850974e-09
Xingtai,CN,37.06217,114.49272,798770,0.1481206,230.0706481933593,5.004959182116465,86.12211140604973,1.142212387886344e-08,2.0652,8.13152979229807e-10,2.9207090157748325e-10,1.4154820797774927e-09,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.79877,6.49522205219393e-10
Nairobi,KE,-1.28333,36.81667,4397073,0.0624027300000072,394.0188293457031,0.106813153276903,74.96640039668605,4.544787030866318e-08,1.1129,1.6194035317150484e-10,1.6194035317150484e-10,1.6194035317150484e-10,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,4.397073,7.120635545408882e-10
Coimbatore,IN,11.00555,76.96612,2136916,0.0912118499914439,322.4190979003906,2.2125581750210017,91.243074911898,2.4398304841092003e-09,1.76,1.4726694366623784e-10,4.9425487201716965e-11,1.8655024607090488e-10,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.136916,3.1469708819148226e-10
Zaozhuang,CN,34.86472,117.55417,899753,0.0514844965701924,253.9835968017578,7.904173342488775,89.10527496928707,3.573080349681337e-09,0.5173,6.208339533298919e-11,4.138151729356894e-12,1.283391950671215e-10,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.899753,5.5859721201043025e-11
Madurai,IN,9.919,78.11953,1465625,0.0518413650634364,229.1698608398437,12.314030670634054,96.29667618826151,9.385351897581616e-10,0.863,2.7362822284118792e-11,5.401651876001717e-12,5.314701728864284e-11,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.465625,4.0103636410161605e-11
Baoding,CN,38.87288,115.46246,2739887,0.1072925044906819,201.0353240966797,10.040436408026268,97.73415394827522,1.0100572790042162e-09,0.7306,2.4875028401400063e-11,8.673928572200365e-12,4.321537689269801e-11,True,True,False,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.739887,6.815476694162682e-11
Pekanbaru,ID,0.51667,101.44167,1085000,0.1002372737678649,203.2120513916016,0.6256198977645795,102.23814659471654,1.724240074095032e-09,0.389,2.248057758831729e-11,6.600422360437899e-12,3.629812847984543e-11,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.085,2.4391426683324257e-11
Shangqiu,CN,34.4143,115.65613,1859723,0.0612330999999998,205.05328369140625,0.4730296787976158,100.64752208277586,6.83190217490947e-10,0.9261,1.0846740032236544e-11,4.076048185910191e-12,1.0846740032236544e-11,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.859723,2.0171931912971042e-11
Kigali,RW,-1.94995,30.05885,1132686,0.0795449316772242,438.3205871582031,146.8070496681163,81.99603921595634,7.319348696132549e-11,3.3303,8.584281793849532e-12,3.262071047371868e-12,1.4875974755294908e-11,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.132686,9.723295807948252e-12
Taiz,YE,13.57952,44.02091,940600,0.0585731727777385,518.7100830078125,90.21133745326928,78.44383653665069,4.67000085026699e-10,0.3041,4.753116036940412e-12,1.0058057625953393e-12,8.95860757882085e-12,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.9406,4.470780944346152e-12
Changchun,CN,43.88,125.32278,4714996,0.0634228002268415,344.11676025390625,0.0457770656901175,89.42604805737493,2.4307989623123874e-09,1.0533,3.708277976184314e-12,3.708277976184314e-12,3.708277976184314e-12,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,4.714996,1.7484515824597136e-11
Teni,IN,10.01115,77.47772,1034724,0.0889033836992875,238.12823486328125,0.3509575036240449,119.18791036897882,1.5713325216523356e-11,0.7001,1.8471710406842525e-13,6.501805241307181e-14,1.8471710406842525e-13,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.034724,1.9113122079009726e-13
Ulan Bator,MN,47.90771,106.88324,844818,0.0670028685074193,389.903564453125,0.9308003356985068,117.51593605491983,4.995217178720972e-12,0.7594,1.2792988126430438e-13,4.9406072772576495e-14,1.572545226667369e-13,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.844818,1.080774664299471e-13
Hyderabad,IN,17.38405,78.45636,6993262,0.0742353288629107,457.4314575195313,2.868696116578974,124.9129820000264,1.0264636424274304e-12,2.9418,1.028918604337368e-13,3.761268764456147e-14,1.028918604337368e-13,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,6.993262,7.19549737680555e-13
Ibb,YE,13.96667,44.18333,771514,0.0532805400032114,606.5333251953125,90.9132524605173,101.15049582871416,3.1482346231131906e-12,0.3041,3.2042659010053763e-14,6.944385737651232e-15,6.089330108224892e-14,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.771514,2.472136002348262e-14
Navi Mumbai,IN,19.03681,73.01582,2600000,0.1217893695201236,331.6882019042969,5.684341886080804e-14,2.9449367549001586,0.3809485933664936,1.4173,4.996003610813204e-16,4.996003610813204e-16,4.996003610813204e-16,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.6,1.2989609388114333e-15
Sakai,JP,34.58216,135.46653,826161,0.3961307725316076,159.6999969482422,5.684341886080804e-14,4.702428708779064,0.5145080846281008,0.3534,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,True,True,True,True,True,4,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.826161,3.668891856989376e-16
Pudong,CN,31.23995,121.50094,5681512,0.0548643,234.18467712402344,5.684341886080804e-14,0.9628049965868484,0.3249474211770942,0.6576,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,5.681512,2.523098174833649e-15
Kawasaki,JP,35.52056,139.71722,1538262,0.6526173009763581,150.6999969482422,5.684341886080804e-14,4.7299740992182135,0.6042994598328536,1.5877,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,True,True,True,True,True,4,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.538262,6.83125556122377e-16
Taguig,PH,14.5243,121.0792,1308085,0.3682486999999998,215.34266662597656,5.684341886080804e-14,10.262590930682526,0.2355606880829783,0.3367,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.308085,5.082931298083793e-16
Shubrā al Khaymah,EG,30.12511,31.25053,1240289,0.2214394999999993,240.82977294921875,5.684341886080804e-14,0.7160351281105645,0.3066321982836076,0.1375,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,True,True,True,True,True,4,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.240289,4.819490917462588e-16
Yangpu,CN,31.26193,121.51904,1210800,0.0545040442712518,238.46218872070312,5.684341886080804e-14,1.4397563704997285,0.2960850909603779,0.6576,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.2108,4.704903133756489e-16
Zamboanga,PH,6.91028,122.07389,1018849,0.2637117133536004,251.51161193847656,5.684341886080804e-14,1.848680897817665,0.4424022693033588,0.2715,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,True,True,True,True,True,4,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.018849,3.9590236644571067e-16
Rui’an,CN,27.77605,120.65859,927383,0.0790537299212845,225.30406188964844,5.684341886080804e-14,2.6020261697394584,0.3469115079394907,0.2598,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,True,True,True,True,False,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.927383,3.603606857360831e-16
Osaka,JP,34.69379,135.50107,2753862,0.3697804212391887,260.20001220703125,5.684341886080804e-14,8.060177663586122,0.172397564419732,0.3534,3.05311331771918e-16,3.05311331771918e-16,3.05311331771918e-16,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,2.753862,8.407852747360776e-16
Cairo,EG,30.06263,31.24967,9606916,0.2230294118225173,218.0430908203125,5.684341886080804e-14,5.9000890831617525,0.1560809083036773,0.1375,2.498001805406602e-16,2.498001805406602e-16,2.498001805406602e-16,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,9.606916,2.3998093512389573e-15
Huludao,CN,40.75243,120.83552,944495,0.0637216438575618,206.0533447265625,5.684341886080804e-14,7.778257301568918,0.1098320019487978,1.2492,1.8041124150158799e-16,1.8041124150158799e-16,1.8041124150158799e-16,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.944495,1.7039751554204235e-16
Wanzhou,CN,30.76451,108.39586,1545900,0.0686881409288709,555.062255859375,5.684341886080804e-14,2.542458612805788,0.0757466344569816,0.8416,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,True,False,True,True,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.5459,1.9308304954890332e-16
Aden,YE,12.77957,45.03852,1079670,0.1397681999999957,423.1080017089844,5.684341886080804e-14,2.570549106771659,0.0819829554570582,0.2321,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,True,False,True,True,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.07967,1.348508804621673e-16
Bhopal,IN,23.25469,77.40289,1798218,0.0656964099919073,396.8281555175781,5.684341886080804e-14,5.806972527642484,0.0683674161947415,1.675,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.798218,1.9964230268953994e-16
Kakamega,KE,0.28422,34.75229,1867579,0.0544357799794899,375.9353332519531,20.080872816052533,163.28163872308917,5.229399026762879e-16,3.8168,7.087400801883261e-17,2.667913240162617e-17,1.2473330492245596e-16,True,False,False,False,False,0,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.867579,1.323628090218034e-16
Lilongwe,MW,-13.96692,33.78725,1115815,0.1319032000000003,288.5593566894531,4.1962310215915295,163.50372875700162,1.0943603801378829e-15,1.3916,5.1906355558566127e-17,1.1318842818538046e-17,9.536612556699404e-17,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.115815,5.791789012758146e-17
Saitama,JP,35.90807,139.65657,1324854,0.5603807087562043,200.3999938964844,5.684341886080804e-14,21.692457016899937,0.0233895105436295,1.5877,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,True,True,True,False,True,3,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.324854,5.515812806500264e-17
Shijiazhuang,CN,38.04139,114.47861,3938513,0.118746899999866,221.0971069335937,7.202258335240742,168.2098827174035,4.955505700614727e-16,2.0652,3.5278765281167854e-17,1.291435915151446e-17,6.082965559604477e-17,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.938513,1.3894587568382824e-16
Kampung Baru Subang,MY,3.15,101.53333,833571,0.0515035017817863,263.61822509765625,5.684341886080804e-14,20.40473050758888,0.0137350515846297,0.8591,2.4286128663675305e-17,2.4286128663675305e-17,2.4286128663675305e-17,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.833571,2.0244212556308488e-17
Shiyan,CN,32.6475,110.77806,3460000,0.0575011800151797,298.7441101074219,5.684341886080804e-14,18.2416409761922,0.0083469353879359,0.5956,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,3.46,4.801714581503802e-17
Cúcuta,CO,7.90745,-72.5049,777106,0.3421606999999999,394.21624755859375,5.684341886080804e-14,31.744940504524337,0.0009125291671957,1.5072,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,True,False,True,False,True,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.777106,1.3480640215224326e-18
Yancheng,CN,33.3575,120.1573,1615717,0.0926327899996998,206.17608642578125,5.684341886080804e-14,43.20952082615922,0.0001188561862358,0.2108,2.1684043449710093e-19,2.1684043449710093e-19,2.1684043449710093e-19,True,True,True,False,False,2,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,1.615717,3.5035277630435246e-19
Cheongju-si,KR,36.63722,127.48972,852147,0.1316890549833704,470.4707336425781,5.684341886080804e-14,52.69009154855256,4.649488768202305e-06,0.59,7.623296525288703e-21,7.623296525288703e-21,7.623296525288703e-21,True,False,True,False,False,1,C detectable but sub-material,Screen recharge or recovery plans for liquefaction sensitivity,sub-material increase,0.852147,6.496169264135193e-21
Benxi,CN,41.28861,123.765,987717,0.0821459299999999,656.154541015625,21.637293049515563,93.11246825330252,0.0,1.9705,0.0,0.0,0.0,True,False,False,False,False,0,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,0.987717,0.0
Longyan,CN,25.07485,117.01775,1025087,0.071305121177354,668.2405395507812,5.684341886080804e-14,3.988065928335818,0.0,-0.5993,0.0,0.0,0.0,True,False,True,True,False,2,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,1.025087,0.0
Guang’an,CN,30.47413,106.63696,858159,0.0617389367804756,900.0,11.383230334935549,36.57955758059786,0.0,0.8708,0.0,0.0,0.0,True,False,False,False,False,0,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,0.858159,0.0
Wanxian,CN,30.81601,108.37407,859662,0.06553053,879.706298828125,143.40428778515297,3.5505628796640183,0.0,0.8416,0.0,0.0,0.0,True,False,False,True,False,1,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,0.859662,0.0
Seongnam-si,KR,37.43861,127.13778,914832,0.1251497073317258,841.6481323242188,0.8697642481117214,8.27514052387191,0.0,0.6391,0.0,0.0,0.0,True,False,True,False,False,1,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,0.914832,0.0
Xiamen,CN,24.47979,118.08187,4617251,0.0827425507996686,700.76904296875,0.0152590218967247,0.2851776679329127,0.0,-0.1349,0.0,0.0,0.0,True,False,True,True,False,2,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,4.617251,0.0
Weihai,CN,37.50914,122.11356,844310,0.11579407809397,900.0,2.792401007095464,2.1526573331981536,0.0,1.0586,0.0,0.0,0.0,True,False,True,True,False,2,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,0.84431,0.0
Kobe,JP,34.6913,135.183,1525152,0.3464501999999914,775.5,0.4119935912108303,1.8435619871600344,0.0,0.3534,0.0,0.0,0.0,True,False,True,True,True,3,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,1.525152,0.0
Bazhong,CN,31.8694,106.74432,2712894,0.0669995699998099,864.8499755859375,101.89974822613874,72.91542454912583,0.0,0.688,0.0,0.0,0.0,True,False,False,False,False,0,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,2.712894,0.0
Zunyi,CN,27.68667,106.90722,2037775,0.0692180620677416,900.0,26.21499961852448,37.40682924827924,0.0,-0.5637,0.0,0.0,0.0,True,False,False,False,False,0,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,2.037775,0.0
Montréal,CA,45.50884,-73.58781,1762949,0.1345321564491395,900.0,45.10566872663463,3.906986263742583,0.0,-0.1184,0.0,0.0,0.0,True,False,False,True,False,1,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,1.762949,0.0
La Paz,BO,-16.5,-68.15,2004652,0.2280680000698181,826.513671875,33.09681849393456,83.35432659603939,0.0,-0.9263,0.0,0.0,0.0,True,False,False,False,True,1,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,2.004652,0.0
Yantai,CN,37.47649,121.44081,2227733,0.06942275,887.8772583007812,21.515220874341992,2.638846042441408,0.0,1.0586,0.0,0.0,0.0,True,False,False,True,False,1,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,2.227733,0.0
Bukavu,CD,-2.49077,28.84281,816811,0.2586775108511142,696.26416015625,11.581597619592628,2.505964048618972,0.0,2.157,0.0,0.0,0.0,True,False,False,True,True,2,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,0.816811,0.0
Guiyang,CN,26.58333,106.71667,3037159,0.0515039400000423,713.9971313476562,25.3757534142062,49.840495897988895,0.0,-0.4032,0.0,0.0,0.0,True,False,False,False,False,0,C detectable but sub-material,Maintain periodic groundwater and hazard-map updates,near zero,3.037159,0.0
Quetta,PK,30.18414,67.00141,1565546,0.2636647003322439,349.1476745605469,31.494621194781416,285.74772380420507,3.3659313823889644e-27,-0.3758,-4.185927386786497e-29,-8.46358463028733e-29,-3.669633093374232e-30,True,True,False,False,True,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.565546,6.553261876674053e-29
Ürümqi,CN,43.80096,87.60046,3029372,0.2520546002296858,329.3302307128906,0.7171740291447577,218.11113452115293,1.1145676948944192e-20,-3.8585,-1.3439003471778378e-21,-2.151649087138632e-21,-5.759310867985472e-22,True,True,True,False,True,3,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,3.029372,4.071174082530821e-21
Qom,IR,34.6401,50.8764,900000,0.2228387004565928,246.07989501953125,8.85023270008395,190.1913582029917,4.3909513827929786e-18,-0.769,-1.1101468390129985e-19,-1.9943380202824729e-19,-3.2091442500580633e-20,True,True,True,False,True,3,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,0.9,9.991321551116986e-20
Shiraz,IR,29.61031,52.53113,1249942,0.2974346085091356,284.4859619140625,2.166781109330941,167.06127136375858,5.2290787139338675e-16,-1.3286,-2.263038642283979e-17,-3.846708834544004e-17,-7.895122050772375e-18,True,True,True,False,True,3,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.249942,2.8286670466137214e-17
Jodhpur,IN,26.26841,73.00594,1056191,0.0838126802212359,333.015625,18.60074769207296,163.01573723634954,3.8000499463390326e-16,-2.6459,-3.204903241899323e-17,-5.319472350538727e-17,-1.2194991767971264e-17,True,True,False,False,False,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.056191,3.384989959964888e-17
Bishkek,KG,42.87,74.59,900000,0.2286191,446.03271484375,6.240939955748843,141.11167410704277,4.126370568394903e-14,-0.6183,-8.4090793201569055e-16,-1.4486370010423885e-15,-2.6938618686137437e-16,True,False,True,False,True,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,0.9,7.568171388141215e-16
Konya,TR,37.87135,32.48464,1433861,0.1308908002953623,228.1295166015625,5.8136873426413445,151.85653315660343,1.4210275223892351e-14,-3.7459,-1.666471201814658e-15,-2.6872412985793534e-15,-6.98627446874893e-16,True,True,True,False,False,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.433861,2.3894880639051672e-15
Gorakhpur,IN,29.44768,75.67206,1324570,0.1145384535457551,226.0667419433593,34.1954680704967,134.67239888467972,1.7912201700453594e-13,-8.4765,-4.405112279938319e-14,-6.74860297602858e-14,-1.9751829331127902e-14,True,True,False,False,False,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.32457,5.8348795726379e-14
Sulaymaniyah,IQ,35.56496,45.4329,878146,0.2492028713214842,525.6239624023438,3.555352101930282,120.1914653154235,3.0047582591419828e-12,-1.2696,-1.243862992681345e-13,-2.1762402249592465e-13,-3.4621116535669494e-14,True,False,True,False,True,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,0.878146,1.0922933115711525e-13
Shymkent,KZ,42.30988,69.60042,1200000,0.1657323680398688,309.73211669921875,0.0762951094835102,108.02027800594988,8.491563493643454e-11,-0.7951,-2.218793898742697e-12,-3.77174814807983e-12,-7.297660480222229e-13,True,True,True,False,False,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.2,2.6625526784912363e-12
Tehran,IR,35.69439,51.42151,7153309,0.4330289000001777,369.8034057617188,1.2359807736324342,106.9502179461994,8.740793514792776e-11,-3.2319,-8.918518202711793e-12,-1.4358194472828006e-11,-3.649244488309716e-12,True,False,True,False,True,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,7.153309,6.37969165261221e-11
Marrakesh,MA,31.63416,-7.99994,995871,0.1452008,279.8376770019531,34.6227206836042,98.7940385848495,1.8513776601248576e-10,-1.5947,-9.574982613199164e-12,-1.5851267027810963e-11,-4.003189355131074e-12,True,True,False,False,False,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,0.995871,9.535447509989265e-12
Hermosillo,MX,29.08874,-110.96677,812229,0.070163362633263,294.76593017578125,23.025864042114904,90.54734758483518,1.0704711143308707e-09,-0.3792,-1.3432238777995403e-11,-2.3301327946760155e-11,-4.030273583533583e-12,True,True,False,False,False,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,0.812229,1.0910053870412428e-11
Karaj,IR,35.83266,50.99155,1448075,0.3347232003058362,458.1684265136719,6.713969634546459,100.93446446943916,1.556156393289929e-10,-3.2319,-1.5877973888164904e-11,-2.5609298869176305e-11,-6.469481155770007e-12,True,False,True,False,True,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.448075,2.2992497038104395e-11
Ordos,CN,39.6086,109.78157,1940653,0.0849750370641149,324.4867553710937,14.969100480659222,96.54588073187392,3.7277357178635927e-10,-2.8592,-3.3855016304000286e-11,-5.36327345875348e-11,-1.4056937527079584e-11,True,True,False,False,False,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.940653,6.570083895540707e-11
Quito,EC,-0.22985,-78.52495,2781641,0.5291945128205688,608.2095947265625,39.597161821927216,75.13167151041071,1.1122646050752852e-08,-0.2457,-9.063210276745264e-11,-1.8113116501485388e-10,-7.699795781960066e-12,True,False,False,False,True,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,2.781641,2.5210597297415975e-10
Kirkuk,IQ,35.46806,44.39222,1031000,0.1908058061616414,370.6116027832031,3.006027313649213,87.89915362368748,3.327875631510059e-09,-1.313,-1.42369293986186e-10,-2.5529865622817533e-10,-4.0805937149165777e-11,True,False,True,False,False,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,1.031,1.4678274209975775e-10
Aleppo,SY,36.20124,37.16117,2098210,0.1731152907777781,324.3851013183594,22.247653925383418,80.944667912458,9.12886553909108e-09,-1.1913,-3.5505559854338794e-10,-6.163774325166101e-10,-1.1900178343148768e-10,True,True,False,False,False,1,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,2.09821,7.44981207419722e-10
Córdoba,AR,-31.40648,-64.18853,2106734,0.0992516499400665,346.3520812988281,0.0152590218967247,82.129533711114,1.4100887189073153e-08,-2.4175,-1.090670243149346e-09,-1.774284087383009e-09,-4.5640295083424515e-10,True,True,True,False,False,2,C detectable but sub-material,Assess depletion jointly with subsidence and water-security loss,sub-material decrease,2.106734,2.2977520840309942e-09
