target,url,use_env_proxy,status,http_status,content_type,bytes,error
cgwb_monitoring_page,https://www.cgwb.gov.in/ground-water-level-monitoring,True,error,,,0,"SSLError: HTTPSConnectionPool(host='www.cgwb.gov.in', port=443): Max retries exceeded with url: /ground-water-level-monitoring (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1016)')))"
cgwb_monitoring_page,https://www.cgwb.gov.in/ground-water-level-monitoring,False,error,,,0,"ConnectTimeout: HTTPSConnectionPool(host='www.cgwb.gov.in', port=443): Max retries exceeded with url: /ground-water-level-monitoring (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.cgwb.gov.in', port=443) at 0x21652f57890>, 'Connection to www.cgwb.gov.in timed out. (connect timeout=25)'))"
cgwb_greater_mumbai_pdf,https://www.cgwb.gov.in/sites/default/files/2022-10/greater_mumbai.pdf,True,error,,,0,"SSLError: HTTPSConnectionPool(host='www.cgwb.gov.in', port=443): Max retries exceeded with url: /sites/default/files/2022-10/greater_mumbai.pdf (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1016)')))"
cgwb_greater_mumbai_pdf,https://www.cgwb.gov.in/sites/default/files/2022-10/greater_mumbai.pdf,False,error,,,0,"ConnectTimeout: HTTPSConnectionPool(host='www.cgwb.gov.in', port=443): Max retries exceeded with url: /sites/default/files/2022-10/greater_mumbai.pdf (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.cgwb.gov.in', port=443) at 0x2164fe87110>, 'Connection to www.cgwb.gov.in timed out. (connect timeout=25)'))"
cgwb_maharashtra_yearbook_pdf,https://cgwb.gov.in/cgwbpnm/public/uploads/documents/1703237300342091479file.pdf,True,error,,,0,"SSLError: HTTPSConnectionPool(host='cgwb.gov.in', port=443): Max retries exceeded with url: /cgwbpnm/public/uploads/documents/1703237300342091479file.pdf (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1016)')))"
cgwb_maharashtra_yearbook_pdf,https://cgwb.gov.in/cgwbpnm/public/uploads/documents/1703237300342091479file.pdf,False,error,,,0,"ConnectTimeout: HTTPSConnectionPool(host='cgwb.gov.in', port=443): Max retries exceeded with url: /cgwbpnm/public/uploads/documents/1703237300342091479file.pdf (Caused by ConnectTimeoutError(<HTTPSConnection(host='cgwb.gov.in', port=443) at 0x21651170d90>, 'Connection to cgwb.gov.in timed out. (connect timeout=25)'))"
