product_or_dataset,short_name,collection_id,collection_entry_id,collection_title,granule_title,granule_start,granule_end,data_url,md5_url,md5_text,anonymous_data_status,anonymous_s3_status,credential_status,local_file,local_file_md5,status_in_this_project,note,official_source
JPL GRACE/GRACE-FO RL06.3Mv04 CRI-filtered mascon,TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4,C3195527175-POCLOUD,TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4_RL06.3Mv04,"JPL GRACE and GRACE-FO Mascon Ocean, Ice, and Hydrology Equivalent Water Height Coastal Resolution Improvement (CRI) Filtered Release 06.3 Version 04",GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI,2002-04-16T00:00:00.000Z,2026-03-16T23:59:59.000Z,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4/GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-public/TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4/GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI.nc.md5,GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI.nc	3f0a4cdeb6eddc5fdd621312377782af,http_302; location=https://urs.earthdata.nasa.gov/oauth/authorize?client_id=HrBaq4rVeFgp2aOo6PoUxA&response_type=code&redirect_uri=https://,http_307; location=https://urs.earthdata.nasa.gov/oauth/authorize?client_id=HrBaq4rVeFgp2aOo6PoUxA&redirect_uri=https%3A%2F%2Farchive.podaa,no-local-earthdata-credential-detected,,,auth_blocked,CMR retry failed after verified metadata fallback; protected file remains auth-blocked. Error: HTTPError('500 Server Error: Server Error for url: https://cmr.earthdata.nasa.gov/search/granules.json?collection_concept_id=C3195527175-POCLOUD&page_size=1&sort_key=-start_date'),https://podaac.jpl.nasa.gov/dataset/TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4
