name,country,lat,lon,population,elev_m,pga_475_g,seismic,vs30,precip,wtd,dw_km,pgv,grace_trend_cm_yr,grace_se,grace_p,dTWS_cm_total,P_liq_base,P_liq_new,dP_liq,dwtd_m,wtd_new,LSE_base,LSE_new,pop_x_dP
Gwalior,IN,26.22983,78.17337,1054420,220,0.0816219629180576,True,430.6668395996094,915.0,44.38849469748993,51.2505965193506,8.16219629180576,-0.2439,0.1268,0.05562,-5.35,1.190361765577402e-06,1.1693426889583274e-06,-2.101907661907462e-08,0.5349999999999999,44.92349469748993,0.026094760836405897,0.02609475101428317,-0.02216293476868466
Zarqa,JO,32.07275,36.08796,792665,625,0.1103541999999981,True,292.1699523925781,221.0,50.58365758754866,50.65887089580094,11.03541999999981,-0.2683,0.0262,0.0,-5.88,1.749095335924001e-06,1.7151805246838232e-06,-3.3914811240177726e-08,0.588,51.17165758754866,0.026095021931502975,0.026095006083104874,-0.026883083851695477
Tiruppur,IN,11.11541,77.35456,963173,305,0.0790061099999997,True,364.5045471191406,589.0,6.439307240405924,49.11430994792621,7.90061099999997,-0.0828,0.106,0.4358,-1.81,7.4594840108496915e-06,7.414659018776993e-06,-4.48249920726983e-08,0.181,6.620307240405924,0.026097690532910944,0.026097669584068322,-0.04317422208963704
Daejeon,KR,36.34913,127.38493,1441203,58,0.1340866,True,315.70611572265625,1302.0,15.53368429083696,56.11089282215968,13.40866,-0.2189,0.0536,6e-05,-4.8,3.026727325143254e-06,2.9787328533365592e-06,-4.799447180669487e-08,0.48,16.01368429083696,0.02609561897611648,0.02609559654778588,-0.06916977675122407
Erbil,IQ,36.19117,44.00943,1612700,429,0.1994300000000405,True,343.24786376953125,648.0,1.4190890363927906,62.98119082862433,19.943000000004048,-1.1691,0.1189,0.0,-25.62,8.064000658008629e-07,7.404554314994993e-07,-6.594463430136362e-08,2.562,3.9810890363927904,0.02609458141335636,0.02609455059793833,-0.10634891173780911
Cheongju-si,KR,36.63722,127.48972,852147,49,0.1316890549833704,True,470.4707336425781,1266.0,5.684341886080803e-14,52.69009154855256,13.16890549833704,-0.2189,0.0536,6e-05,-4.8,4.649488768202305e-06,4.5757624700420864e-06,-7.372629816021896e-08,0.48,0.4800000000000568,0.02609637732112607,0.02609634286705592,-0.0628256437983361
Lucknow,IN,26.83928,80.92313,2472011,126,0.092923407530698,True,235.35450744628903,993.0,1.0986495765621953,60.69847212010058,9.2923407530698,-0.6466,0.1339,0.0,-14.17,2.5083988654345876e-06,2.392786683289293e-06,-1.1561218214529467e-07,1.4169999999999998,2.515649576562195,0.026095376756685017,0.02609532273040222,-0.28579458599717206
Tashkent,UZ,41.26465,69.21627,1978028,424,0.170258,True,301.8589782714844,453.0,15.182726787212973,55.30665842023168,17.0258,-0.8196,0.0735,0.0,-17.96,2.6939658649995846e-06,2.5375721147045823e-06,-1.563937502950024e-07,1.796,16.978726787212974,0.02609546347351476,0.026095390389541052,-0.309351217108523
Santiago de Querétaro,MX,20.58806,-100.38806,1594212,1826,0.1017961999998979,True,283.23876953125,593.0,0.3356984817273769,57.65609446211876,10.179619999989791,-1.0622,0.1098,0.0,-23.28,2.7979482576912805e-06,2.5892394713277787e-06,-2.0870878636350176e-07,2.328,2.6636984817273768,0.026095512065379505,0.026095414534062347,-0.3327260517261309
Mexicali,MX,32.62781,-115.45446,1032686,4,0.6835515193668443,True,227.1408843994141,67.0,19.577325093461525,50.8843489175372,68.35515193668444,-0.2616,0.0258,0.0,-5.73,1.2858080145618672e-05,1.2615065342810373e-05,-2.4301480280829914e-07,0.573,20.150325093461525,0.02610021367419569,0.026100100091212667,-0.2509579846528912
Fushun,CN,41.88669,123.94363,1400646,85,0.0714560299394532,True,305.089599609375,718.0,0.4730296787976158,48.02573761554028,7.14560299394532,-0.2171,0.0678,0.00157,-4.76,1.6597277522305454e-05,1.6336275701987306e-05,-2.610018203181472e-07,0.4759999999999999,0.9490296787976158,0.026101961403767658,0.026101839405757773,-0.36557115562133163
Ankara,TR,39.91987,32.85427,3517182,874,0.1666255618933042,True,432.7453308105469,400.0,9.079118028534424,47.80716762693401,16.66255618933042,-0.6175,0.0833,0.0,-13.53,7.448007050467005e-06,7.1198874286915685e-06,-3.2811962177543686e-07,1.353,10.432118028534424,0.026097685169181987,0.026097531823751866,-1.1540564275553746
Pyongyang,KP,39.03385,125.75432,3222000,43,0.1516701309305629,True,615.4934692382812,1062.0,29.480430304417496,35.74982510574854,15.167013093056289,-0.1571,0.0606,0.01014,-3.44,3.1692283420142506e-05,3.1331324723829533e-05,-3.6095869631297243e-07,0.344,29.824430304417497,0.026109018101367426,0.026108849336381797,-1.1630089195203972
Tangshan,CN,39.64381,118.18319,3372102,7,0.3162972999999999,True,319.5663452148437,621.0,0.2288853284504739,48.69996845772576,31.629729999999988,-0.307,0.0433,0.0,-6.73,2.0787691234791498e-05,2.032701124283187e-05,-4.6067999195962696e-07,0.6729999999999999,0.9018853284504739,0.026103920172748252,0.026103704825166905,-1.553459922247042
Çankaya,TR,39.9179,32.86268,792189,889,0.1666255618933042,True,451.9446411132813,400.0,0.5340657663844013,47.093533997494,16.66255618933042,-0.6175,0.0833,0.0,-13.53,1.0546700209910275e-05,1.008207000622417e-05,-4.646302036861053e-07,1.353,1.8870657663844013,0.026099133375299,0.026098916220533667,-0.3680749364278921
Yancheng,CN,33.3575,120.1573,1615717,3,0.0926327899996998,True,206.17608642578125,950.0,5.684341886080803e-14,43.20952082615922,9.26327899996998,-0.0624,0.033,0.05978,-1.37,0.00011885618623587,0.00011831525142072776,-5.40934815142238e-07,0.13699999999999998,0.13700000000005683,0.026149802858172748,0.026149549555973678,-0.8739975767171713
Salem,IN,11.65376,78.15538,917414,283,0.08556316,True,280.0541687011719,875.0,0.1525902189670205,40.93274648833618,8.556316,-0.0817,0.1324,0.53792,-1.79,9.810469988748985e-05,9.752172343088542e-05,-5.82976456604432e-07,0.179,0.33159021896702046,0.026140087348768593,0.026139814460163602,-0.5348307629592984
Peshawar,PK,34.008,71.57849,4758762,340,0.2901222617456738,True,287.96417236328125,530.0,8.209353780422703,50.23090092866646,29.01222617456738,-0.7555,0.1076,0.0,-16.56,1.3142100944880229e-05,1.2437011118223673e-05,-7.05089826656556e-07,1.656,9.865353780422703,0.02610034642364011,0.02610001687054303,-3.3553546736798054
Weifang,CN,36.71,119.10194,2044028,30,0.0536312100003509,True,227.6941070556641,691.0,0.2441443503471987,50.28162268134629,5.36312100003509,-0.6932,0.0795,0.0,-15.19,1.651501549718634e-05,1.570043017736571e-05,-8.145853198206297e-07,1.519,1.7631443503471986,0.02610192295262117,0.026101542199887955,-1.665035202102322
Ciudad Nezahualcoyotl,MX,19.40061,-99.01483,1077208,2235,0.2175630999998143,True,198.61001586914065,648.0,5.684341886080803e-14,54.83326678530531,21.75630999998143,-0.8774,0.1042,0.0,-19.23,1.3251017793287787e-05,1.2429084943182622e-05,-8.219328501051651e-07,1.9229999999999998,1.9230000000000567,0.026100397330832192,0.02610001316593838,-0.8853926415960848
Lusaka,ZM,-15.40669,28.28713,2212301,1277,0.0653223858044363,True,315.5809936523437,818.0,16.60181582360576,42.70270298602353,6.532238580443631,-0.4488,0.1522,0.00352,-9.84,2.7791972952167508e-05,2.6896090250097324e-05,-8.958827020701838e-07,0.984,17.585815823605763,0.0261071945818527,0.026106775745896857,-1.9819621976725696
Ecatepec de Morelos,MX,19.60492,-99.06064,1645352,2306,0.1769872000143959,True,500.3542175292969,627.0,16.510261692225583,42.08730703197381,17.69872000143959,-0.8774,0.1042,0.0,-19.23,1.6441702495208754e-05,1.5421861215204894e-05,-1.0198412800038597e-06,1.9229999999999998,18.43326169222558,0.026101888684499357,0.02610141199269512,-1.6779978897369106
Culiacán,MX,24.80209,-107.39421,808416,47,0.1008736010758394,True,375.4324951171875,638.0,19.94354161898224,34.02929276481546,10.08736010758394,-0.1557,0.0518,0.00296,-3.41,0.00011100851823805163,0.00010975525064263183,-1.253267595419791e-06,0.34099999999999997,20.284541618982242,0.026146128287781643,0.026145541508476165,-1.0131615764188857
Gustavo Adolfo Madero,MX,19.49392,-99.11075,1185772,2284,0.208636099855132,True,467.4730529785156,648.0,14.023041123064049,42.26764365722688,20.8636099855132,-0.8774,0.1042,0.0,-19.23,2.0952951171524775e-05,1.965329293191551e-05,-1.2996582396092651e-06,1.9229999999999998,15.946041123064049,0.026103997424908956,0.02610338989472702,-1.5410983500979576
Amman,JO,31.95522,35.94503,1275857,757,0.1517072145721601,True,422.46490478515625,325.0,2.105745021744156,37.72202782183565,15.170721457216011,-0.2683,0.0262,0.0,-5.88,7.266128652353663e-05,7.125248826900292e-05,-1.408798254533706e-06,0.588,2.693745021744156,0.0261281800230712,0.026127520872736395,-1.7974251146346105
Qingyang,CN,35.70976,107.64455,2125400,1427,0.0669624900083473,True,293.6593017578125,551.0,93.69039444571604,25.244481686979565,6.6962490008347295,-0.2704,0.0344,0.0,-5.93,7.713386080048027e-05,7.562576051256262e-05,-1.5081002879176593e-06,0.593,94.28339444571604,0.026130272765763123,0.026129567098636338,-3.2053163519401933
Rawalpindi,PK,33.59733,73.0479,3357612,501,0.3984775999894386,True,265.31805419921875,947.0,6.500343327992709,48.5603920148053,39.84775999894386,-0.7493,0.0781,0.0,-16.42,3.195855593760266e-05,3.0258073365478434e-05,-1.7004825721242292e-06,1.6420000000000001,8.142343327992709,0.026109142596849703,0.026108347547802082,-5.709560689955177
Damascus,SY,33.5102,36.29128,1569394,701,0.1947431999999904,True,267.14776611328125,383.0,0.6561379415579722,40.74972040179098,19.47431999999904,-0.2378,0.0364,0.0,-5.21,0.00011060425483334106,0.00010870210521801669,-1.9021496153243713e-06,0.521,1.1771379415579721,0.02614593901042169,0.026145048436340218,-2.9852221933923766
Gaziantep,TR,37.05944,37.3825,2222415,842,0.192733631962112,True,428.8000793457031,532.0,0.1220721751736277,43.13763314856911,19.2733631962112,-1.0534,0.0902,0.0,-23.09,3.0050663042978227e-05,2.7826735004799778e-05,-2.223928038178449e-06,2.3089999999999997,2.4310721751736275,0.02610825057615512,0.02610721083366491,-4.942491030968357
Iztapalapa,MX,19.35529,-99.06224,1835486,2238,0.2343617999998143,True,186.9036407470703,648.0,5.684341886080803e-14,49.31674439288145,23.43617999998143,-0.8774,0.1042,0.0,-19.23,4.7393939728248984e-05,4.445428716565988e-05,-2.9396525625891026e-06,1.9229999999999998,1.9230000000000567,0.026116360399743604,0.02611498562480765,-5.395691123496421
Comilla,BD,23.46186,91.18503,1030000,17,0.2488164092290879,True,228.96910095214844,2233.0,3.0518043793393304,45.97290692276194,24.88164092290879,-0.2955,0.2092,0.15928,-6.48,0.00013857583335109112,0.0001356180213143692,-2.9578120367219278e-06,0.648,3.6998043793393305,0.02615903858375401,0.02615765308270193,-3.046546397823586
Shenyang,CN,41.79222,123.43278,7050000,53,0.0998792262887538,True,251.6791534423828,673.0,1.3275349050126124,38.95666934077452,9.98792262887538,-0.2566,0.0637,8e-05,-5.62,0.00016403117091760456,0.00016099042925083213,-3.0407416667724285e-06,0.5619999999999999,1.8895349050126122,0.026170965394596537,0.026169540406877027,-21.43722875074562
Jerusalem,IL,31.76904,35.21633,971800,786,0.2469425443693514,True,456.1331481933594,383.0,29.907682917524998,28.666171782012192,24.69425443693514,-0.2683,0.0262,0.0,-5.88,0.00019382951787741225,0.0001900718877610966,-3.7576301163156365e-06,0.588,30.495682917525,0.026184933900609334,0.026183172038680074,-3.6516649470355356
Xuchang,CN,34.03189,113.86299,1265536,71,0.0894938719935299,True,210.1138610839844,710.0,4.058899824521291,44.30804607910388,8.94938719935299,-1.0587,0.1383,0.0,-23.2,6.937819780327166e-05,6.422045820418325e-05,-5.157739599088412e-06,2.32,6.378899824521291,0.026126643952782486,0.02612423096320097,-6.527305141271953
San Pedro Sula,HN,15.50585,-88.02588,801259,90,0.3644254999999999,True,385.2497253417969,1646.0,14.0993362325475,19.502948465874848,36.44254999999999,-0.0108,0.0229,0.63697,-0.24,0.006673964150721587,0.006668668004749958,-5.296145971629002e-06,0.023999999999999997,14.1233362325475,0.02940434269722074,0.029401558121868218,-4.243584625081482
Kallakurichi,IN,11.73379,78.95925,1682687,124,0.07896554,True,308.8377990722656,970.0,7.858396276798658,32.00793720256394,7.896554,-0.2168,0.1347,0.10896,-4.75,0.00040311158188510005,0.00039678803761798395,-6.323544267116104e-06,0.475,8.333396276798657,0.026283246388993504,0.026280270499308537,-10.640545732200795
Medellín,CO,6.245,-75.57151,1999979,1528,0.1971214240095512,True,323.5350341796875,2467.0,0.0152590218967247,31.294794897603676,19.71214240095512,-0.0576,0.0691,0.40574,-1.26,0.001688399230008528,0.0016813417716518486,-7.057458356679418e-06,0.126,0.1412590218967247,0.02689507242685857,0.02689167479354325,-14.114768506733345
Mexico City,MX,19.42847,-99.12766,12294193,2240,0.2219640727916876,True,212.8583984375,648.0,5.684341886080803e-14,43.43998910849127,22.19640727916876,-0.8774,0.1042,0.0,-19.23,0.00012126131231742666,0.00011374048939663879,-7.5208229207878645e-06,1.9229999999999998,1.9230000000000567,0.026150929129932294,0.026147407440511496,-92.46244850698972
Hiroshima,JP,34.4,132.45,1200754,16,0.350937245802441,True,207.5,1907.0,0.6408789196613043,5.409366507511519,35.0937245802441,-0.0005,0.0229,0.98117,-0.01,0.4147114489219935,0.4147033661737104,-8.082748283122498e-06,0.001,0.6418789196613043,12.955808209900283,12.9548742347914,-9.705392331952472
Kennedy,CO,4.6165,-74.14597,979914,2556,0.209905099994845,True,209.766357421875,1312.0,3.4943160143434966,25.18164934703556,20.990509999484495,-0.0203,0.0534,0.70453,-0.44,0.0065936056848633524,0.006584015369245019,-9.590315618333844e-06,0.044,3.5383160143434966,0.029362120299831318,0.029357085302773894,-9.397684538823992
Anshan,CN,41.12361,122.99,1450000,55,0.1456538782815366,True,236.4249267578125,690.0,0.1983672846570812,35.47408126492566,14.56538782815366,-0.2965,0.0671,2e-05,-6.5,0.0004493579955278099,0.00043974038090895486,-9.61761461885501e-06,0.65,0.8483672846570812,0.02630502029389808,0.026300490626050093,-13.945541197339764
Naucalpan de Juárez,MX,19.47851,-99.23963,834434,2300,0.2131674108778622,True,398.6851806640625,880.0,19.699397268635096,32.02633587517517,21.31674108778622,-0.8774,0.1042,0.0,-19.23,0.00022020336954396943,0.00020654726768026897,-1.3656101863700464e-05,1.9229999999999998,21.622397268635094,0.026197303259385383,0.026190897815370026,-11.395115702535033
Cúcuta,CO,7.90745,-72.5049,777106,298,0.3421606999999999,True,394.21624755859375,1858.0,5.684341886080803e-14,31.744940504524337,34.21606999999999,-0.2146,0.1256,0.08881,-4.7,0.000912529167195798,0.0008983710867937909,-1.415808040200711e-05,0.47,0.4700000000000568,0.026524077818445194,0.0265173551013128,-11.002329228882138
Sargodha,PK,32.08586,72.67418,975886,187,0.184708032842362,True,224.9229888916016,400.0,16.69336995498594,34.150165997595764,18.4708032842362,-0.6116,0.0587,0.0,-13.4,0.0003467951619116838,0.0003316656651314098,-1.5129496780274046e-05,1.34,18.03336995498594,0.02625675533513735,0.02624964296832432,-14.764664094914517
Bogotá,CO,4.60971,-74.08175,7674366,2582,0.2128795999903159,True,354.3930969238281,1312.0,0.8545052262150534,18.026550080255937,21.28795999903159,-0.0203,0.0534,0.70453,-0.44,0.011446037560436282,0.011429470646702213,-1.656691373406842e-05,0.044,0.8985052262150535,0.03202217693695697,0.03201270230672192,-127.14055948566772
Faisalabad,PK,31.41554,73.08969,3800193,186,0.2352902999999999,True,224.0375213623047,362.0,16.174563210498263,36.52755469068954,23.529029999999988,-1.1876,0.0791,0.0,-26.03,0.00023175199113475672,0.00021251384486869744,-1.9238146266059277e-05,2.603,18.777563210498265,0.026202721390263247,0.026193696269597493,-73.1086687732546
Ahvaz,IR,31.31901,48.6842,841145,23,0.2630809,True,210.4767303466797,254.0,14.328221560997974,30.53754593657927,26.30809,-0.3143,0.0606,0.0,-6.89,0.0009302363362460756,0.0009091554386396278,-2.1080897606447755e-05,0.689,15.017221560997974,0.026532488128597247,0.026522475709559085,-17.7320916171755
Handan,CN,36.60999,114.48764,1358318,61,0.1106007000579147,True,222.9814910888672,561.0,3.8147554741741487,39.82701572687744,11.06007000579147,-2.4606,0.165,0.0,-53.93,0.00015511450541682957,0.0001296193641608022,-2.5495141256027382e-05,5.393,9.20775547417415,0.026166786980354042,0.02615484340882748,-34.6305092806046
Bucharest,RO,44.43225,26.10626,1877155,83,0.3229623135362622,True,267.0908203125,579.0,0.2899214160372594,35.102746784109364,32.29623135362622,-0.7734,0.0868,0.0,-16.95,0.00047014595361485537,0.00044435575344390407,-2.5790200170951302e-05,1.6949999999999998,1.9849214160372592,0.02631481356201406,0.026302664260596086,-48.412203201902095
Lüliang,CN,37.5192,111.14436,3346500,959,0.08261043,True,405.2712707519531,492.0,0.1831082627604132,31.717494205758204,8.261042999999999,-1.5621,0.0499,0.0,-34.24,0.00025723097422806937,0.00022951833860041082,-2.7712635627658548e-05,3.4240000000000004,3.6071082627604136,0.02621467898169884,0.02620167336742367,-92.74033512795933
Tijuana,MX,32.5027,-117.00371,1922523,97,0.1454692999529328,True,576.450927734375,266.0,62.3941405355917,11.304429362805186,14.54692999529328,-0.351,0.0336,0.0,-7.69,0.0011659267682605486,0.0011364826046287833,-2.9444163631765254e-05,0.769,63.1631405355917,0.026644684437742365,0.026630642475310783,-56.60708179783223
Gujranwala,PK,32.15567,74.18705,2511118,230,0.1442940429027946,True,230.1870574951172,585.0,17.807278553444746,34.60648428963618,14.42940429027946,-1.5511,0.091,0.0,-34.0,0.0002962394826117838,0.00026453667559630015,-3.170280701548367e-05,3.4,21.207278553444745,0.026232996589523248,0.026218108629354246,-79.60948934710733
Guatemala City,GT,14.64072,-90.51327,994938,1508,0.7158972990198481,True,303.26348876953125,1286.0,28.61066605630583,27.688106183355178,71.58972990198481,-0.3598,0.1331,0.00737,-7.89,0.001257323090425434,0.0012247586870201914,-3.256440340524249e-05,0.7889999999999999,29.399666056305833,0.02668831808611849,0.026672763377511222,-32.39956239520515
Cochabamba,BO,-17.38195,-66.15995,841276,2537,0.2752713000102564,True,283.78692626953125,836.0,0.0152590218967247,26.976166774381,27.52713000102564,-0.188,0.0709,0.00854,-4.12,0.0024375299502243427,0.002404396232382821,-3.313371784152176e-05,0.412,0.42725902189672466,0.027258144613993326,0.0272419842243895,-27.874601610844064
Xi’an,CN,34.25833,108.92861,9600000,416,0.1007263999999999,True,228.13194274902344,614.0,8.6366063935302,15.901550564097764,10.07263999999999,-0.0341,0.0393,0.38691,-0.75,0.01689264532886208,0.016851218642756374,-4.142668610570763e-05,0.075,8.7116063935302,0.035291909071848024,0.03526583773624903,-397.69618661479325
Amritsar,IN,31.62234,74.87534,1159227,244,0.2266374003158889,True,236.2508087158203,657.0,14.450293736171544,36.24051650161184,22.66374003158889,-2.5629,0.1203,0.0,-56.17,0.00027238489869164164,0.00022592803134785318,-4.6456867343788456e-05,5.616999999999999,20.067293736171543,0.026221793456813122,0.026199988893198738,-53.85405496033786
Khulna,BD,22.80979,89.56439,1500689,8,0.1785707941310001,True,233.6809234619141,1848.0,4.364080262455218,28.99120641137531,17.85707941310001,-0.2182,0.1873,0.24509,-4.78,0.003025386558015194,0.0029777537683647903,-4.76327896504038e-05,0.478,4.842080262455218,0.02754644105805731,0.027522969279402374,-71.48200346767483
Alīgarh,IN,27.88145,78.07464,753207,189,0.1183113748902241,True,234.1776428222656,803.0,6.424048218509199,38.97481484924177,11.83113748902241,-4.64,0.2176,0.0,-101.7,0.00017977560095657708,0.0001281370069592363,-5.163859399734077e-05,10.17,16.5940482185092,0.026178344958941342,0.02615414914267408,-38.89455046895505
Yerevan,AM,40.17765,44.5126,1144700,1002,0.2668403281842528,True,409.4377136230469,366.0,13.778896772716903,22.49153647086504,26.68403281842528,-0.5269,0.0658,0.0,-11.55,0.001472756759294082,0.001417266563859816,-5.5490195434266046e-05,1.155,14.933896772716903,0.026791448123512175,0.026764846879074298,-63.519626713604346
Changzhi,CN,36.18389,113.10528,1214940,937,0.0989742381105521,True,218.19586181640625,601.0,9.35378042267496,34.22981005080626,9.89742381105521,-2.0977,0.1724,0.0,-45.98,0.00041790962074229567,0.0003586012769893556,-5.930834375294006e-05,4.598,13.951780422674961,0.026290211717172506,0.02626230670508787,-72.056079159197
Datong,CN,40.09361,113.29139,1850000,1054,0.2004275999999999,True,263.5890808105469,369.0,4.1809719996948616,28.052323729160864,20.04275999999999,-0.6676,0.0302,0.0,-14.63,0.0013707668878951834,0.0013056717219449266,-6.509516595025683e-05,1.463,5.643971999694862,0.02674257566565088,0.026711428820612667,-120.42605700797513
Liaocheng,CN,36.45064,116.00247,1229768,32,0.0541538398080472,True,202.4702911376953,588.0,1.0681315327688026,32.76515284883505,5.41538398080472,-1.3836,0.1102,0.0,-30.33,0.0006969838850868146,0.0006300696373655912,-6.691424772122337e-05,3.0329999999999995,4.101131532768802,0.02642191200986319,0.026390274648210522,-82.28900059163341
Chandigarh,IN,30.73629,76.7884,970602,351,0.2426430999999998,True,319.9261779785156,1008.0,5.61532005798432,37.932361302421846,24.26430999999998,-6.6935,0.1821,0.0,-146.7,0.00017858991877334218,0.00010957949212773803,-6.901042664560415e-05,14.669999999999998,20.28532005798432,0.026177789146818037,0.026145459219461667,-66.98165812307667
Xinxiang,CN,35.19033,113.80151,1047088,82,0.0947264799999963,True,209.1026763916016,559.0,8.072022583352464,31.997927031209127,9.47264799999963,-1.8324,0.1579,0.0,-40.16,0.0007207940461426382,0.0006306246754955003,-9.016937064713784e-05,4.015999999999999,12.088022583352462,0.026433178600737836,0.026390536918747456,-94.41526597217027
Los Angeles,US,34.05223,-118.24368,3820914,96,0.4290697,True,310.8283386230469,406.0,27.450980392156907,21.770203780158184,42.90697,-0.6216,0.0526,0.0,-13.62,0.0021991142102822567,0.002101807238243905,-9.730697203835185e-05,1.3619999999999999,28.812980392156906,0.027142072297923054,0.02709483900109451,-371.8015717589471
İzmir,TR,38.41273,27.13838,2938292,122,0.7108020999973488,True,527.6024169921875,679.0,90.42496375982302,2.3178310335841,71.08020999973488,-0.2008,0.0869,0.02173,-4.4,0.007263523014183003,0.007158630055532396,-0.00010489295865060647,0.44,90.86496375982301,0.02971595087605827,0.029660272799000152,-308.2061412594078
Milan,IT,45.46427,9.18951,1371498,127,0.0906286899990103,True,236.84722900390625,924.0,10.055695429922991,26.356962115957,9.062868999901031,-0.7409,0.0811,0.0,-16.24,0.0020290022551299907,0.0019223949732664167,-0.00010660728186357403,1.6239999999999999,11.679695429922992,0.027059552212683635,0.027007964182219853,-146.21167386132805
Multan,PK,30.19679,71.47824,2169915,126,0.1521000982379538,True,319.241943359375,157.0,22.41550316624705,13.936799976815438,15.210009823795382,-0.2058,0.0465,1e-05,-4.51,0.007591485846748322,0.007479172830701503,-0.00011231301604681856,0.451,22.86650316624705,0.029890702965648507,0.029830744025656795,-243.7096982152323
Bucheon-si,KR,37.49889,126.78306,850731,14,0.1299450930209851,True,455.4380493164063,1259.0,3.570611123827007,9.98754344425012,12.994509302098509,-0.066,0.039,0.09208,-1.45,0.027318310475398965,0.027190299887799616,-0.00012801058759934897,0.145,3.715611123827007,0.04249514767279739,0.0423984760109281,-108.90257519898175
Luoyang,CN,34.67345,112.43684,1390581,128,0.09239673,True,241.1519927978516,607.0,10.86442359044787,25.4490277070789,9.239673,-0.9722,0.1254,0.0,-21.31,0.0019496602288644686,0.0018163452582000402,-0.00013331497066442844,2.131,12.99542359044787,0.027021148780246255,0.026956742374122218,-185.38526522151156
Suwon,KR,37.29111,127.00889,1234582,58,0.1291057000001796,True,338.2337341308594,1315.0,2.655069810025225,12.496469967354347,12.91057000001796,-0.066,0.039,0.09208,-1.45,0.03051409643075647,0.030371578334141412,-0.00014251809661505743,0.145,2.800069810025225,0.044980159310422145,0.044866351752534145,-175.95027675521084
Jalandhar,IN,31.32556,75.57917,868929,243,0.2688223032851797,True,234.9681854248047,672.0,8.682383459220318,32.012843260117485,26.88223032851797,-2.5629,0.1203,0.0,-56.17,0.0008477983053429679,0.0007032702910572309,-0.00014452801428573698,5.616999999999999,14.299383459220318,0.026493355244855896,0.026424886176434327,-125.58458292529114
Managua,NI,12.13282,-86.2504,973087,108,0.6997626999999993,True,394.2102355957031,1478.0,0.5951018539711868,17.885559097502387,69.97626999999993,-0.1333,0.1034,0.19875,-2.92,0.015704353064535312,0.015554753971863107,-0.00014959909267220524,0.292,0.8871018539711868,0.0345515674026292,0.03445945516776533,-145.57293229111818
Bursa,TR,40.19559,29.06013,3101833,155,0.4104262999848779,True,534.7181396484375,600.0,2.1362630655375483,18.907002207839582,41.04262999848779,-0.6268,0.0899,0.0,-13.74,0.0035514111433837324,0.0033931193921923697,-0.00015829175119136266,1.3739999999999999,3.510263065537548,0.02780696624304249,0.02772831382018377,-490.994577473158
Incheon,KR,37.45646,126.70515,3015482,43,0.1299214000302797,True,387.766357421875,1259.0,21.896696421759373,7.101012323889473,12.992140003027968,-0.066,0.039,0.09208,-1.45,0.03621473038319386,0.03604657705473037,-0.0001681533284634898,0.145,22.041696421759372,0.0497729484434588,0.04962463550053014,-507.0633352217411
Xinyang,CN,32.12278,114.06556,1230042,89,0.05836012,True,239.5323028564453,1082.0,0.686655985351365,14.430962681166656,5.836012,-0.0872,0.0562,0.12226,-1.91,0.028754863381546765,0.028577764197623038,-0.00017709918392372695,0.19099999999999998,0.8776559853513649,0.043595009156244084,0.04345791726128391,-217.83943439190895
Meerut,IN,28.98002,77.70636,1223184,228,0.1854663015917488,True,245.0377349853516,917.0,7.84313725490199,35.588906420345765,18.54663015917488,-8.4326,0.2789,0.0,-184.82,0.00038938339209473936,0.0002104594124780307,-0.00017892397961670866,18.481999999999996,26.325137254901986,0.02627678626148825,0.026192732662854802,-218.85694908348415
Heze,CN,35.23929,115.47358,1346717,53,0.1273150867469405,True,183.7837677001953,628.0,0.2594033722438666,28.87308810728661,12.73150867469405,-1.1119,0.1071,0.0,-24.37,0.0026021367727783605,0.0023997958983442078,-0.00020234087443415276,2.437,2.6964033722438665,0.02733856921048313,0.027239741240624785,-272.4958953953389
Panjin,CN,41.121,122.0739,1166481,7,0.1240245000000066,True,181.6923828125,597.0,0.9460593575952316,22.182548288641573,12.40245000000066,-0.3071,0.0582,0.0,-6.73,0.009941902165521575,0.009723715711277125,-0.00021818645424444977,0.6729999999999999,1.6190593575952317,0.03117314307622082,0.03105184385950243,-254.51035333352002
Abū Ghurayb,IQ,33.30563,44.18477,900000,42,0.0786549269613512,True,229.891357421875,146.0,20.73701075761045,17.7403234107251,7.865492696135119,-0.5819,0.0743,0.0,-12.75,0.005514152200465893,0.005286147172560237,-0.00022800502790565596,1.275,22.012010757610447,0.028800718162243475,0.028683500346411376,-205.20452511509038
Sofia,BG,42.69751,23.32415,1152556,562,0.2816335999999533,True,298.1591796875,616.0,12.61921110856798,21.31815767610219,28.16335999999533,-0.791,0.0997,0.0,-17.34,0.0041603511250150535,0.003927844204042745,-0.00023250692097230834,1.734,14.35321110856798,0.028111597865075687,0.0279948955981309,-267.9772468081598
Karbala,IQ,32.61603,44.02488,1218732,32,0.1316135122730927,True,266.0051574707031,95.0,3.93682764934772,18.32849958572826,13.16135122730927,-0.4631,0.0491,0.0,-10.15,0.007452212232333978,0.00720632515989904,-0.00024588707243493844,1.015,4.95182764934772,0.029816368641643286,0.029685576985175856,-299.6704435627774
Kayseri,TR,38.73222,35.48528,1452458,1054,0.1602327415417343,True,237.0069732666016,385.0,0.671396963454697,25.2353942423577,16.023274154173432,-1.127,0.0958,0.0,-24.7,0.0031482191456256503,0.002900359092423688,-0.0002478600532019623,2.4699999999999998,3.1413969634546968,0.027607059959606856,0.0274848740050081,-360.0063171536157
