checked_at_utc,collection_short_name,collection_id,granule,data_url,md5_url,earthaccess_installed,credential_files_detected,credential_envs_detected,local_netcdf_detected,run_status,md5_text,note
2026-06-04T05:41:52+00:00,TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4,C3195527175-POCLOUD,GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4/GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-public/TELLUS_GRAC-GRFO_MASCON_CRI_GRID_RL06.3_V4/GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI.nc.md5,False,0,0,,earthaccess_missing_and_no_local_file,GRCTellus.JPL.200204_202603.GLO.RL06.3M.MSCNv04CRI.nc	3f0a4cdeb6eddc5fdd621312377782af,"Install earthaccess and provide Earthdata credentials, or place the authenticated NetCDF in data_raw/grace/jpl."
