city_row_id,name,country,lat,lon,population,pga,wtd,tws_cm_yr,dP,fdr_sig,gfz_grid_lat,gfz_grid_lon,gfz_nearest_finite_grid_distance_km,gfz_tws_cm_yr,gfz_tws_p,gfz_tws_n_months,gfz_leakage_corrected_tws_cm_yr,gfz_leakage_corrected_p,gfz_leakage_corrected_n_months,gfz_dP_sy010,gfz_leakage_corrected_dP_sy010,csr_sign,gfz_sign,gfz_leakage_corrected_sign,csr_gfz_sign_match,csr_gfz_leakage_corrected_sign_match,gfz_material_sy010,gfz_targeted_sy010,gfz_leakage_corrected_material_sy010,gfz_leakage_corrected_targeted_sy010
10,Yangon,MM,16.80528,96.15611,4477638,0.2417016573252616,1.4038300144961229,0.949,0.0078525840287735,True,16.5,95.5,77.7032405126364,0.7808525327533902,0.04747263753525822,100,2.1794213327541834,0.014015637120739981,100,0.0064598579753784025,0.011622502249179656,1,1,1,True,True,False,True,True,True
11,Tianjin,CN,39.14222,117.17667,11090314,0.117718599999321,3.112840466926116,1.0174,0.0073736357294239,True,39.5,117.5,0.0,0.9481528339079544,7.392158926786609e-07,100,1.7450181524370736,0.000988252166008948,100,0.00686892668479705,0.012701530655780335,1,1,1,True,True,False,True,True,True
12,Varanasi,IN,25.31668,83.01041,1164404,0.0641719299859855,26.092927443350906,1.7399,0.0064547441040125,True,25.5,83.5,0.0,0.9732931315752004,0.06685168568306805,100,3.6312003041194227,0.00021173762236047187,100,0.0035764271728479513,0.013791223469674513,1,1,1,True,True,False,False,True,True
13,Chattogram,BD,22.3384,91.83168,3920222,0.2789350093955502,1.724269474326718,0.7765,0.0063066447842901,False,22.5,91.5,0.0,0.5325975336665828,0.30774795458090043,100,0.16552760833067356,0.8341978453674225,100,0.004328452820670292,0.0013465163547212722,1,1,1,True,True,False,False,False,False
14,Patna,IN,25.59408,85.13563,1684297,0.0921172673310556,4.257267109178315,1.3047,0.0060981198108892,True,25.5,85.5,0.0,0.6595367015451028,0.234092447699612,100,2.373479610117463,0.015005625951895975,100,0.0030607212874822487,0.011224856730457616,1,1,1,True,True,False,False,True,True
15,Kanpur,IN,26.46523,80.34975,2823249,0.0874991899999999,13.42793926909286,1.095,0.0059558101069985,True,26.5,80.5,0.0,0.04909565063493821,0.9167178356481137,100,3.8192783714438896,4.368206031596649e-05,100,0.0002642986579724782,0.02132833176622856,1,1,1,True,True,False,False,True,True
16,Barcelona,VE,10.1384,-64.68769,815141,0.1565541,5.95101853971164,0.9569,0.0055937627238466,True,9.5,295.5,73.9056040305774,1.8174707038055338,0.00029178306285919625,100,2.0800141690971232,0.0123990118386767,100,0.010707350387656883,0.012282997801039947,1,1,1,True,True,True,True,True,True
17,Prayagraj,IN,25.44478,81.84322,1073438,0.0632544323089667,8.484016174563237,1.5299,0.005399910094125,True,25.5,81.5,0.0,1.004519548740973,0.047481482352188895,100,4.246321933263805,5.211895087895386e-06,100,0.003521967597505171,0.015511572772751073,1,1,1,True,True,False,False,True,True
18,Kalyān,IN,19.2437,73.13554,1262255,0.1256955999999282,1.1749446860456487,1.4173,0.0053812979642205,True,19.5,73.5,0.0,2.173770589306053,5.890212955064635e-09,100,2.3992314309475344,7.002260748820509e-05,100,0.005381297964220544,0.005381297964220544,1,1,1,True,True,False,True,False,True
19,Makassar,ID,-5.14861,119.43194,1423877,0.06073681,0.6408789196613043,0.6312,0.005239330970689,True,-3.5,119.5,183.47257100740634,0.40138821709336353,0.002808967924462806,100,1.294678207141267,0.011722249858585354,100,0.003331074848166804,0.0053197165084566955,1,1,1,True,True,False,False,False,True
20,Howrah,IN,22.57688,88.31857,1027672,0.116651700000003,2.075226977950763,0.6662,0.0050947550306674,False,22.5,88.5,0.0,0.6086081381735647,0.17582488289407971,100,0.7357831760061425,0.24362147898400516,100,0.004653054122089995,0.005628739966246299,1,1,1,True,True,False,False,False,True
21,Kolkata,IN,22.56263,88.36304,4631392,0.119528,2.059967956054038,0.6662,0.0050927696458126,False,22.5,88.5,0.0,0.6086081381735647,0.17582488289407971,100,0.7357831760061425,0.24362147898400516,100,0.004651238060966845,0.0056265505917557634,1,1,1,True,True,False,False,False,True
22,Luzhou,CN,28.8903,105.42575,998900,0.1971011047434862,1.586938277256479,0.6356,0.0050042128246746,True,28.5,105.5,0.0,0.4520497892712189,0.04216711328558072,100,0.5151307521415821,0.34940646833756256,100,0.0035565564380016235,0.004053845537040857,1,1,1,True,True,False,False,False,False
23,Ranchi,IN,23.34316,85.3094,1120374,0.1272203,3.2806897077897474,1.1405,0.004955914891752,True,23.5,85.5,0.0,1.0508197688882157,0.04376192419804692,100,2.308207068873937,0.006440556511269224,100,0.004561497703281819,0.010165674485222431,1,1,1,True,True,False,False,True,True
24,Ciudad Guayana,VE,8.35122,-62.64102,978202,0.0609216311130317,24.00244144350347,3.2946,0.004915952855939,True,8.5,297.5,0.0,2.484977110392999,1.793611641428554e-05,100,4.999392900013103,3.1475689919736886e-05,100,0.003662280417749693,0.007657356414927784,1,1,1,True,True,False,False,False,True
25,Haikou,CN,20.03421,110.34651,2873358,0.0606846,1.4190890363927906,0.8239,0.0048257107875001,True,19.5,110.5,61.53466307214644,0.3781460714233461,0.028372861379602456,100,0.3664481451909307,0.5311504456330046,100,0.0022059103411357917,0.002137442905785575,1,1,1,True,True,False,False,False,False
26,Jing’an,CN,31.22,121.41583,936500,0.0507968402419307,4.104676890211351,0.6576,0.0047006544213692,True,31.5,121.5,0.0,0.21687077299127308,0.16718504423176556,100,-0.42229952763216927,0.3715311523348765,100,0.0015459540479071943,-0.0029981454117192774,1,1,-1,True,False,False,False,False,False
27,Vijayawada,IN,16.50745,80.6466,1143232,0.06847776,5.859464408331462,2.3443,0.0045902708923863,True,16.5,80.5,0.0,2.0693548224535396,7.680667783701428e-09,100,4.970857965749448,5.75736689471079e-11,100,0.00403557296267934,0.010117183111098535,1,1,1,True,True,False,False,True,True
28,Zhabei,CN,31.25861,121.45972,840000,0.0543976236497186,3.0365453574426056,0.6576,0.0044447278430762,True,31.5,121.5,0.0,0.21687077299127308,0.16718504423176556,100,-0.42229952763216927,0.3715311523348765,100,0.001461164634423362,-0.0028319785735654857,1,1,-1,True,False,False,False,False,False
29,Kaifeng,CN,34.7986,114.30742,1451741,0.0997951691928758,1.7700465400168357,2.2778,0.0043969392064603,True,34.5,114.5,0.0,0.8527018264054707,0.002905173599380454,100,4.177920324800754,1.2877850984619007e-06,100,0.0020910891168304663,0.004396939206460337,1,1,1,True,True,False,False,False,False
