name,country,dP,dP_lo,dP_hi,p_two,p_two_zero_aware,zero_exact_dP,fdr_sig,fdr_bh_zero_aware,fdr_by_zero_aware,material_bh_zero_aware,material_by_zero_aware
Zhaotong,CN,7.738392314048773e-09,-2.9846304062414846e-08,7.738392314048773e-09,0.1855,0.1855,False,False,False,False,False,False
Ashgabat,TM,6.8795958355776e-09,2.673858275565346e-09,1.1681407278896481e-08,0.0,0.00024993751562109475,False,True,True,True,False,False
Mianyang,CN,4.477183212607225e-09,1.0480985656544922e-09,4.477183212607225e-09,0.0075,0.0075,False,True,True,True,False,False
Dhanbad,IN,2.6695712131150403e-09,-7.490940017832946e-10,6.875465776671108e-09,0.2524999999999999,0.2524999999999999,False,False,False,False,False,False
Ahmedabad,IN,2.659089633979322e-09,6.02484860461415e-10,4.968097169876147e-09,0.0055,0.0055,False,True,True,True,False,False
Hubballi,IN,1.7955698116368267e-09,1.0197903201284428e-09,1.7955698116368267e-09,0.0,0.00024993751562109475,False,True,True,True,False,False
Xingtai,CN,8.13152979229807e-10,2.920709015774834e-10,1.4154820797774927e-09,0.0,0.00024993751562109475,False,True,True,True,False,False
Suzhou,CN,1.9809157802246186e-10,-2.5770553090049097e-10,6.734651486183712e-10,0.5465,0.5465,False,False,False,False,False,False
Nairobi,KE,1.6194035317150484e-10,1.6194035317150484e-10,1.6194035317150484e-10,0.0,0.00024993751562109475,False,True,True,True,False,False
Coimbatore,IN,1.4726694366623784e-10,4.9425487201716965e-11,1.865502460709049e-10,0.0,0.00024993751562109475,False,True,True,True,False,False
Nanyang,CN,1.4083278971349363e-10,-1.5509417483272608e-10,3.7495720530250695e-10,0.5225,0.5225,False,False,False,False,False,False
Suqian,CN,1.2165583482653268e-10,-7.789419009070889e-12,2.760051491423e-10,0.1334999999999999,0.1334999999999999,False,False,False,False,False,False
Zaozhuang,CN,6.208339533298919e-11,4.138151729356894e-12,1.283391950671215e-10,0.0669999999999999,0.0669999999999999,False,True,True,False,False,False
Bijie,CN,5.496625048199433e-11,-1.065696451260294e-09,5.496625048199433e-11,0.7509999999999999,0.7509999999999999,False,False,False,False,False,False
Madurai,IN,2.7362822284118792e-11,5.401651876001717e-12,5.314701728864284e-11,0.018,0.018,False,True,True,False,False,False
Baoding,CN,2.4875028401400063e-11,8.673928572200365e-12,4.321537689269801e-11,0.0,0.00024993751562109475,False,True,True,True,False,False
Pekanbaru,ID,2.2480577588317292e-11,6.600422360437899e-12,3.629812847984543e-11,0.0009999999999998,0.0009999999999998,False,True,True,True,False,False
Shangqiu,CN,1.0846740032236544e-11,4.076048185910191e-12,1.0846740032236544e-11,0.016,0.016,False,True,True,False,False,False
Kigali,RW,8.584281793849532e-12,3.262071047371868e-12,1.4875974755294908e-11,0.0,0.00024993751562109475,False,True,True,True,False,False
Nampula,MZ,7.784971441841527e-12,-9.42126002955584e-12,2.662370208466065e-11,0.5075000000000001,0.5075000000000001,False,False,False,False,False,False
Taiz,YE,4.753116036940412e-12,1.0058057625953393e-12,8.95860757882085e-12,0.0135,0.0135,False,True,True,False,False,False
Changchun,CN,3.708277976184314e-12,3.708277976184314e-12,3.708277976184314e-12,0.0,0.00024993751562109475,False,True,True,True,False,False
Teni,IN,1.8471710406842525e-13,6.501805241307181e-14,1.8471710406842525e-13,0.018,0.018,False,True,True,False,False,False
Ulan Bator,MN,1.2792988126430438e-13,4.9406072772576495e-14,1.572545226667369e-13,0.0,0.00024993751562109475,False,True,True,True,False,False
Hyderabad,IN,1.028918604337368e-13,3.761268764456147e-14,1.028918604337368e-13,0.0,0.00024993751562109475,False,True,True,True,False,False
Ibb,YE,3.2042659010053763e-14,6.944385737651232e-15,6.089330108224891e-14,0.0124999999999999,0.0124999999999999,False,True,True,False,False,False
Navi Mumbai,IN,4.996003610813204e-16,4.996003610813204e-16,4.996003610813204e-16,0.0004999999999999,0.0004999999999999,False,True,True,True,False,False
Sakai,JP,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.0009999999999998,0.0009999999999998,False,True,True,True,False,False
Pudong,CN,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.0004999999999999,0.0004999999999999,False,True,True,True,False,False
Kawasaki,JP,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Taguig,PH,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,0.0464999999999999,0.0464999999999999,False,True,True,False,False,False
Shubrā al Khaymah,EG,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,0.0404999999999999,0.0404999999999999,False,True,True,False,False,False
Yangpu,CN,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,0.0009999999999998,0.0009999999999998,False,True,True,True,False,False
Zamboanga,PH,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Rui’an,CN,3.8857805861880484e-16,3.8857805861880484e-16,3.8857805861880484e-16,0.0275,0.0275,False,True,True,False,False,False
Semarang,ID,3.6082248300317592e-16,-0.0004933538792646,3.6082248300317592e-16,0.2875000000000001,0.2875000000000001,False,False,False,False,False,False
Padang,ID,3.3306690738754696e-16,-0.0001770874606929,3.3306690738754696e-16,0.1999999999999999,0.1999999999999999,False,False,False,False,False,False
Osaka,JP,3.05311331771918e-16,3.05311331771918e-16,3.05311331771918e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Ra’s Bayrūt,LB,2.7755575615628914e-16,-0.0001004742140573,2.7755575615628914e-16,0.1884999999999999,0.1884999999999999,False,False,False,False,False,False
Cairo,EG,2.498001805406602e-16,2.498001805406602e-16,2.498001805406602e-16,0.0349999999999999,0.0349999999999999,False,True,True,False,False,False
Huludao,CN,1.8041124150158796e-16,1.8041124150158796e-16,1.8041124150158796e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Yichang,CN,1.3877787807814454e-16,-0.0005955826419802,1.3877787807814454e-16,0.4995,0.4995,False,False,False,False,False,False
Wanzhou,CN,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,0.0044999999999999,0.0044999999999999,False,True,True,True,False,False
Aden,YE,1.249000902703301e-16,1.249000902703301e-16,1.249000902703301e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Bhopal,IN,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,0.0015,0.0015,False,True,True,True,False,False
Kakamega,KE,7.087400801883261e-17,2.667913240162617e-17,1.2473330492245596e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Lilongwe,MW,5.1906355558566127e-17,1.1318842818538046e-17,9.536612556699404e-17,0.0104999999999999,0.0104999999999999,False,True,True,False,False,False
Saitama,JP,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,0.0,0.00024993751562109475,False,True,True,True,False,False
Shijiazhuang,CN,3.5278765281167854e-17,1.291435915151446e-17,6.082965559604477e-17,0.0,0.00024993751562109475,False,True,True,True,False,False
Kampung Baru Subang,MY,2.4286128663675302e-17,2.4286128663675302e-17,2.4286128663675302e-17,0.0,0.00024993751562109475,False,True,True,True,False,False
Jieyang,CN,1.7347234759768068e-17,-9.94749100220133e-05,1.7347234759768068e-17,0.7849999999999999,0.7849999999999999,False,False,False,False,False,False
Changzhou,CN,1.5612511283791264e-17,-8.584803131571893e-05,1.5612511283791264e-17,0.7115,0.7115,False,False,False,False,False,False
Shiyan,CN,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.004,0.004,False,True,True,True,False,False
Cúcuta,CO,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,0.0,0.00024993751562109475,False,True,True,True,False,False
Yancheng,CN,2.1684043449710093e-19,2.1684043449710093e-19,2.1684043449710093e-19,0.0734999999999999,0.0734999999999999,False,True,False,False,False,False
Wuwei,CN,1.4233855647727016e-19,-3.7795465423478444e-19,7.102772633003267e-19,0.724,0.724,False,False,False,False,False,False
Bogor,ID,1.0164395367051604e-19,-2.204475997892751e-08,1.0164395367051604e-19,0.119,0.119,False,False,False,False,False,False
Cheongju-si,KR,7.623296525288703e-21,7.623296525288703e-21,7.623296525288703e-21,0.0029999999999998,0.0029999999999998,False,True,True,True,False,False
Yixing,CN,1.0587911840678754e-21,-5.412979764072841e-09,1.0587911840678754e-21,0.704,0.704,False,False,False,False,False,False
Tegucigalpa,HN,2.1175823681357513e-22,-7.165417973401356e-10,2.1175823681357513e-22,0.3429999999999999,0.3429999999999999,False,False,False,False,False,False
Benxi,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Longyan,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Guang’an,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Wanxian,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Seongnam-si,KR,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Xiamen,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Weihai,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Kobe,JP,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Bazhong,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Zunyi,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Montréal,CA,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
La Paz,BO,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Yantai,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Bukavu,CD,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Guiyang,CN,0.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
Isfahan,IR,-3.2532077881139584e-29,-1.0096597754107631e-28,3.4720827707068265e-29,0.487,0.487,False,False,False,False,False,False
Quetta,PK,-4.185927386786497e-29,-8.46358463028733e-29,-3.669633093374232e-30,0.0605,0.0605,False,True,True,False,False,False
Ürümqi,CN,-1.3439003471778378e-21,-2.151649087138632e-21,-5.759310867985472e-22,0.0,0.00024993751562109475,False,True,True,True,False,False
Qom,IR,-1.1101468390129985e-19,-1.9943380202824729e-19,-3.2091442500580633e-20,0.001,0.001,False,True,True,True,False,False
Shiraz,IR,-2.2630386422839787e-17,-3.846708834544004e-17,-7.895122050772375e-18,0.0,0.00024993751562109475,False,True,True,True,False,False
Jodhpur,IN,-3.204903241899323e-17,-5.319472350538727e-17,-1.2194991767971264e-17,0.0,0.00024993751562109475,False,True,True,True,False,False
Sanaa,YE,-1.4707008899986972e-16,-3.639450968687099e-16,5.082855438860688e-17,0.2745,0.2745,False,False,False,False,False,False
Bishkek,KG,-8.409079320156897e-16,-1.4486370010423885e-15,-2.6938618686137437e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Konya,TR,-1.666471201814658e-15,-2.6872412985793534e-15,-6.98627446874893e-16,0.0,0.00024993751562109475,False,True,True,True,False,False
Mashhad,IR,-1.9040902910269393e-14,-2.687738605708408e-13,2.576823433672176e-13,0.945,0.945,False,False,False,False,False,False
Gorakhpur,IN,-4.405112279938319e-14,-6.74860297602858e-14,-1.9751829331127902e-14,0.0,0.00024993751562109475,False,True,True,True,False,False
Sulaymaniyah,IQ,-1.243862992681345e-13,-2.1762402249592465e-13,-3.4621116535669494e-14,0.002,0.002,False,True,True,True,False,False
Shymkent,KZ,-2.218793898742697e-12,-3.77174814807983e-12,-7.297660480222229e-13,0.0005,0.0005,False,True,True,True,False,False
Tehran,IR,-8.918518202711793e-12,-1.4358194472828006e-11,-3.649244488309716e-12,0.0,0.00024993751562109475,False,True,True,True,False,False
Marrakesh,MA,-9.574982613199164e-12,-1.5851267027810963e-11,-4.003189355131074e-12,0.0,0.00024993751562109475,False,True,True,True,False,False
Hermosillo,MX,-1.3432238777995403e-11,-2.3301327946760155e-11,-4.030273583533583e-12,0.0005,0.0005,False,True,True,True,False,False
Karaj,IR,-1.5877973888164904e-11,-2.5609298869176305e-11,-6.469481155770007e-12,0.0,0.00024993751562109475,False,True,True,True,False,False
Ordos,CN,-3.3855016304000286e-11,-5.36327345875348e-11,-1.4056937527079584e-11,0.0,0.00024993751562109475,False,True,True,True,False,False
Quito,EC,-9.063210276745264e-11,-1.8113116501485388e-10,-7.699795781960066e-12,0.0635,0.0635,False,True,True,False,False,False
Kirkuk,IQ,-1.42369293986186e-10,-2.5529865622817533e-10,-4.0805937149165777e-11,0.0015,0.0015,False,True,True,True,False,False
Lu’an,CN,-2.9397889367935817e-10,-6.399229339724105e-10,1.6252894402078013e-11,0.1295,0.1295,False,False,False,False,False,False
Hefei,CN,-3.039325166400886e-10,-1.2375431065057098e-09,5.241775517918553e-10,0.617,0.617,False,False,False,False,False,False
Aleppo,SY,-3.5505559854338794e-10,-6.163774325166101e-10,-1.1900178343148768e-10,0.0,0.00024993751562109475,False,True,True,True,False,False
Kathmandu,NP,-4.0030911038414537e-10,-8.512326512034341e-10,-1.0249504305628317e-12,0.099,0.099,False,False,False,False,False,False
Córdoba,AR,-1.090670243149346e-09,-1.774284087383009e-09,-4.5640295083424515e-10,0.0,0.00024993751562109475,False,True,True,True,False,False
Arequipa,PE,-1.160156761248708e-09,-3.976255588502072e-09,1.401945356049413e-09,0.5285,0.5285,False,False,False,False,False,False
Bannu,PK,-1.385564428971799e-09,-2.32415339828662e-09,-5.359865970471606e-10,0.0,0.00024993751562109475,False,True,True,True,False,False
Jaipur,IN,-2.020510392213274e-09,-3.212790213387525e-09,-8.36645331352179e-10,0.0,0.00024993751562109475,False,True,True,True,False,False
Hohhot,CN,-2.173099577262619e-09,-3.587872826139794e-09,-8.519759310205307e-10,0.0,0.00024993751562109475,False,True,True,True,False,False
Eskişehir,TR,-2.6101603665541622e-09,-4.1759406656902e-09,-1.0735410134495811e-09,0.0,0.00024993751562109475,False,True,True,True,False,False
Almaty,KZ,-3.1209875317509502e-09,-5.2087187281280015e-09,-1.2010825904420872e-09,0.0,0.00024993751562109475,False,True,True,True,False,False
Homs,SY,-3.827970111359048e-09,-7.483651880952341e-09,-5.81271080193037e-10,0.0315,0.0315,False,True,True,False,False,False
Meizhou,CN,-6.1828303432702285e-09,-1.4109715695160974e-08,1.059776800311676e-09,0.1965,0.1965,False,False,False,False,False,False
León de los Aldama,MX,-8.334039205856399e-09,-1.3708384369227336e-08,-3.310893265787154e-09,0.0,0.00024993751562109475,False,True,True,True,False,False
Santiago,CL,-8.392798256101334e-09,-1.5448759357344206e-08,-1.9397937976486042e-09,0.0065,0.0065,False,True,True,True,False,False
Chuzhou,CN,-1.8183707722217105e-08,-2.1132455168281307e-07,1.734286735266995e-07,0.892,0.892,False,False,False,False,False,False
Mexicali,MX,-2.532261139990073e-08,-9.14874438590039e-08,3.6341282716388225e-08,0.5755,0.5755,False,False,False,False,False,False
Kabul,AF,-2.7802184407922652e-08,-4.553788189166373e-08,-1.028001900619313e-08,0.0,0.00024993751562109475,False,True,True,True,False,False
Erbil,IQ,-3.4498440596081335e-08,-6.191109863237112e-08,-1.018387188205456e-08,0.0025,0.0025,False,True,True,True,False,False
Tashkent,UZ,-1.6091052581911517e-07,-2.66971159432134e-07,-6.315944253534603e-08,0.0,0.00024993751562109475,False,True,True,True,False,False
Santiago de Querétaro,MX,-2.7608675705370773e-07,-4.498423934873231e-07,-1.1020909837811637e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Ankara,TR,-5.260375942224583e-07,-8.558670136731087e-07,-2.076114534365986e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Çankaya,TR,-7.44889846432645e-07,-1.2259773281186705e-06,-2.970004881385722e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Peshawar,PK,-9.310823135779052e-07,-1.5141309844905847e-06,-3.556942186080514e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Ciudad Nezahualcoyotl,MX,-1.0381060441043847e-06,-1.7119991033606754e-06,-4.0824295255614926e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Tijuana,MX,-1.151200746594928e-06,-8.61807277024217e-06,6.229961109227143e-06,0.812,0.812,False,False,False,False,False,False
Ecatepec de Morelos,MX,-1.288065626981514e-06,-2.104704539939585e-06,-4.990809217931159e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Lusaka,ZM,-1.2905227307220935e-06,-2.2945342255049898e-06,-3.150152492160321e-07,0.0045,0.0045,False,True,True,True,False,False
Gustavo Adolfo Madero,MX,-1.6414762387937892e-06,-2.708910760907068e-06,-6.398349213374255e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Los Angeles,US,-1.986593470939321e-06,-2.124800784483157e-05,1.7076949560803635e-05,0.891,0.891,False,False,False,False,False,False
Rawalpindi,PK,-2.02388264592984e-06,-3.374196933001512e-06,-7.959856320249399e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Gaziantep,TR,-2.0395743919534905e-06,-3.30829799412355e-06,-7.805590673588195e-07,0.0,0.00024993751562109475,False,True,True,True,False,False
Chaozhou,CN,-2.0551410850402907e-06,-4.102121911110196e-05,3.375605471594736e-05,0.9235,0.9235,False,False,False,False,False,False
Culiacán,MX,-2.0974711869263264e-06,-3.849334304154958e-06,-6.063913344336484e-07,0.0015,0.0015,False,True,True,True,False,False
Iztapalapa,MX,-3.7128006164988185e-06,-5.999057356772325e-06,-1.4438530159135775e-06,0.0,0.00024993751562109475,False,True,True,True,False,False
Alīgarh,IN,-4.293349599803528e-06,-1.1549577945672411e-05,1.993952718682647e-06,0.3225,0.3225,False,False,False,False,False,False
Ahvaz,IR,-4.5536664083144045e-06,-1.4402410702187776e-05,4.714191225658201e-06,0.499,0.499,False,False,False,False,False,False
Santa Cruz de la Sierra,BO,-4.5691481460386255e-06,-7.594745089395625e-06,-1.682403409471638e-06,0.0,0.00024993751562109475,False,True,True,True,False,False
Maoming,CN,-6.469737210338181e-06,-0.0001312136000971,0.0001279543872335,0.9515,0.9515,False,False,False,False,False,False
San Pedro Sula,HN,-9.045056744078246e-06,-3.6048466342922894e-05,1.6166682733552284e-05,0.6065,0.6065,False,False,False,False,False,False
Mexico City,MX,-9.498860505506256e-06,-1.5587775004513678e-05,-3.7989064044121168e-06,0.0,0.00024993751562109475,False,True,True,True,False,False
Yerevan,AM,-1.0340446264539603e-05,-2.9803519389473283e-05,8.19946965215963e-06,0.4405,0.4405,False,False,False,False,False,False
Guatemala City,GT,-1.2242415083635633e-05,-3.765156383778279e-05,1.1850376584762966e-05,0.458,0.458,False,False,False,False,False,False
Sargodha,PK,-1.3383785385165867e-05,-2.3378780716511515e-05,-4.683958086746289e-06,0.0,0.00024993751562109475,False,True,True,True,False,False
Faisalabad,PK,-1.6148091151211018e-05,-2.59428699413732e-05,-6.188443709814304e-06,0.0,0.00024993751562109475,False,True,True,True,False,False
Lüliang,CN,-1.640366162603918e-05,-2.6952506599491925e-05,-6.610182891997799e-06,0.0,0.00024993751562109475,False,True,True,True,False,False
Naucalpan de Juárez,MX,-1.7247795541052162e-05,-2.8743298789274497e-05,-6.756428245433805e-06,0.0,0.00024993751562109475,False,True,True,True,False,False
Meerut,IN,-2.9525356371625216e-05,-5.579846699585178e-05,-5.803159131214348e-06,0.0215,0.0215,False,True,True,False,False,False
Chandigarh,IN,-3.082547473202998e-05,-4.6989156038011776e-05,-1.262234826974209e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Bucharest,RO,-3.198525018772758e-05,-5.194403491787572e-05,-1.3047401301552488e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Anshun,CN,-3.289734126340777e-05,-8.37086298092159e-05,1.622475776468685e-05,0.3335,0.3335,False,False,False,False,False,False
Datong,CN,-3.378351124176497e-05,-5.7123486451394006e-05,-1.2431503136114845e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Gujranwala,PK,-3.533074269846222e-05,-5.579101306513858e-05,-1.4867690872729045e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Amritsar,IN,-5.011482914793282e-05,-7.79040712043593e-05,-2.1809871164705214e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Nanjing,CN,-6.38610302273468e-05,-0.0007661967354288,0.0006612420659628,0.9035,0.9035,False,False,False,False,False,False
Qujing,CN,-7.425047756744359e-05,-0.0002780649257559,2.4286128663675302e-17,0.6225,0.6225,False,False,False,False,False,False
Cochabamba,BO,-0.0001074989858086,-0.0001804165887303,-4.060396653719591e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
San Diego,US,-0.000112629316547,-0.0008413409075963,0.0005773998155393,0.783,0.783,False,False,False,False,False,False
Putian,CN,-0.0001160814337147,-0.0003430863121956,9.601594607911772e-05,0.4285,0.4285,False,False,False,False,False,False
Milan,IT,-0.0001163008848194,-0.0001946314980619,-4.3637031731898985e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Karbala,IQ,-0.0001279146362438,-0.0002407945510793,-3.165225261132366e-05,0.0065,0.0065,False,True,True,True,False,False
Gurugram,IN,-0.0001415826789553,-0.000271382421135,-2.7497169690217415e-05,0.013,0.013,False,True,True,False,False,False
Abū Ghurayb,IQ,-0.0001523367858627,-0.0002689665148605,-4.045294125252053e-05,0.004,0.004,False,True,True,True,False,False
Xinyang,CN,-0.0001533313902071,-0.0004598741479754,0.0001338049415957,0.4405,0.4405,False,False,False,False,False,False
Jalandhar,IN,-0.0001559091938008,-0.0002427801923025,-6.756998820772736e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Bursa,TR,-0.0002096325866145,-0.0003562723065775,-7.945096041619885e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Jinjiang,CN,-0.0002218569216648,-0.0006651719334536,0.0001878833103089,0.4365,0.4365,False,False,False,False,False,False
Huainan,CN,-0.0002308977935756,-0.0006613655522774,0.0001799603731291,0.403,0.403,False,False,False,False,False,False
İzmir,TR,-0.0002703422480119,-0.0004684167380123,-9.227558934960866e-05,0.0,0.00024993751562109475,False,True,True,True,False,False
Bahawalpur,PK,-0.0002729492771905,-0.0012489901208316,0.0006687955105099,0.679,0.679,False,False,False,False,False,False
Trujillo,PE,-0.0002982185846655,-0.0005774184386381,-3.3486568258275434e-05,0.0475,0.0475,False,True,True,False,False,False
Algiers,DZ,-0.0003050398441828,-0.0005143570435713,-0.0001120205104485,0.0,0.00024993751562109475,False,True,True,True,False,False
Malatya,TR,-0.0003126091903371,-0.0005327654926493,-0.0001068075362519,0.0,0.00024993751562109475,False,True,True,True,False,False
Sofia,BG,-0.0003294000406889,-0.0005440296769141,-0.0001328204251581,0.0,0.00024993751562109475,False,True,True,True,False,False
Bengbu,CN,-0.0003342250636843,-0.0013091394337331,0.0005748197452756,0.606,0.606,False,False,False,False,False,False
Kayseri,TR,-0.0003388840098605,-0.0005384482264562,-0.0001406184876456,0.0,0.00024993751562109475,False,True,True,True,False,False
Huizhou,CN,-0.0003771200649233,-0.0023433196503335,0.0015858234163735,0.8125,0.8125,False,False,False,False,False,False
Lima,PE,-0.0004307030093199,-0.0008481933934658,-7.231655320688636e-05,0.0245,0.0245,False,True,True,False,False,False
Tbilisi,GE,-0.000482262754851,-0.0009315776647431,-6.32724690076167e-05,0.0375,0.0375,False,True,True,False,False,False
Adana,TR,-0.0005665372238081,-0.0009055858770178,-0.0002289927560383,0.0,0.00024993751562109475,False,True,True,True,False,False
Budapest,HU,-0.0006089050159503,-0.0010581943835471,-0.0001769050994264,0.001,0.001,False,True,True,True,False,False
Quanzhou,CN,-0.0006216479062742,-0.0018348755505674,0.000487004650798,0.4245,0.4245,False,False,False,False,False,False
Guayaquil,EC,-0.0006497006440756,-0.0013736761939493,5.753163707841513e-06,0.104,0.104,False,False,False,False,False,False
Yinchuan,CN,-0.0006979767837894,-0.0011318619419471,-0.0002857498733156,0.0,0.00024993751562109475,False,True,True,True,False,False
Najafgarh,IN,-0.0007532157173897,-0.0011857467973317,-0.0003209768532652,0.0,0.00024993751562109475,False,True,True,True,False,False
Baotou,CN,-0.0007702065404044,-0.0012794852015627,-0.000306123870599,0.0,0.00024993751562109475,False,True,True,True,False,False
Sialkot,PK,-0.0007796467880671,-0.0012732168507318,-0.0003230324885508,0.0,0.00024993751562109475,False,True,True,True,False,False
Erzurum,TR,-0.0008920058235072,-0.0017476022308302,-9.38045852690119e-05,0.049,0.049,False,True,True,False,False,False
Wuhu,CN,-0.0009051439761154,-0.00212743052924,0.0001553058966943,0.206,0.206,False,False,False,False,False,False
Köln,DE,-0.0009606448421492,-0.0021828353392496,0.0001066657107355,0.1635,0.1635,False,False,False,False,False,False
Vienna,AT,-0.0009995313420966,-0.0018493210557953,-0.0002742804008959,0.001,0.001,False,True,True,True,False,False
Fes,MA,-0.0011678201209472,-0.0018875402084058,-0.0004854730630471,0.0,0.00024993751562109475,False,True,True,True,False,False
Oran,DZ,-0.0011892114031741,-0.0019511476856671,-0.0004825635113866,0.0,0.00024993751562109475,False,True,True,True,False,False
Sadr City,IQ,-0.0012193354934096,-0.0022528382921374,-0.0003308124415848,0.0015,0.0015,False,True,True,True,False,False
Rome,IT,-0.0013312110117336,-0.0025592423348869,-0.0002556384910843,0.0185,0.0185,False,True,True,False,False,False
Rabat,MA,-0.0013672601883325,-0.0022683023972634,-0.0005635135417278,0.0,0.00024993751562109475,False,True,True,True,False,False
Ghāziābād,IN,-0.0015027174288339,-0.0026870973454081,-0.0002799456369703,0.019,0.019,False,True,True,False,False,False
Zapopan,MX,-0.0015278527572131,-0.0026180225730679,-0.0005501823259167,0.0,0.00024993751562109475,False,True,True,True,False,False
Callao,PE,-0.0015812622489771,-0.0031700957272176,-0.0002894820556845,0.0245,0.0245,False,True,True,False,False,False
Belgrade,RS,-0.0015988441037686,-0.0026410700836102,-0.0006020328219734,0.0,0.00024993751562109475,False,True,True,True,False,False
Valencia,ES,-0.0017649770510182,-0.0030276464699829,-0.0005990059938588,0.0,0.00024993751562109475,False,True,True,True,False,False
Naples,IT,-0.0017659817446177,-0.0034909986258976,-0.0002052574509794,0.04,0.04,False,True,True,False,False,False
Al Mawşil al Jadīdah,IQ,-0.001774579880605,-0.0031202558218043,-0.0004885908602784,0.001,0.001,False,True,True,True,False,False
Istanbul,TR,-0.0017871685276213,-0.0040680138338839,0.0003848638543282,0.219,0.219,False,False,False,False,False,False
Fuzhou,CN,-0.0019431239035406,-0.0047462480917001,0.0005248478189355,0.2345,0.2345,False,False,False,False,False,False
Fuyang,CN,-0.0020405435224123,-0.004374364646277,7.37581042206112e-06,0.1015,0.1015,False,False,False,False,False,False
Rajshahi,BD,-0.0021503134704165,-0.0068592905408669,2.220446049250313e-16,0.4295,0.4295,False,False,False,False,False,False
Antalya,TR,-0.0021886002904899,-0.0043491335527832,-0.0002732846968439,0.0465,0.0465,False,True,True,False,False,False
Jiujiang,CN,-0.0022378165702468,-0.0044801322025249,-0.0001805872682601,0.062,0.062,False,True,True,False,False,False
Baghdad,IQ,-0.0022428271673237,-0.0040484601641921,-0.0005772699298073,0.0015,0.0015,False,True,True,True,False,False
Tangier,MA,-0.0023111798347327,-0.0038695817045767,-0.0008934101483922,0.0,0.00024993751562109475,False,True,True,True,False,False
Salé,MA,-0.0023555736187819,-0.0038641278465221,-0.0009695452317892,0.0,0.00024993751562109475,False,True,True,True,False,False
Dera Ismail Khan,PK,-0.0025807271329828,-0.0042516121400004,-0.0008994970944913,0.0,0.00024993751562109475,False,True,True,True,False,False
Wuzhong,CN,-0.0029932514957789,-0.004984272778288,-0.0011516684455915,0.0,0.00024993751562109475,False,True,True,True,False,False
Narela,IN,-0.0030309944519241,-0.005544488407111,-0.0005864615662208,0.016,0.016,False,True,True,False,False,False
Zhongwei,CN,-0.0030726814569047,-0.0052376337872752,-0.0011620013187897,0.0,0.00024993751562109475,False,True,True,True,False,False
